text,risk_label,intent_label,tags,language,source
Balansingiz: 224272 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Kodingiz: 489995. Uni hech qachon begona shaxslarga aytmang!,SAFE,WARNING,otp_warning,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 74557 so'm. Payme,SAFE,INFO,transaction_notice,uz,aug
Rasmni ko'ring: scan.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Tasdiqlash kodi: 586441,SAFE,INFO,otp,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Rasmni ko'ring: video.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: invoice.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Rasmni ko'ring: document.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 888701",SAFE,WARNING,otp_warning,uz,aug
Sizning kodingiz: 560860,SAFE,INFO,otp,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizga 919113 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning kodingiz: 996466,SAFE,INFO,otp,uz,aug
Sizga 18961 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: scan.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 762864",SAFE,WARNING,otp_warning,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Kodingiz: 87776. Uni hech qachon begona shaxslarga aytmang!,SAFE,WARNING,otp_warning,uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta ma'lumotlarini kiriting: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Hujjatni yuklab oling va oching: update.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Hisobingizga 240835 so'm kelib tushdi. Manba: Uzum,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tasdiqlash kodi: 511893,SAFE,INFO,otp,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: scan.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Rasmni ko'ring: update.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Rasmni ko'ring: document.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Rasmni ko'ring: update.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Rasmni ko'ring: photo.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sizga 230416 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning kodingiz: 241577,SAFE,INFO,otp,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Rasmni ko'ring: scan.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Tasdiqlash kodi: 744971,SAFE,INFO,otp,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,SAFE,WARNING,otp_warning,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Rasmni ko'ring: scan.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Hisobingizga 45281 so'm kelib tushdi. Manba: Terminal,SAFE,INFO,transaction_notice,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Karta ma'lumotlarini kiriting: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Balansingiz: 40804 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Tasdiqlash kodi: 884399,SAFE,INFO,otp,uz,aug
O'tkazma qabul qilindi: 343555 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
Sizga 352428 so'm bonus berildi! Olish uchun: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Rasmni ko'ring: photo.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sizning kodingiz: 681320,SAFE,INFO,otp,uz,aug
Balansingiz: 142385 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Balansingiz: 322041 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Muvaffaqiyatli to'lov! Miqdor: 342634 so'm. Uzum,SAFE,INFO,transaction_notice,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
O'tkazma qabul qilindi: 263394 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
Hujjatni yuklab oling va oching: invoice.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sizga 622833 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 254682",SAFE,WARNING,otp_warning,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Karta faollashtirildi. Kod: 993486,SAFE,INFO,transaction_notice,uz,aug
Karta faollashtirildi. Kod: 219002,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizga 62183 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: document.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: update.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Rasmni ko'ring: invoice.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Rasmni ko'ring: document.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Karta faollashtirildi. Kod: 257684,SAFE,INFO,transaction_notice,uz,aug
Hujjatni yuklab oling va oching: invoice.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Balansingiz: 1309 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 29134 so'm. Uzum,SAFE,INFO,transaction_notice,uz,aug
Hisobingizga 331171 so'm kelib tushdi. Manba: Payme,SAFE,INFO,transaction_notice,uz,aug
Sizning kodingiz: 955158,SAFE,INFO,otp,uz,aug
Tasdiqlash kodi: 591101,SAFE,INFO,otp,uz,aug
Karta faollashtirildi. Kod: 538696,SAFE,INFO,transaction_notice,uz,aug
Sizga 225688 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tasdiqlash kodi: 869597,SAFE,INFO,otp,uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
Rasmni ko'ring: scan.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 380558 so'm bonus berildi! Olish uchun: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Balansingiz: 290723 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Tasdiqlash kodi: 794386,SAFE,INFO,otp,uz,aug
O'tkazma qabul qilindi: 310899 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Rasmni ko'ring: invoice.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Karta faollashtirildi. Kod: 974582,SAFE,INFO,transaction_notice,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 621687 so'm bonus berildi! Olish uchun: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Xizmat haqi: 30940 so'm. Uzcard xizmati.,SAFE,INFO,transaction_notice,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: photo.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: invoice.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: invoice.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Rasmni ko'ring: video.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizga 69504 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 82109",SAFE,WARNING,otp_warning,uz,aug
Sizga 742016 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 746240 so'm bonus berildi! Olish uchun: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: update.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Hujjatni yuklab oling va oching: video.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Balansingiz: 223538 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 929456 so'm bonus berildi! Olish uchun: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Hisobingizga 409808 so'm kelib tushdi. Manba: Uzum,SAFE,INFO,transaction_notice,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 280230 so'm. Click,SAFE,INFO,transaction_notice,uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Sizga 191780 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Rasmni ko'ring: document.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hisobingizga 349644 so'm kelib tushdi. Manba: Uzum,SAFE,INFO,transaction_notice,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,SAFE,WARNING,otp_warning,uz,aug
Balansingiz: 487218 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 49238",SAFE,WARNING,otp_warning,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,SAFE,WARNING,otp_warning,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Muvaffaqiyatli to'lov! Miqdor: 26511 so'm. Click,SAFE,INFO,transaction_notice,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta faollashtirildi. Kod: 906271,SAFE,INFO,transaction_notice,uz,aug
Rasmni ko'ring: invoice.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 384593",SAFE,WARNING,otp_warning,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Tasdiqlash kodi: 705719,SAFE,INFO,otp,uz,aug
Sizning kodingiz: 657515,SAFE,INFO,otp,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Muvaffaqiyatli to'lov! Miqdor: 132106 so'm. Terminal,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Tasdiqlash kodi: 622642,SAFE,INFO,otp,uz,aug
Karta faollashtirildi. Kod: 530228,SAFE,INFO,transaction_notice,uz,aug
Hujjatni yuklab oling va oching: photo.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Sizga 252556 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Karta ma'lumotlarini kiriting: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 217912 so'm. Payme,SAFE,INFO,transaction_notice,uz,aug
Hujjatni yuklab oling va oching: photo.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
