text,source,label
Инвестиции в газ! Доход от 884 000 в неделю: http://uz-confirm.com/795108..,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-792971 OK,sms,scam
Оплата заказа №2579 не прошла. Повторите: https://t.me/prize_bot/259027 ),sms,scam
Госуслуги: Вам начислена выплата 752 000. http://pay-check.net/122532!,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/744831.,sms,scam
Оплата заказа №6224 не прошла. Повторите: https://t.me/prize_bot/627296 👍,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/908090 -,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-57845 👍,telegram,scam
Инвестиции в газ! Доход от 406 000 в неделю: http://click-safety.uz/467076!,telegram,scam
Вы выиграли 752 000 рублей! Получите приз: http://uz-confirm.com/495931...,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/363212 👍,sms,scam
Инвестиции в газ! Доход от 862 000 в неделю: http://click-safety.uz/230095 OK,sms,scam
Вы выиграли 610 000 рублей! Получите приз: https://bit.ly/claim-681423 ),sms,scam
Вы выиграли 758 000 рублей! Получите приз: http://uz-confirm.com/907277..,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-731387 OK,sms,scam
Списание 294 000 прошло успешно. Отменить: http://click-safety.uz/762120 ?,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/472782 OK,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/667860 :),telegram,scam
Вы выиграли 538 000 рублей! Получите приз: https://bit.ly/claim-681979!!,sms,scam
Госуслуги: Вам начислена выплата 501 000. https://bit.ly/claim-97543!!,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-561431 -,sms,scam
Инвестиции в газ! Доход от 767 000 в неделю: http://uz-confirm.com/680113,sms,scam
Инвестиции в газ! Доход от 754 000 в неделю: https://bit.ly/claim-929402.,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/561271!!,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/902148 ),sms,scam
Инвестиции в газ! Доход от 196 000 в неделю: http://pay-check.net/410859!!,telegram,scam
Оплата заказа №1869 не прошла. Повторите: https://bit.ly/claim-804123 👍,sms,scam
Инвестиции в газ! Доход от 243 000 в неделю: https://bit.ly/claim-956785..,sms,scam
Списание 770 000 прошло успешно. Отменить: http://pay-check.net/196842 -,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/421240..,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/208359,sms,scam
Списание 469 000 прошло успешно. Отменить: https://bit.ly/claim-778100 ),sms,scam
Вы выиграли 143 000 рублей! Получите приз: http://click-safety.uz/280546,telegram,scam
Списание 280 000 прошло успешно. Отменить: http://uz-confirm.com/858857 👍,telegram,scam
Оплата заказа №3306 не прошла. Повторите: http://uz-confirm.com/806105.,telegram,scam
Вы выиграли 459 000 рублей! Получите приз: http://pay-check.net/752267.,telegram,scam
Вы выиграли 339 000 рублей! Получите приз: http://uz-confirm.com/152033 ),telegram,scam
Оплата заказа №6765 не прошла. Повторите: http://pay-check.net/550726 OK,telegram,scam
Оплата заказа №1869 не прошла. Повторите: http://uz-confirm.com/695629 :),sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/520777!!,sms,scam
Оплата заказа №9547 не прошла. Повторите: https://t.me/prize_bot/740650 -,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/475079!,sms,scam
Оплата заказа №9954 не прошла. Повторите: https://bit.ly/claim-550439 ),telegram,scam
Госуслуги: Вам начислена выплата 546 000. http://uz-confirm.com/631392 :),sms,scam
Инвестиции в газ! Доход от 357 000 в неделю: https://bit.ly/claim-925622..,sms,scam
Оплата заказа №9639 не прошла. Повторите: http://pay-check.net/627027!,telegram,scam
Оплата заказа №2198 не прошла. Повторите: http://uz-confirm.com/695784 -,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/943689 ?,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/699297 ?,telegram,scam
Оплата заказа №9253 не прошла. Повторите: https://bit.ly/claim-752862 OK,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/612256 ),telegram,scam
Списание 243 000 прошло успешно. Отменить: http://uz-confirm.com/884331 :),telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/451691 -,telegram,scam
Госуслуги: Вам начислена выплата 547 000. http://pay-check.net/721097 :),telegram,scam
Оплата заказа №5377 не прошла. Повторите: https://bit.ly/claim-209133 ?,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/628211!!,telegram,scam
Вы выиграли 570 000 рублей! Получите приз: https://t.me/prize_bot/55397.,sms,scam
Оплата заказа №3306 не прошла. Повторите: http://uz-confirm.com/54693!,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/839694..,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/652245 (,sms,scam
Вы выиграли 688 000 рублей! Получите приз: https://t.me/prize_bot/646524!,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-301606 👍,sms,scam
Списание 658 000 прошло успешно. Отменить: http://pay-check.net/651052,sms,scam
Вы выиграли 733 000 рублей! Получите приз: http://pay-check.net/572001 ),telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/470123 (,telegram,scam
Инвестиции в газ! Доход от 619 000 в неделю: http://uz-confirm.com/429824 (,telegram,scam
Госуслуги: Вам начислена выплата 671 000. http://click-safety.uz/733688...,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/310107..,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/59261!,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/690202,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/626765 ),sms,scam
Инвестиции в газ! Доход от 879 000 в неделю: http://pay-check.net/589410!!,sms,scam
Списание 225 000 прошло успешно. Отменить: http://uz-confirm.com/356330...,telegram,scam
Инвестиции в газ! Доход от 342 000 в неделю: http://uz-confirm.com/995415...,sms,scam
Госуслуги: Вам начислена выплата 859 000. https://t.me/prize_bot/779485,sms,scam
Оплата заказа №7955 не прошла. Повторите: http://click-safety.uz/729741 👍,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/846695 ?,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/368811 (,sms,scam
Списание 488 000 прошло успешно. Отменить: http://pay-check.net/833754 OK,sms,scam
Инвестиции в газ! Доход от 574 000 в неделю: https://bit.ly/claim-170794.,telegram,scam
Инвестиции в газ! Доход от 554 000 в неделю: https://t.me/prize_bot/344093,sms,scam
Госуслуги: Вам начислена выплата 84 000. https://t.me/prize_bot/968334..,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/846035..,telegram,scam
Sizga 619 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/609715 ),sms,scam
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/961771..,telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://bit.ly/claim-840187 (,sms,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/160220.,sms,scam
U vas noviy yutuq! 152 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/341840..,telegram,scam
U vas noviy yutuq! 488 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-743926 (,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://pay-check.net/90751 OK,telegram,scam
U vas noviy yutuq! 152 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-829835,telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://bit.ly/claim-613828..,telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://t.me/prize_bot/943982 OK,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://uz-confirm.com/645705,telegram,scam
Telegram premium sovg'a claim qiling: https://bit.ly/claim-386827!,sms,scam
Your account is blocked! Podtverdite svoyu lichnost: http://pay-check.net/361528 :),telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: https://t.me/prize_bot/309437!!,sms,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/604240.,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/384698 ),telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: https://bit.ly/claim-872685!,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: https://t.me/prize_bot/847169,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/658477,telegram,scam
U vas noviy yutuq! 658 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/740292 👍,telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/515919!!,sms,scam
Telegram premium sovg'a claim qiling: http://uz-confirm.com/661422 (,sms,scam
Sizga 90 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-604526!!,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://pay-check.net/304786 -,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/825969 ?,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://uz-confirm.com/54528 (,sms,scam
U vas noviy yutuq! 457 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-558513 ),telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: https://t.me/prize_bot/414603 (,telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/979763 ?,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://pay-check.net/303939!!,telegram,scam
Sizga 558 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-241898!!,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://uz-confirm.com/448949..,telegram,scam
Hisobingizdan 879 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://click-safety.uz/432516...,telegram,scam
Sizga 357 000 som perevod keldi. Podtverdite po ssilke: https://t.me/prize_bot/803984,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://pay-check.net/417244 :),sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: https://t.me/prize_bot/106759 :),telegram,scam
Hisobingizdan 884 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://uz-confirm.com/749824 (,telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/539248..,sms,scam
U vas noviy yutuq! 781 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/815626 ?,sms,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/952493 (,telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://uz-confirm.com/830574 :),telegram,scam
Sizga 733 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-92500,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/298915 OK,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://uz-confirm.com/936988 ?,sms,scam
Hisobingizdan 514 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/824406 👍,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://t.me/prize_bot/291654 (,sms,scam
U vas noviy yutuq! 258 000 yutib oldingiz. Claim your prize: http://click-safety.uz/287674 -,telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/65868 👍,telegram,scam
Sizga 94 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/594797 :),telegram,scam
Sizga 568 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/815270 ),telegram,scam
Telegram premium sovg'a claim qiling: http://click-safety.uz/221403 👍,telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/559856 ?,telegram,scam
Telegram premium sovg'a claim qiling: https://t.me/prize_bot/175426,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://pay-check.net/37032 :),telegram,scam
Hisobingizdan 538 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/234003 ),sms,scam
U vas noviy yutuq! 859 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/708201!!,telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: https://t.me/prize_bot/942267 ?,sms,scam
U vas noviy yutuq! 342 000 yutib oldingiz. Claim your prize: https://t.me/prize_bot/190991 ),telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: https://bit.ly/claim-579317 -,telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: https://bit.ly/claim-443345..,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://pay-check.net/156355,telegram,scam
Telegram premium sovg'a claim qiling: https://bit.ly/claim-864434...,telegram,scam
Sizga 630 000 som perevod keldi. Podtverdite po ssilke: http://uz-confirm.com/784410 -,telegram,scam
Hisobingizdan 862 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://bit.ly/claim-259968 ?,telegram,scam
Hisobingizdan 103 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://bit.ly/claim-807131..,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: https://bit.ly/claim-121712 -,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://uz-confirm.com/369693 👍,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/812295 -,telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://bit.ly/claim-777544 -,telegram,scam
U vas noviy yutuq! 754 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/831888 -,telegram,scam
U vas noviy yutuq! 338 000 yutib oldingiz. Claim your prize: http://click-safety.uz/638727 ?,telegram,scam
U vas noviy yutuq! 310 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-868217 👍,sms,scam
Your account is blocked! Podtverdite svoyu lichnost: http://click-safety.uz/807945 -,telegram,scam
Hisobingizdan 272 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://pay-check.net/422729,telegram,scam
U vas noviy yutuq! 258 000 yutib oldingiz. Claim your prize: https://t.me/prize_bot/767221 ),telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/685142.,sms,scam
Hisobingizdan 457 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://uz-confirm.com/621510,telegram,scam
Telegram premium sovg'a claim qiling: https://bit.ly/claim-26141 ),sms,scam
U vas noviy yutuq! 779 000 yutib oldingiz. Claim your prize: https://t.me/prize_bot/349525,telegram,scam
Sizga 754 000 som perevod keldi. Podtverdite po ssilke: http://uz-confirm.com/136714...,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://pay-check.net/482121 :),telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://uz-confirm.com/746907 ),telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: http://click-safety.uz/502441 ?,telegram,scam
U vas noviy yutuq! 217 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/886680 👍,telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: http://click-safety.uz/409997...,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://uz-confirm.com/93471 ?,telegram,scam
Telegram premium sovg'a claim qiling: https://t.me/prize_bot/607773 -,sms,scam
U vas noviy yutuq! 546 000 yutib oldingiz. Claim your prize: https://t.me/prize_bot/246954 ?,telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://uz-confirm.com/257363 :),telegram,scam
U vas noviy yutuq! 511 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-367036 (,telegram,scam
Telegram premium sovg'a claim qiling: https://t.me/prize_bot/955004 (,sms,scam
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/408974!,telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/742102.,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://click-safety.uz/531976 ),telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: http://click-safety.uz/716105 -,telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://click-safety.uz/847652!,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://click-safety.uz/638491 ?,telegram,scam
Sizga 377 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-549905 (,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://t.me/prize_bot/320216...,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://t.me/prize_bot/709270.,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://pay-check.net/709993 👍,telegram,scam
Sizga 778 000 som perevod keldi. Podtverdite po ssilke: http://click-safety.uz/474909!,sms,scam
Your account is blocked! Podtverdite svoyu lichnost: https://t.me/prize_bot/753410,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://t.me/prize_bot/176821!,telegram,scam
Hisobingizdan 547 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://bit.ly/claim-525128 OK,telegram,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/725980 👍,telegram,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/200771 (,sms,scam
U vas noviy yutuq! 547 000 yutib oldingiz. Claim your prize: http://click-safety.uz/670559...,telegram,scam
Telegram premium sovg'a claim qiling: https://bit.ly/claim-764433 (,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://pay-check.net/724020 👍,sms,scam
Sizga 286 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/256480.,telegram,scam
Hisobingizdan 486 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/637134!,telegram,scam
U vas noviy yutuq! 289 000 yutib oldingiz. Claim your prize: http://click-safety.uz/959763 -,telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://click-safety.uz/58044 -,telegram,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/241052!!,telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: https://bit.ly/claim-796867!,telegram,scam
U vas noviy yutuq! 258 000 yutib oldingiz. Claim your prize: http://click-safety.uz/174318 ),telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://bit.ly/claim-732463 OK,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://pay-check.net/72624 OK,sms,scam
Your account is blocked! Podtverdite svoyu lichnost: https://bit.ly/claim-87161!,sms,scam
Hisobingizdan 428 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://uz-confirm.com/25692..,telegram,scam
Sizga 103 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/614299!,telegram,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/350838,telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://pay-check.net/20302 (,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/127027 :),telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://pay-check.net/378336 -,sms,scam
U vas noviy yutuq! 383 000 yutib oldingiz. Claim your prize: https://t.me/prize_bot/34973 -,sms,scam
Sizga 406 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-57686 👍,sms,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/435742 -,telegram,scam
Sizga 568 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-367805...,telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/823342,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://uz-confirm.com/727912 ?,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/523210.,telegram,scam
U vas noviy yutuq! 359 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-515922 ?,sms,scam
Hisobingizdan 90 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://click-safety.uz/33777.,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: https://t.me/prize_bot/56734 -,telegram,scam
Sizga 725 000 som perevod keldi. Podtverdite po ssilke: http://uz-confirm.com/538100!,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/258290 ),sms,scam
Sizga 359 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/335014 👍,telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://uz-confirm.com/915801..,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/253731..,telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://bit.ly/claim-481147..,telegram,scam
Telegram premium sovg'a claim qiling: https://bit.ly/claim-636090.,sms,scam
Sizga 217 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-131192 -,telegram,scam
Telegram premium sovg'a claim qiling: https://bit.ly/claim-684019 ),sms,scam
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/700312..,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://pay-check.net/181152.,telegram,scam
Telegram premium sovg'a claim qiling: https://t.me/prize_bot/284362 ),sms,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/836722..,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://uz-confirm.com/795372 ?,sms,scam
Hisobingizdan 610 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/336732 :),telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: https://bit.ly/claim-404447 OK,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://uz-confirm.com/175221 ),sms,scam
Hisobingizdan 266 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://uz-confirm.com/879983...,telegram,scam
Telegram premium sovg'a claim qiling: http://uz-confirm.com/345073,telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/246536 :),telegram,scam
Hisobingizdan 381 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://pay-check.net/19227,sms,scam
Hisobingizdan 272 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://bit.ly/claim-957212 :),sms,scam
Sizga 778 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/932757 👍,telegram,scam
Hisobingizdan 758 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://click-safety.uz/219762 ?,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://uz-confirm.com/661246 -,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/974520,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/871070 ),telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://uz-confirm.com/126104 :),sms,scam
U vas noviy yutuq! 286 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/28620 -,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://uz-confirm.com/447345...,sms,scam
Telegram premium sovg'a claim qiling: https://bit.ly/claim-379810 ),telegram,scam
Sizga 494 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-802308 -,sms,scam
Hisobingizdan 725 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/26672...,telegram,scam
Sizga 619 000 som perevod keldi. Podtverdite po ssilke: http://click-safety.uz/410268.,telegram,scam
U vas noviy yutuq! 671 000 yutib oldingiz. Claim your prize: http://click-safety.uz/899347 ),sms,scam
U vas noviy yutuq! 859 000 yutib oldingiz. Claim your prize: https://t.me/prize_bot/350019!!,telegram,scam
U vas noviy yutuq! 386 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-452140 ),telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: https://t.me/prize_bot/341918,telegram,scam
Hisobingizdan 84 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://uz-confirm.com/936272 -,telegram,scam
Sizga 554 000 som perevod keldi. Podtverdite po ssilke: http://click-safety.uz/613388 ),telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://pay-check.net/120162..,sms,scam
U vas noviy yutuq! 862 000 yutib oldingiz. Claim your prize: https://t.me/prize_bot/877472 (,sms,scam
Telegram premium sovg'a claim qiling: http://uz-confirm.com/734634 (,telegram,scam
Telegram premium sovg'a claim qiling: https://bit.ly/claim-829526.,telegram,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://click-safety.uz/714510!,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://uz-confirm.com/274742 ),sms,scam
U vas noviy yutuq! 90 000 yutib oldingiz. Claim your prize: http://pay-check.net/704359 -,sms,scam
Telegram premium sovg'a claim qiling: http://uz-confirm.com/966236,telegram,scam
Telegram premium sovg'a claim qiling: http://pay-check.net/754964!,telegram,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://pay-check.net/790078 OK,sms,scam
Hisobingizdan 94 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://uz-confirm.com/585910 -,telegram,scam
Sizning limitiz ispolzovan. Uvelichit limit: https://bit.ly/claim-778916,telegram,scam
Hisobingizdan 568 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://pay-check.net/935013,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://click-safety.uz/959331.,sms,scam
U vas noviy yutuq! 879 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-764664 👍,sms,scam
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/905322...,sms,scam
Sizga 381 000 som perevod keldi. Podtverdite po ssilke: http://uz-confirm.com/650112.,sms,scam
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://bit.ly/claim-595494 ),sms,scam
Hisobingizdan 104 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://uz-confirm.com/483516 :),telegram,scam
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/208772 :),telegram,scam
U vas noviy yutuq! 383 000 yutib oldingiz. Claim your prize: http://click-safety.uz/615744 :),sms,scam
Your account is blocked! Podtverdite svoyu lichnost: https://t.me/prize_bot/763138 (,telegram,scam
U vas noviy yutuq! 339 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-428061 👍,sms,scam
Telegram premium sovg'a claim qiling: http://uz-confirm.com/152830 ),telegram,scam
Sizga 406 000 som perevod keldi. Podtverdite po ssilke: http://uz-confirm.com/407051.,telegram,scam
Hisobingizdan 289 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://click-safety.uz/768799!!,sms,scam
Your account is blocked! Podtverdite svoyu lichnost: https://t.me/prize_bot/886328 -,telegram,scam
Telegram premium sovg'a claim qiling: https://t.me/prize_bot/802952!,sms,scam
Telegram premium sovg'a claim qiling: https://t.me/prize_bot/115717 ?,sms,scam
Sizning limitiz ispolzovan. Uvelichit limit: http://click-safety.uz/15629 ),telegram,scam
Sizga 715 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/424648 OK,telegram,scam
