text,label,category,language,source
DIQQAT: shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi! yozvor,SAFE,ADULT,uz,semantic_context_v1
senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar http://scam.uz,DANGEROUS,ADULT,uz,semantic_context_v1
URGENT: friday prayers will be held at the main mosque at 1:00 pm inshallah?,SAFE,EXTREMISM,en,semantic_context_v1
Join the hidden VIP channel for exclusive 18+ leaked content tonight bit.ly/123!!,DANGEROUS,ADULT,en,semantic_context_v1
Ular qilgan ishlari uchun o'limga mahkumdir. Jihod vaqti keldi!!,DANGEROUS,EXTREMISM,uz,semantic_context_v1
DIQQAT: kimdir pulni tez ishlashning siri borligini aytdi.,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Tezkor savdolar uchun yangi platforma topdim!! dm,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Diniy jamoa yetimlar uchun xayriya tadbirini uyushtirmoqda iltimos,SAFE,EXTREMISM,uz,semantic_context_v1
"Ro'yxatdan o'tmasdan to'liq porno videolarni yuklab oling, bu yerni bosing http://kripto-foyda.uz... brat",DANGEROUS,ADULT,uz,semantic_context_v1
"Yo, we are recruiting soldiers for the holy war. join our secret channel [link]? dm me",DANGEROUS,EXTREMISM,en,semantic_context_v1
"Срочно: найден баг в ставках! используй эту стратегию, чтобы выигрывать каждый раз http://scam.ru.",DANGEROUS,GAMBLING,ru,semantic_context_v1
"Dear user, why is this private photo circulating here !",SUSPICIOUS,ADULT,en,semantic_context_v1
biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak?,SAFE,ADULT,uz,semantic_context_v1
"Birodarlar, kofirlarga qarshi kurashish va harakat qilish vaqti keldi! Qo'zg'alish kerak t.me/yopiq_guruh !",DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Уважаемый клиент, ты видел тот пост об удвоении крипты за неделю!",SUSPICIOUS,GAMBLING,ru,semantic_context_v1
learn how to build homemade explosives to defend our faith from the enemies!!,DANGEROUS,EXTREMISM,en,semantic_context_v1
"Assalomu alaykum, keyingi o'yinga 100% kafolatlangan yutuq. vip signallarni bu yerdan sotib oling: t.me/yopiq_guruh !",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: bit.ly/uzb_link.",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Qalay, kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish t.me/yopiq_guruh...",DANGEROUS,GAMBLING,uz,semantic_context_v1
Muhim: o'sha tortishuvli domla haqidagi yangi talqinni o'qib chiqdingizmi !,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Bugun tunda maxsus 18+ sizdirilgan videolarni ko'rish uchun yopiq VIP guruhiga qo'shiling http://scam.uz!!,DANGEROUS,ADULT,uz,semantic_context_v1
[alert] uncensored adult videos and free nude pictures [link]?,DANGEROUS,ADULT,en,semantic_context_v1
Download full sex videos without registration click here bit.ly/123.,DANGEROUS,ADULT,en,semantic_context_v1
"Hurmatli mijoz, ro'yxatdan o'tmasdan to'liq porno videolarni yuklab oling, bu yerni bosing t.me/yopiq_guruh?",DANGEROUS,ADULT,uz,semantic_context_v1
"Уважаемый клиент, смотри слитое видео сейчас, пока его не удалили http://scam.ru...",DANGEROUS,ADULT,ru,semantic_context_v1
"Здарова, пятничная молитва состоится в главной мечети в 13:00 иншалла",SAFE,EXTREMISM,ru,semantic_context_v1
"DIQQAT: shaxmat o'yinida biroz garov bog'ladik, lekin bu shunchaki o'yin edi !  yozvor",SAFE,GAMBLING,uz,semantic_context_v1
Guruhga yuborgan kattalar uchun mo'ljallangan kontentni ko'rdingizmi... uka,SUSPICIOUS,ADULT,uz,semantic_context_v1
ushbu kanal hozirgi qonunlarimizga zid g'oyalarni tarqatmoqda!!,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Salom, alloh sizga va oilangizga tinchlik va baraka bersin?",SAFE,EXTREMISM,uz,semantic_context_v1
"Здравствуйте, поддержите революцию, отправив анонимные пожертвования на этот кошелек http://scam.ru",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"Некоторые считают, что для очищения общества необходимы жесткие меры...",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
"DIQQAT: 1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas http://kripto-foyda.uz!!",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Hello, i think the group is becoming too radical with their beliefs. ngl",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"вы читали новую интерпретацию, опубликованную тем скандальным ученым?",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
"Assalomu alaykum, bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing t.me/yopiq_guruh!!",DANGEROUS,ADULT,uz,semantic_context_v1
"Забери свой бонус казино на 1000 долларов сейчас, это не скам http://zarabotok.ru !",DANGEROUS,GAMBLING,ru,semantic_context_v1
"Salom, kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish [havola].",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Dear user, i think the group is becoming too radical with their beliefs",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
I think the group is becoming too radical with their beliefs... ASAP,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
Вы читали новости о новых правилах казино?,SAFE,GAMBLING,ru,semantic_context_v1
"Забери свой бонус казино на 1000 долларов сейчас, это не скам http://zarabotok.ru.",DANGEROUS,GAMBLING,ru,semantic_context_v1
We had a small group wager on the chess tournament but it was just for fun... dm me,SAFE,GAMBLING,en,semantic_context_v1
Senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar [havola]...,DANGEROUS,ADULT,uz,semantic_context_v1
Download full sex videos without registration click here [link]!!,DANGEROUS,ADULT,en,semantic_context_v1
Bugun tunda maxsus 18+ sizdirilgan videolarni ko'rish uchun yopiq VIP guruhiga qo'shiling t.me/yopiq_guruh?,DANGEROUS,ADULT,uz,semantic_context_v1
"Salom, alloh sizga va oilangizga tinchlik va baraka bersin? uka",SAFE,EXTREMISM,uz,semantic_context_v1
Ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi.,SAFE,ADULT,uz,semantic_context_v1
o'sha tortishuvli domla haqidagi yangi talqinni o'qib chiqdingizmi...,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Hi, they are talking about escort services in the main chat!",SUSPICIOUS,ADULT,en,semantic_context_v1
"Hi, have you read the news about the new state casino regulations. tbh",SAFE,GAMBLING,en,semantic_context_v1
DIQQAT: biz muqaddas urush uchun askarlarni jalb qilmoqdamiz. yashirin guruhimizga qo'shiling http://scam.uz?,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Salom, senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar [havola]...",DANGEROUS,ADULT,uz,semantic_context_v1
Ogohlantirish: guruhga yuborgan kattalar uchun mo'ljallangan kontentni ko'rdingizmi !,SUSPICIOUS,ADULT,uz,semantic_context_v1
who distributed those strange pamphlets near the mosque today?,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
Inqilobni qo'llab-quvvatlash uchun ushbu hamyonga pul yuboring http://scam.uz!,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Tezkor savdolar uchun yangi platforma topdim... dm,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Я посещаю исламские занятия, чтобы лучше изучать Коран брат",SAFE,EXTREMISM,ru,semantic_context_v1
"Hurmatli mijoz, bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing bit.ly/uzb_link !  brat",DANGEROUS,ADULT,uz,semantic_context_v1
Ты видел тот пост об удвоении крипты за неделю?,SUSPICIOUS,GAMBLING,ru,semantic_context_v1
Срочно: нам нужно обсудить встречу группы фондового рынка сегодня. брат,SAFE,GAMBLING,ru,semantic_context_v1
"Assalomu alaykum, dinimiz o'rgatganidek, sabr va ruxsozni ko'paytirishimiz kerak? yozvor",SAFE,EXTREMISM,uz,semantic_context_v1
"поддержите революцию, отправив анонимные пожертвования на этот кошелек http://zarabotok.ru...",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"URGENT - brothers, the time to fight and take action against the infidels is now! rise up http://crypto-double.com.",DANGEROUS,EXTREMISM,en,semantic_context_v1
Срочно: почему это приватное фото распространяется здесь! бро,SUSPICIOUS,ADULT,ru,semantic_context_v1
"Salom, o'yin xatosi topildi! har safar yutish uchun ushbu strategiyani qo'llang http://kripto-foyda.uz? dm",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Поддержите революцию, отправив анонимные пожертвования на этот кошелек t.me/super_vzlom?",DANGEROUS,EXTREMISM,ru,semantic_context_v1
Bir haftada kriptoni ikki baravar ko'paytirish haqidagi postni ko'rdingizmi,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"ВНИМАНИЕ: этот канал делится идеями, которые противоречат нашим текущим законам !",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
"Смотри слитое видео сейчас, пока его не удалили bit.ly/rus_skam...",DANGEROUS,ADULT,ru,semantic_context_v1
diniy jamoa yetimlar uchun xayriya tadbirini uyushtirmoqda !,SAFE,EXTREMISM,uz,semantic_context_v1
"ВНИМАНИЕ: узнайте, как создать самодельную взрывчатку, чтобы защитить нашу веру от врагов http://zarabotok.ru.",DANGEROUS,EXTREMISM,ru,semantic_context_v1
Видео для взрослых без цензуры и бесплатные голые фото http://zarabotok.ru,DANGEROUS,ADULT,ru,semantic_context_v1
I found a new platform for fast trades.,SUSPICIOUS,GAMBLING,en,semantic_context_v1
DIQQAT: senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar http://kripto-foyda.uz. dm,DANGEROUS,ADULT,uz,semantic_context_v1
Зарабатывайте деньги и станьте богатым мгновенно с нашим крипто-ботом [ссылка]!!,DANGEROUS,GAMBLING,ru,semantic_context_v1
Срочно: нам нужно обсудить встречу группы фондового рынка сегодня.,SAFE,GAMBLING,ru,semantic_context_v1
"Salom, o'sha tortishuvli domla haqidagi yangi talqinni o'qib chiqdingizmi !  yozvor",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
URGENT: why is this private photo circulating here!,SUSPICIOUS,ADULT,en,semantic_context_v1
DIQQAT: ular asosiy chatda eskort xizmatlari haqida gaplashishmoqda...,SUSPICIOUS,ADULT,uz,semantic_context_v1
ВНИМАНИЕ: местная футбольная команда выиграла сегодняшний матч,SAFE,GAMBLING,ru,semantic_context_v1
I think the group is becoming too radical with their beliefs.,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
[ALERT] i found a new platform for fast trades.,SUSPICIOUS,GAMBLING,en,semantic_context_v1
"Срочно: я посещаю исламские занятия, чтобы лучше изучать коран!",SAFE,EXTREMISM,ru,semantic_context_v1
"Уважаемый клиент, мы немного поспорили на шахматном турнире, но это было просто ради интереса.",SAFE,GAMBLING,ru,semantic_context_v1
[ALERT] we are recruiting soldiers for the holy war. join our secret channel bit.ly/123!,DANGEROUS,EXTREMISM,en,semantic_context_v1
DIQQAT: qur'onni yaxshiroq o'rganish uchun islomiy darslarga qatnashyapman,SAFE,EXTREMISM,uz,semantic_context_v1
"Hey mate, they are talking about escort services in the main chat!!",SUSPICIOUS,ADULT,en,semantic_context_v1
I am attending Islamic classes to study the Quran better !  tbh,SAFE,EXTREMISM,en,semantic_context_v1
"Hello, 100% guaranteed profit on the next match. buy vip signals here [link]...",DANGEROUS,GAMBLING,en,semantic_context_v1
"Mening fikrimcha, guruh o'z e'tiqodlarida juda radikallashib bormoqda! dm",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Уважаемый клиент, детей следует оградить от неприемлемых материалов в интернете!",SAFE,ADULT,ru,semantic_context_v1
urgent - someone told me there's a loophole to earn money fast !,SUSPICIOUS,GAMBLING,en,semantic_context_v1
"Hurmatli mijoz, kimdir pulni tez ishlashning siri borligini aytdi!",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"yo, we had a small group wager on the chess tournament but it was just for fun... asap!",SAFE,GAMBLING,en,semantic_context_v1
"Dear user, earn money and become rich immediately with our crypto trading bot [link]!",DANGEROUS,GAMBLING,en,semantic_context_v1
"hey mate, have you read the new interpretation posted by that controversial scholar",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
meet local girls tonight for private escort services http://scam.uz!!,DANGEROUS,ADULT,en,semantic_context_v1
"Hi, investing in the long-term stock portfolio is a safe bet for retirement!!",SAFE,GAMBLING,en,semantic_context_v1
Ushbu kanal hozirgi qonunlarimizga zid g'oyalarni tarqatmoqda!! tezroq,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
may god grant peace and blessings to you and your family!!,SAFE,EXTREMISM,en,semantic_context_v1
[alert] join the hidden vip channel for exclusive 18+ leaked content tonight [link]?,DANGEROUS,ADULT,en,semantic_context_v1
"Hey mate, betting glitch found! use this strategy to win every time http://scam.uz...",DANGEROUS,GAMBLING,en,semantic_context_v1
"Hurmatli mijoz, 1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas http://kripto-foyda.uz!!",DANGEROUS,GAMBLING,uz,semantic_context_v1
Notice: who distributed those strange pamphlets near the mosque today !,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"Qalay, keyingi o'yinga 100% kafolatlangan yutuq. vip signallarni bu yerdan sotib oling: bit.ly/uzb_link...",DANGEROUS,GAMBLING,uz,semantic_context_v1
"ogohlantirish: shaxmat o'yinida biroz garov bog'ladik, lekin bu shunchaki o'yin edi",SAFE,GAMBLING,uz,semantic_context_v1
"здарова, мы вербуем солдат для священной войны. присоединяйся к нашему тайному каналу t.me/super_vzlom!!",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"привет, нам нужно запланировать занятие по половому воспитанию для класса биологии",SAFE,ADULT,ru,semantic_context_v1
"Salom, inqilobni qo'llab-quvvatlash uchun ushbu hamyonga pul yuboring http://scam.uz",DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Присоединяйтесь к скрытому VIP-каналу, чтобы получить эксклюзивный слитый контент 18+ сегодня ночью http://scam.ru! срочно",DANGEROUS,ADULT,ru,semantic_context_v1
bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing t.me/yopiq_guruh...,DANGEROUS,ADULT,uz,semantic_context_v1
URGENT - have you read the new interpretation posted by that controversial scholar.,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
Biz muqaddas urush uchun askarlarni jalb qilmoqdamiz. Yashirin guruhimizga qo'shiling [havola]!,DANGEROUS,EXTREMISM,uz,semantic_context_v1
[ALERT] did you see that post about doubling crypto in a week ngl,SUSPICIOUS,GAMBLING,en,semantic_context_v1
"Hi, are you interested in a new group for making extra cash...",SUSPICIOUS,GAMBLING,en,semantic_context_v1
Tezkor savdolar uchun yangi platforma topdim!!,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing bit.ly/uzb_link !,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Support the revolution by sending anonymous donations to this wallet t.me/fake_channel...,DANGEROUS,EXTREMISM,en,semantic_context_v1
[ALERT] they deserve violence for what they have done. it is time for jihad,DANGEROUS,EXTREMISM,en,semantic_context_v1
URGENT: have you read the news about the new state casino regulations !,SAFE,GAMBLING,en,semantic_context_v1
"Hurmatli mijoz, mening fikrimcha, guruh o'z e'tiqodlarida juda radikallashib bormoqda!!",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Нам нужно обсудить встречу группы фондового рынка сегодня!! бро,SAFE,GAMBLING,ru,semantic_context_v1
Investing in the long-term stock portfolio is a safe bet for retirement? dm me,SAFE,GAMBLING,en,semantic_context_v1
"Hurmatli mijoz, tezkor savdolar uchun yangi platforma topdim! yozvor",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Salom, ular asosiy chatda eskort xizmatlari haqida gaplashishmoqda. dm",SUSPICIOUS,ADULT,uz,semantic_context_v1
"Здарова, скачивайте полные порно видео без регистрации, нажмите здесь http://zarabotok.ru!",DANGEROUS,ADULT,ru,semantic_context_v1
"Мы немного поспорили на шахматном турнире, но это было просто ради интереса! пжл",SAFE,GAMBLING,ru,semantic_context_v1
"Muhim: birodarlar, kofirlarga qarshi kurashish va harakat qilish vaqti keldi! qo'zg'alish kerak",DANGEROUS,EXTREMISM,uz,semantic_context_v1
Ogohlantirish: o'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring bit.ly/uzb_link!,DANGEROUS,ADULT,uz,semantic_context_v1
muhim: tezkor savdolar uchun yangi platforma topdim...,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Bir haftada kriptoni ikki baravar ko'paytirish haqidagi postni ko'rdingizmi !,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"salom, juma namozi inshaalloh soat 13:00 da markaziy masjidda o'qiladi.",SAFE,EXTREMISM,uz,semantic_context_v1
"Здарова, вам интересна новая группа для дополнительного заработка?",SUSPICIOUS,GAMBLING,ru,semantic_context_v1
"Brothers, the time to fight and take action against the infidels is now! Rise up",DANGEROUS,EXTREMISM,en,semantic_context_v1
"Забери свой бонус казино на 1000 долларов сейчас, это не скам http://scam.ru?",DANGEROUS,GAMBLING,ru,semantic_context_v1
"Qalay, ular asosiy chatda eskort xizmatlari haqida gaplashishmoqda. brat",SUSPICIOUS,ADULT,uz,semantic_context_v1
"Salom, 1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas t.me/yopiq_guruh?",DANGEROUS,GAMBLING,uz,semantic_context_v1
Aksiya bozorida sarmoya kiritish uzoq muddatli foyda keltiradi !,SAFE,GAMBLING,uz,semantic_context_v1
"Qalay, o'yin xatosi topildi! har safar yutish uchun ushbu strategiyani qo'llang bit.ly/uzb_link! dm",DANGEROUS,GAMBLING,uz,semantic_context_v1
Guruhga yuborgan kattalar uchun mo'ljallangan kontentni ko'rdingizmi...,SUSPICIOUS,ADULT,uz,semantic_context_v1
"Здарова, почему это приватное фото распространяется здесь",SUSPICIOUS,ADULT,ru,semantic_context_v1
"Mening fikrimcha, guruh o'z e'tiqodlarida juda radikallashib bormoqda!!",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Qalay, bugun moliya bozori haqida guruh uchrashuvimiz bor",SAFE,GAMBLING,uz,semantic_context_v1
"guaranteed 100 percent payout today! invest $50, get $500 in 2 hours via t.me/fake_channel",DANGEROUS,GAMBLING,en,semantic_context_v1
"Qalay, yangi davlat qoidalari haqidagi yangiliklarni eshitdingizmi !",SAFE,GAMBLING,uz,semantic_context_v1
Uncensored adult videos and free nude pictures [link]?,DANGEROUS,ADULT,en,semantic_context_v1
"Hey mate, claim your $1000 casino bonus now, this is not a scam t.me/fake_channel... ngl",DANGEROUS,GAMBLING,en,semantic_context_v1
Support the revolution by sending anonymous donations to this wallet http://crypto-double.com!!,DANGEROUS,EXTREMISM,en,semantic_context_v1
[ALERT] this documentary discusses adult themes and historical context !,SAFE,ADULT,en,semantic_context_v1
"Hello, they are talking about escort services in the main chat?",SUSPICIOUS,ADULT,en,semantic_context_v1
"Уважаемый клиент, этот канал делится идеями, которые противоречат нашим текущим законам.",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
"Здравствуйте, забери свой бонус казино на 1000 долларов сейчас, это не скам http://zarabotok.ru!!",DANGEROUS,GAMBLING,ru,semantic_context_v1
tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi,SAFE,ADULT,uz,semantic_context_v1
o'yin xatosi topildi! har safar yutish uchun ushbu strategiyani qo'llang http://kripto-foyda.uz !,DANGEROUS,GAMBLING,uz,semantic_context_v1
Ogohlantirish: bugun moliya bozori haqida guruh uchrashuvimiz bor.,SAFE,GAMBLING,uz,semantic_context_v1
100% гарантированная прибыль на следующий матч. Купить VIP сигналы здесь t.me/super_vzlom !,DANGEROUS,GAMBLING,ru,semantic_context_v1
"Hurmatli mijoz, ba'zilar jamiyatni tozalash uchun qattiq choralar ko'rish zarur deb biladi?",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Muhim: biz muqaddas urush uchun askarlarni jalb qilmoqdamiz. yashirin guruhimizga qo'shiling http://scam.uz.,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Видео для взрослых без цензуры и бесплатные голые фото http://scam.ru !,DANGEROUS,ADULT,ru,semantic_context_v1
"Скачивайте полные порно видео без регистрации, нажмите здесь bit.ly/rus_skam",DANGEROUS,ADULT,ru,semantic_context_v1
"Dear user, we had a small group wager on the chess tournament but it was just for fun !",SAFE,GAMBLING,en,semantic_context_v1
"Dinimiz o'rgatganidek, sabr va ruxsozni ko'paytirishimiz kerak?",SAFE,EXTREMISM,uz,semantic_context_v1
Kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish bit.ly/uzb_link!,DANGEROUS,GAMBLING,uz,semantic_context_v1
Tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi,SAFE,ADULT,uz,semantic_context_v1
"mening fikrimcha, guruh o'z e'tiqodlarida juda radikallashib bormoqda",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish t.me/yopiq_guruh!,DANGEROUS,GAMBLING,uz,semantic_context_v1
mahalliy futbol jamoasi kechagi o'yinda yutib chiqdi. brat,SAFE,GAMBLING,uz,semantic_context_v1
Видео для взрослых без цензуры и бесплатные голые фото [ссылка]...,DANGEROUS,ADULT,ru,semantic_context_v1
They are talking about escort services in the main chat,SUSPICIOUS,ADULT,en,semantic_context_v1
Bugun moliya bozori haqida guruh uchrashuvimiz bor?,SAFE,GAMBLING,uz,semantic_context_v1
"Срочно: братья, время бороться и действовать против неверных пришло! восстаньте !",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"Dear user, children should be protected from inappropriate internet material",SAFE,ADULT,en,semantic_context_v1
I was surprised by the explicit topics they discussed today! tbh,SUSPICIOUS,ADULT,en,semantic_context_v1
100% guaranteed profit on the next match. Buy VIP signals here http://scam.uz,DANGEROUS,GAMBLING,en,semantic_context_v1
"Здарова, найден баг в ставках! используй эту стратегию, чтобы выигрывать каждый раз bit.ly/rus_skam? в лс",DANGEROUS,GAMBLING,ru,semantic_context_v1
DIQQAT: dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing bit.ly/uzb_link?,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Yo, who distributed those strange pamphlets near the mosque today...",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"hello, have you read the news about the new state casino regulations!!",SAFE,GAMBLING,en,semantic_context_v1
"Qalay, senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar http://kripto-foyda.uz! dm",DANGEROUS,ADULT,uz,semantic_context_v1
"Ro'yxatdan o'tmasdan to'liq porno videolarni yuklab oling, bu yerni bosing [havola]...",DANGEROUS,ADULT,uz,semantic_context_v1
Мой врач прописал лекарство для решения проблемы репродуктивного здоровья.,SAFE,ADULT,ru,semantic_context_v1
Ogohlantirish: o'sha tortishuvli domla haqidagi yangi talqinni o'qib chiqdingizmi,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Biz muqaddas urush uchun askarlarni jalb qilmoqdamiz. Yashirin guruhimizga qo'shiling http://kripto-foyda.uz!!,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Qalay, juma namozi inshaalloh soat 13:00 da markaziy masjidda o'qiladi! brat",SAFE,EXTREMISM,uz,semantic_context_v1
DIQQAT: kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish bit.ly/uzb_link...,DANGEROUS,GAMBLING,uz,semantic_context_v1
Senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar bit.ly/uzb_link,DANGEROUS,ADULT,uz,semantic_context_v1
URGENT - the local football team won the match today against the rivals?,SAFE,GAMBLING,en,semantic_context_v1
Notice: betting glitch found! use this strategy to win every time bit.ly/123 !,DANGEROUS,GAMBLING,en,semantic_context_v1
We must practice patience and kindness as our religion teaches us!,SAFE,EXTREMISM,en,semantic_context_v1
"hurmatli mijoz, o'sha tortishuvli domla haqidagi yangi talqinni o'qib chiqdingizmi",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Hey mate, investing in the long-term stock portfolio is a safe bet for retirement",SAFE,GAMBLING,en,semantic_context_v1
[ALERT] who distributed those strange pamphlets near the mosque today...,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
Tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi! brat,SAFE,ADULT,uz,semantic_context_v1
Biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak,SAFE,ADULT,uz,semantic_context_v1
"1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas t.me/yopiq_guruh !",DANGEROUS,GAMBLING,uz,semantic_context_v1
"ВНИМАНИЕ: ты видел контент для взрослых, который они прислали в группу",SUSPICIOUS,ADULT,ru,semantic_context_v1
URGENT: the local football team won the match today against the rivals.,SAFE,GAMBLING,en,semantic_context_v1
"Assalomu alaykum, senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar http://scam.uz !",DANGEROUS,ADULT,uz,semantic_context_v1
Watch the leaked private tape now before it gets deleted [link].,DANGEROUS,ADULT,en,semantic_context_v1
Have you read the news about the new state casino regulations,SAFE,GAMBLING,en,semantic_context_v1
"Assalomu alaykum, inqilobni qo'llab-quvvatlash uchun ushbu hamyonga pul yuboring t.me/yopiq_guruh",DANGEROUS,EXTREMISM,uz,semantic_context_v1
"qalay, shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi !",SAFE,ADULT,uz,semantic_context_v1
Bugun moliya bozori haqida guruh uchrashuvimiz bor yozvor,SAFE,GAMBLING,uz,semantic_context_v1
DIQQAT: bugun masjid yaqinida o'sha g'alati kitobchalarni kim tarqatdi !,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Срочно: присоединяйтесь к скрытому vip-каналу, чтобы получить эксклюзивный слитый контент 18+ сегодня ночью [ссылка].",DANGEROUS,ADULT,ru,semantic_context_v1
"Assalomu alaykum, shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi",SAFE,ADULT,uz,semantic_context_v1
Support the revolution by sending anonymous donations to this wallet t.me/fake_channel !  asap!,DANGEROUS,EXTREMISM,en,semantic_context_v1
Детей следует оградить от неприемлемых материалов в Интернете?,SAFE,ADULT,ru,semantic_context_v1
"Salom, bugun masjid yaqinida o'sha g'alati kitobchalarni kim tarqatdi",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Qalay, 1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas http://scam.uz...",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Срочно: присоединяйтесь к скрытому vip-каналу, чтобы получить эксклюзивный слитый контент 18+ сегодня ночью http://zarabotok.ru!",DANGEROUS,ADULT,ru,semantic_context_v1
Betting glitch found! Use this strategy to win every time http://crypto-double.com.,DANGEROUS,GAMBLING,en,semantic_context_v1
"Ogohlantirish: dinimiz o'rgatganidek, sabr va ruxsozni ko'paytirishimiz kerak... brat",SAFE,EXTREMISM,uz,semantic_context_v1
"dear user, have you read the new interpretation posted by that controversial scholar",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
Learn how to build homemade explosives to defend our faith from the enemies http://scam.uz...,DANGEROUS,EXTREMISM,en,semantic_context_v1
Они обсуждают эскорт-услуги в главном чате. в лс,SUSPICIOUS,ADULT,ru,semantic_context_v1
"hurmatli mijoz, aksiya bozorida sarmoya kiritish uzoq muddatli foyda keltiradi...",SAFE,GAMBLING,uz,semantic_context_v1
