text,language,source_dataset,original_label,normalized_text
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",en,spam.csv,spam,"cmon babe, make me horny, *turn* me on! txt me your fantasy now babe -) im hot, sticky and need you now. all replies cost å£1.50. 2 cancel send stop"
C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,en,spam.csv,ham,c movie is juz last minute decision mah. juz watch 2 lar but i tot ì_ not interested.
Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,en,spam.csv,ham,or i go home first lar ì_ wait 4 me lor.. i put down my stuff first..
Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,en,spam.csv,ham,ard 530 like dat lor. we juz meet in mrt station then ì_ dun haf to come out.
"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",en,spam.csv,ham,"\the world suffers a lot... not because of the violence of bad people. but because of the silence of good people!\"""
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,en,spam.csv,spam,block breaker now comes in deluxe format with new features and great graphics from t-mobile. buy for just å£5 by replying get bbdeluxe and take the challenge
Y bishan lei... I tot Ì_ say lavender? ,en,spam.csv,ham,y bishan lei... i tot ì_ say lavender?
ÌÏ all write or wat..,en,spam.csv,ham,ìï all write or wat..
ÌÏ bot notes oredi... Cos i juz rem i got...,en,spam.csv,ham,ìï bot notes oredi... cos i juz rem i got...
ÌÏ only send me the contents page...,en,spam.csv,ham,ìï only send me the contents page...
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",en,spam.csv,spam,"ur balance is now å£600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!"
Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,en,spam.csv,spam,ur tonexs subscription has been renewed and you have been charged å£4.50. you can choose 10 more polys this month. www.clubzed.co.uk *billing msg*
Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,en,spam.csv,ham,done it but internet connection v slow and canû÷t send it. will try again later or first thing tomo.
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",en,spam.csv,spam,"for your chance to win a free bluetooth headset then simply reply back with \adp\"""""
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,en,spam.csv,ham,how have your little darlings been so far this week? need a coffee run tomo?can't believe it's that time of week already û_
Still at west coast... Haiz... ÌÏ'll take forever to come back...,en,spam.csv,ham,still at west coast... haiz... ìï'll take forever to come back...
"2 celebrate my båÕday, y else?",en,spam.csv,ham,"2 celebrate my båõday, y else?"
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",en,spam.csv,ham,"and that is the problem. you walk around in \julianaland\"" oblivious to what is going on around you. i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. it's not that you don't know why i'm upset--it's that you don't listen when i tell you what is going to upset me. then you want to be surprised when i'm mad."""
"If you want to mapquest it or something look up \usf dogwood drive\""",en,spam.csv,ham,"if you want to mapquest it or something look up \usf dogwood drive\"""
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",en,spam.csv,spam,"welcome to uk-mobile-date this msg is free giving you free calling to 08719839835. future mgs billed at 150p daily. to cancel send \go stop\"" to 89123"""
"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",en,spam.csv,spam,"latest nokia mobile or ipod mp3 player +å£400 proze guaranteed! reply with: win to 83355 now! norcorp ltd.å£1,50/mtmsgrcvd18+"
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?,en,spam.csv,ham,he neva grumble but i sad lor... hee... buy tmr lor aft lunch. but we still meetin 4 lunch tmr a not. neva hear fr them lei. ìï got a lot of work ar?
ÌÏ takin linear algebra today?,en,spam.csv,ham,ìï takin linear algebra today?
I've sent Ì_ my part..,en,spam.csv,ham,i've sent ì_ my part..
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",en,spam.csv,spam,"i want some cock! my hubby's away, i need a real man 2 satisfy me. txt wife to 89938 for no strings action. (txt stop 2 end, txt rec å£1.50ea. otbox 731 la1 7ws. )"
Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,en,spam.csv,ham,never y lei... i v lazy... got wat? dat day ì_ send me da url cant work one...
Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,en,spam.csv,ham,hey mate. spoke to the mag people. weû÷re on. the is deliver by the end of the month. deliver on the 24th sept. talk later.
\CHA QUITEAMUZING THATåÕSCOOL BABE,en,spam.csv,ham,\cha quiteamuzing thatåõscool babe
Not directly behind... Abt 4 rows behind Ì_...,en,spam.csv,ham,not directly behind... abt 4 rows behind ì_...
Wat time Ì_ finish?,en,spam.csv,ham,wat time ì_ finish?
ÌÏ called dad oredi...,en,spam.csv,ham,ìï called dad oredi...
Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,en,spam.csv,spam,todays voda numbers ending with 7634 are selected to receive a å£350 reward. if you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
How come i din c Ì_... Yup i cut my hair...,en,spam.csv,ham,how come i din c ì_... yup i cut my hair...
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",en,spam.csv,ham,"finally it has happened..! aftr decades..! beer is now cheaper than petrol! the goverment expects us to \drink\"". . . but don't \""drive \"""""
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,en,spam.csv,spam,a å£400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. just call 09066380611
"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",en,spam.csv,ham,"when i was born, god said, \oh no! another idiot\"". when you were born"
I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,en,spam.csv,ham,i forgot 2 ask ì_ all smth.. there's a card on da present lei... how? ìï all want 2 write smth or sign on it?
ÌÏ ready then call me...,en,spam.csv,ham,ìï ready then call me...
"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",en,spam.csv,spam,"urgent! your mobile no 07808726822 was awarded a å£2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9758 box95qu"
"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",en,spam.csv,ham,"okey dokey, iû÷ll be over in a bit just sorting some stuff out."
Big brotherÛ÷s really scraped the barrel with this shower of social misfits,en,spam.csv,ham,big brotherû÷s really scraped the barrel with this shower of social misfits
Oops i thk i dun haf enuff... I go check then tell Ì_..,en,spam.csv,ham,oops i thk i dun haf enuff... i go check then tell ì_..
Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,en,spam.csv,ham,forgot to tell ì_ smth.. can ì_ like number the sections so that it's clearer..
Wat time r Ì_ going to xin's hostel?,en,spam.csv,ham,wat time r ì_ going to xin's hostel?
"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",en,spam.csv,ham,"i keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and i'm all \""oh\"""""
It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),en,spam.csv,ham,it's ì© only $140 ard...ìä rest all ard $180 at least...which is ì© price 4 ì© 2 bedrm ($900)
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",en,spam.csv,spam,"urgent -call 09066649731from landline. your complimentary 4* ibiza holiday or å£10,000 cash await collection sae t&cs po box 434 sk3 8wp 150ppm 18+"
ÌÏ thk of wat to eat tonight.,en,spam.csv,ham,ìï thk of wat to eat tonight.
"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",en,spam.csv,ham,"er, hello, things didnû÷t quite go to plan ûò is limping slowly home followed by aa and with exhaust hanging off"
ÌÏ no home work to do meh... ,en,spam.csv,ham,ìï no home work to do meh...
"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",en,spam.csv,ham,"the word \checkmate\"" in chess comes from the persian phrase \""shah maat\"" which means; \""the king is dead..\"" goodmorning.. have a good day..:)"""
"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",en,spam.csv,ham,"\response\"" is one of d powerful weapon 2 occupy a place in others 'heart'... so"
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",en,spam.csv,ham,"oh! shit, i thought that was your trip! loooooool ... that just makes so much more sense now ... *grins* and the sofa reference was ... the \sleep on a couch\"" link you sent me ... wasn't that how you went on your trip ? oh ... and didn't your babe go with you for that celebration with your rents?"""
Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,en,spam.csv,ham,hi dis is yijue i would be happy to work wif ì_ all for gek1510...
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",en,spam.csv,spam,"ou are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a å£500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18"
"\I;m reaching in another 2 stops.\""""",en,spam.csv,ham,"\i;m reaching in another 2 stops.\"""""
Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,en,spam.csv,ham,just hopeing that wasnû÷t too pissed up to remember and has gone off to his sisters or something!
ÌÏ go home liao? Ask dad to pick me up at 6...,en,spam.csv,ham,ìï go home liao? ask dad to pick me up at 6...
You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,en,spam.csv,spam,you can donate å£2.50 to unicef's asian tsunami disaster support fund by texting donate to 864233. å£2.50 will be added to your next bill
Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,en,spam.csv,spam,phony å£350 award - todays voda numbers ending xxxx are selected to receive a å£350 award. if you have a match please call 08712300220 quoting claim code 3100 standard rates app
"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",en,spam.csv,ham,"we made it! eta at taunton is 12:30 as planned, hope thatû÷s still okday?! good to see you! :-xx"
\HEY KATE,en,spam.csv,ham,\hey kate
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,en,spam.csv,spam,you have won a guaranteed å£1000 cash or a å£2000 prize. to claim yr prize call our customer service representative on 08714712412 between 10am-7pm cost 10p
83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,en,spam.csv,spam,83039 62735=å£450 uk break accommodationvouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541
WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,en,spam.csv,spam,win a å£200 shopping spree every week starting now. 2 play text store to 88039. skilgme. tscs08714740323 1winawk! age16 å£1.50perweeksub.
\Keep ur problems in ur heart,en,spam.csv,ham,\keep ur problems in ur heart
"Yeah, give me a call if you've got a minute",en,spam.csv,ham,"yeah, give me a call if you've got a minute"
\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,en,spam.csv,ham,\hi babe uawake?feellikw shit.justfound out via aletter thatmum gotmarried 4thnov.behind ourbacks åð fuckinnice!selfish
Aiya we discuss later lar... Pick Ì_ up at 4 is it?,en,spam.csv,ham,aiya we discuss later lar... pick ì_ up at 4 is it?
"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",en,spam.csv,ham,"\not enufcredeit tocall.shall ileave uni at 6 +get a bus to yor house?\"""""
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",en,spam.csv,spam,"you ve won! your 4* costa del sol holiday or å£5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, costå£1.50/pm, max10mins"
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,en,spam.csv,spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth å£33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk
ÌÏ still got lessons?  ÌÏ in sch?,en,spam.csv,ham,ìï still got lessons? ìï in sch?
"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",en,spam.csv,ham,"iû÷ve got some salt, you can rub it in my open wounds if you like!"
I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,en,spam.csv,ham,i'm in school now n i'll be in da lab doing some stuff give me a call when ì_ r done.
I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,en,spam.csv,ham,i like cheap! but iû÷m happy to splash out on the wine if it makes you feel better..
Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,en,spam.csv,spam,urgent! please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. t &cs sae po box 177 m227xy. 16+
Anything lar then Ì_ not going home 4 dinner?,en,spam.csv,ham,anything lar then ì_ not going home 4 dinner?
\ER,en,spam.csv,ham,\er
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,en,spam.csv,spam,urgent! your mobile number has been awarded with a å£2000 prize guaranteed. call 09061790126 from land line. claim 3030. valid 12hrs only 150ppm
Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,en,spam.csv,spam,urgent! please call 09061213237 from landline. å£5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae po box 177. m227xy. 150ppm. 16+
XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,en,spam.csv,spam,xmas iscoming & ur awarded either å£500 cd gift vouchers & free entry 2 r å£100 weekly draw txt music to 87066 tnc www.ldew.com1win150ppmx3age16subscription
"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",en,spam.csv,ham,"\hi missed your call and my mumhas beendropping red wine all over theplace! what is your adress?\"""""
Wat Ì_ doing now?,en,spam.csv,ham,wat ì_ doing now?
Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,en,spam.csv,ham,guai... ìï shd haf seen him when he's naughty... ìï so free today? can go jogging...
Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,en,spam.csv,ham,aiyo cos i sms ì_ then ì_ neva reply so i wait 4 ì_ to reply lar. i tot ì_ havent finish ur lab wat.
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",en,spam.csv,spam,"free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800, psp or å£250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022"
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,en,spam.csv,ham,how are you babes. hope your doing ok. i had a shit nights sleep. i fell asleep at 5.iåõm knackered and iåõm dreading work tonight. what are thou upto tonight. x
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,en,spam.csv,ham,hard but true: how much you show &amp; express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´ó_??û¬ud evening...
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,en,spam.csv,ham,yup he msg me: is tat yijue? then i tot it's my group mate cos we meeting today mah... i'm askin if ì_ leaving earlier or wat mah cos mayb ì_ haf to walk v far...
"\What are youdoing later? Sar xxx\""""",en,spam.csv,ham,"\what are youdoing later? sar xxx\"""""
"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",en,spam.csv,spam,"\for the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway,en,spam.csv,ham,shall i bring us a bottle of wine to keep us amused? only joking! iû÷ll bring one anyway
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,en,spam.csv,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåác c ringtoneåá
"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",en,spam.csv,spam,"urgent! last weekend's draw shows that you have won å£1000 cash or a spanish holiday! call now 09050000332 to claim. t&c: rstm, sw7 3ss. 150ppm"
Ok lor Ì_ reaching then message me.,en,spam.csv,ham,ok lor ì_ reaching then message me.
"ItÛ÷s reassuring, in this crazy world.",en,spam.csv,ham,"itû÷s reassuring, in this crazy world."
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,en,spam.csv,spam,asked 3mobile if 0870 chatlines inclu in free mins. india cust servs sed yes. l8er got mega bill. 3 dont giv a shit. bailiff due in days. i o å£250 3 want å£800
Will Ì_ b going to esplanade fr home?,en,spam.csv,ham,will ì_ b going to esplanade fr home?
Akkauntingiz bloklanish arafasida,en,sms_uz.csv,scam,akkauntingiz bloklanish arafasida
Chegirma yutib oldingiz. Hoziroq foydalaning,en,sms_uz.csv,scam,chegirma yutib oldingiz. hoziroq foydalaning
Kartangizdan shubhali operatsiya amalga oshirildi,en,sms_uz.csv,scam,kartangizdan shubhali operatsiya amalga oshirildi
Bank yangilanishi. Hisobni tasdiqlang,en,sms_uz.csv,scam,bank yangilanishi. hisobni tasdiqlang
Akkaunt tekshiruvi talab qilinadi,en,sms_uz.csv,scam,akkaunt tekshiruvi talab qilinadi
Uyga non olib kel,en,sms_uz.csv,ham,uyga non olib kel
"Kechirasan, biroz kechikaman",en,sms_uz.csv,ham,"kechirasan, biroz kechikaman"
Ishdan keyin gaplashamiz,en,sms_uz.csv,ham,ishdan keyin gaplashamiz
Qayerdasan,en,telegram_ham_samples.csv,ham,qayerdasan
Seni kutib turibman,en,telegram_ham_samples.csv,ham,seni kutib turibman
Tezroq kela qol,en,telegram_ham_samples.csv,ham,tezroq kela qol
Xayrli tong,en,telegram_ham_samples.csv,ham,xayrli tong
Sizni tushunmadim,en,telegram_ham_samples.csv,ham,sizni tushunmadim
Telefonga javob ber,en,telegram_ham_samples.csv,ham,telefonga javob ber
Tuzikmisiz?,en,telegram_ham_samples.csv,ham,tuzikmisiz?
Manzilni tashlab yuborgin,en,telegram_ham_samples.csv,ham,manzilni tashlab yuborgin
Tinchlikmi orqadan qaytaman,en,telegram_ham_samples.csv,ham,tinchlikmi orqadan qaytaman
"🔥🅰️🔥🅰️🅱️🔥🔥🔥🔥
🔥  🔥🔥🔥🔥🔥🔥🔥
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥

⏺💫💫💫💫💫💫

⏺💫💫💫💫💸
       💫  💫💫💫💫

⏺💫🔸💫 💫💫💫💫
        💫  💫💫💫💫

❗️❗️  ❗️❗️  ❗️❗️❗️

🐉🌾🪴🌾 👉 @USERNAME_REDACTED",en,telegram_spam_cleaned.csv,spam,🔥🅰️🔥🅰️🅱️🔥🔥🔥🔥 🔥 🔥🔥🔥🔥🔥🔥🔥 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 ⏺💫💫💫💫💫💫 ⏺💫💫💫💫💸 💫 💫💫💫💫 ⏺💫🔸💫 💫💫💫💫 💫 💫💫💫💫 ❗️❗️ ❗️❗️ ❗️❗️❗️ 🐉🌾🪴🌾 👉 @username_redacted
"he⁢a⁢rd ⁢the⁢y w⁢ere ⁢gi⁢vi⁢ng o⁢ut N⁢⁢F⁢⁢⁢T⁢s⁢ f⁢o⁢r⁢ f⁢r⁢⁢e⁢e, s⁢⁢o ⁢I g⁢o⁢t o⁢ne too https://grokis.world/",en,telegram_spam_cleaned.csv,spam,"he⁢a⁢rd ⁢the⁢y w⁢ere ⁢gi⁢vi⁢ng o⁢ut n⁢⁢f⁢⁢⁢t⁢s⁢ f⁢o⁢r⁢ f⁢r⁢⁢e⁢e, s⁢⁢o ⁢i g⁢o⁢t o⁢ne too https://grokis.world/"
⁢⁢지⁢⁢금⁢ ⁢무⁢료⁢⁢ ⁢코⁢⁢인⁢⁢ ⁢받⁢⁢아⁢⁢가⁢⁢요⁢⁢ https://mlef.world/,en,telegram_spam_cleaned.csv,spam,⁢⁢지⁢⁢금⁢ ⁢무⁢료⁢⁢ ⁢코⁢⁢인⁢⁢ ⁢받⁢⁢아⁢⁢가⁢⁢요⁢⁢ https://mlef.world/
⁢f⁢r⁢e⁢e⁢ ⁢N⁢F⁢T⁢ ⁢d⁢o⁢n⁢t⁢ ⁢s⁢l⁢e⁢e⁢p⁢ ⁢⁢d⁢e⁢g⁢e⁢n⁢⁢s⁢  https://belfy.world/,en,telegram_spam_cleaned.csv,spam,⁢f⁢r⁢e⁢e⁢ ⁢n⁢f⁢t⁢ ⁢d⁢o⁢n⁢t⁢ ⁢s⁢l⁢e⁢e⁢p⁢ ⁢⁢d⁢e⁢g⁢e⁢n⁢⁢s⁢ https://belfy.world/
"⭐USA_To_USA wire Accounts Available⭐
⭐INTERNATIONAL wire Accounts Available_⭐
⭐cashier check ⭐
⭐USA cash/Gold pickup⭐
⭐Works with all Zip：⭐
⭐(00-09/10-19/20-29/30-39/40-49/50-59/60-69/70-79/80-89/90-99)⭐
⭐Cash Package Cash 2k+⭐
⭐Massive acquisition of PayPal for transferring funds between relatives and friends⭐
⭐美国至美国电汇账户可用⭐
⭐国际电汇账户可用⭐
⭐现金支票⭐
⭐美国现金/黄金取货⭐
⭐适用于所有邮政编码：⭐
⭐（00-09/10-19/20-29/30-39/40-49/50-59/60-69/70-79/80-89/90-99）⭐
⭐现金包裹 2000 以上⭐
⭐大规模收购 PayPal 用于亲属和朋友之间的资金转账⭐大量收贝宝转账亲友付款汇率天花板
telegram：@USERNAME_REDACTED  @USERNAME_REDACTED
WeChat： Tv-2025live",en,telegram_spam_cleaned.csv,spam,⭐usa_to_usa wire accounts available⭐ ⭐international wire accounts available_⭐ ⭐cashier check ⭐ ⭐usa cash/gold pickup⭐ ⭐works with all zip：⭐ ⭐(00-09/10-19/20-29/30-39/40-49/50-59/60-69/70-79/80-89/90-99)⭐ ⭐cash package cash 2k+⭐ ⭐massive acquisition of paypal for transferring funds between relatives and friends⭐ ⭐美国至美国电汇账户可用⭐ ⭐国际电汇账户可用⭐ ⭐现金支票⭐ ⭐美国现金/黄金取货⭐ ⭐适用于所有邮政编码：⭐ ⭐（00-09/10-19/20-29/30-39/40-49/50-59/60-69/70-79/80-89/90-99）⭐ ⭐现金包裹 2000 以上⭐ ⭐大规模收购 paypal 用于亲属和朋友之间的资金转账⭐大量收贝宝转账亲友付款汇率天花板 telegram：@username_redacted @username_redacted wechat： tv-2025live
"Gmail от 0.34$, Telegram от 0.45$, Facebook ADS от 0.36$. Всё свежее @USERNAME_REDACTED",en,telegram_spam_cleaned.csv,spam,"gmail от 0.34$, telegram от 0.45$, facebook ads от 0.36$. всё свежее @username_redacted"
Пишите - @USERNAME_REDACTED,en,telegram_spam_cleaned.csv,spam,пишите - @username_redacted
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, Ã¥Â£1.50 to rcv",en,messages_cleaned.csv,scam,"freemsg hey there darling it's been 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, ã¥â£1.50 to rcv"
WINNER!! As a valued network customer you have been selected to receivea Ã¥Â£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,en,messages_cleaned.csv,scam,winner!! as a valued network customer you have been selected to receivea ã¥â£900 prize reward! to claim call 09061701461. claim code kl341. valid 12 hours only.
"URGENT! You have won a 1 week FREE membership in our Ã¥Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",en,messages_cleaned.csv,scam,"urgent! you have won a 1 week free membership in our ã¥â£100,000 prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403ldnw1a7rw18"
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ÃÂ¼1.20 POBOXox36504W45WQ 16+",en,messages_cleaned.csv,scam,"england v macedonia - dont miss the goals/team news. txt ur national team to 87077 eg england to 87077 try:wales, scotland 4txt/ãâ¼1.20 poboxox36504w45wq 16+"
IÂÃÃ·m going to try for 2 months ha ha only joking,en,messages_cleaned.csv,ham,iâãã·m going to try for 2 months ha ha only joking
So Ã_ pay first lar... Then when is da stock comin...,en,messages_cleaned.csv,ham,so ã_ pay first lar... then when is da stock comin...
Thanks for your subscription to Ringtone UK your mobile will be charged Ã¥Â£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,en,messages_cleaned.csv,scam,thanks for your subscription to ringtone uk your mobile will be charged ã¥â£5/month please confirm by replying yes or no. if you reply no you will not be charged
Yup... Ok i go home look at the timings then i msg Ã_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,en,messages_cleaned.csv,ham,yup... ok i go home look at the timings then i msg ã_ again... xuhui going to learn on 2nd may too but her lesson is at 8am
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Ã¥Â£1500 Bonus Prize, call 09066364589",en,messages_cleaned.csv,scam,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a ã¥â£1500 bonus prize, call 09066364589"
