text,source,label
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=6137127,sms,scam
"NBU: Hisobingizdan 2020,000 so'm yechib olindi! Bekor qilish: http://bit.ly/uz-8188562",sms,scam
"Tabriklaymiz siz 790,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=7577613",telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-4688495,sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=4107396,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/2325037,telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: https://click-auth.uz/code=4285918,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/58672,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=6294052,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=2615382,telegram,scam
"Sizga 4980,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=1713926",sms,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/1206533,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=4962678,sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://click-auth.uz/code=8787730,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://pochta-uz.com/track=3985454,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=9735973,sms,scam
"Kriptovalyuta sarmoya qilib kuniga 2020,000 so'm toping: https://uz-yutuq.com/p=1592364",telegram,scam
"Davlat tomonidan 4980,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-1814335",sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-5320784,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=756671,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://t.me/premium_uz_bot?ref=5247439,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-9343715,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 2030,000 so'm toping: https://t.me/premium_uz_bot?ref=8727252",telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=1477495,sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=396781,sms,scam
"Tabriklaymiz siz 3140,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/4942963",sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=6871154,sms,scam
"NBU: Hisobingizdan 2020,000 so'm yechib olindi! Bekor qilish: https://uz-yutuq.com/p=3205754",sms,scam
"Tabriklaymiz siz 4680,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=2996842",sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=8940611,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=7305611,telegram,scam
"NBU: Hisobingizdan 3230,000 so'm yechib olindi! Bekor qilish: http://bit.ly/uz-7270324",telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-4343400,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/867017,sms,scam
"Sizga 2950,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=400471",sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=6421902,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=9795809,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=9503287,telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/7742969,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://18plus-video.apk/q=300110,telegram,scam
"Davlat tomonidan 4840,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=8477654",sms,scam
"Davlat tomonidan 850,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-2366629",telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-6619407,sms,scam
"Sizga 790,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=2756144",sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=6999426,telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-5213170,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=9753732,sms,scam
"NBU: Hisobingizdan 2030,000 so'm yechib olindi! Bekor qilish: https://click-auth.uz/code=4786801",sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bonus-uz.com/id/7063900,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=9175693,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=4034836,sms,scam
"Kriptovalyuta sarmoya qilib kuniga 3140,000 so'm toping: https://click-auth.uz/code=9368421",sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=8367293,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: https://uz-yutuq.com/p=9206458,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=1395745,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=2313656,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=4010263,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://bonus-uz.com/id/9675842,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=1349113,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=6907922,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=1842208,sms,scam
"Davlat tomonidan 4200,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://t.me/premium_uz_bot?ref=2586971",telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.uz/code=6818087,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=1830215,telegram,scam
"NBU: Hisobingizdan 1650,000 so'm yechib olindi! Bekor qilish: http://bonus-uz.com/id/1488886",telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/7886123,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=4484843,sms,scam
"Kriptovalyuta sarmoya qilib kuniga 4840,000 so'm toping: https://t.me/premium_uz_bot?ref=1618826",sms,scam
"Sizga 2580,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=833551",sms,scam
"Kriptovalyuta sarmoya qilib kuniga 1650,000 so'm toping: https://uz-yutuq.com/p=5959539",telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/1711826,sms,scam
"Sizga 3490,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/1971923",sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: https://t.me/premium_uz_bot?ref=7824483,telegram,scam
"NBU: Hisobingizdan 4980,000 so'm yechib olindi! Bekor qilish: https://t.me/premium_uz_bot?ref=5809531",telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://bonus-uz.com/id/6054652,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://bonus-uz.com/id/1799068,sms,scam
Telegram premium sovg'a olish uchun botga kiring: https://t.me/premium_uz_bot?ref=7615985,sms,scam
"Kriptovalyuta sarmoya qilib kuniga 2860,000 so'm toping: http://bit.ly/uz-5622852",telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 430,000 so'm toping: http://pochta-uz.com/track=8836184",sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=7996827,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=969924,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=6169076,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/1460415,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/5386482,sms,scam
"Davlat tomonidan 1920,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=987625",sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=6036207,sms,scam
"Davlat tomonidan 3230,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://t.me/premium_uz_bot?ref=5011805",sms,scam
"Kriptovalyuta sarmoya qilib kuniga 3700,000 so'm toping: http://pochta-uz.com/track=3210363",sms,scam
"Davlat tomonidan 900,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-1202778",sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://pochta-uz.com/track=9239423,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://18plus-video.apk/q=1616859,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=1299787,sms,scam
"Davlat tomonidan 430,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=1836427",sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bonus-uz.com/id/5309779,telegram,scam
"Sizga 4200,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=3552977",telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=9022328,telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=127863,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-7413105,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=8962294,telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=6513369,telegram,scam
"Tabriklaymiz siz 2630,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=5689435",telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=6257328,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/5107684,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=7593790,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/4147742,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=5982666,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/2020236,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://click-auth.uz/code=9647481,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/9757195,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=6564474,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://pochta-uz.com/track=8112641,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bit.ly/uz-2631281,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://18plus-video.apk/q=785158",sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://click-auth.uz/code=8194922,telegram,scam
"Davlat tomonidan 3490,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=1920252",telegram,scam
"Tabriklaymiz siz 790,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=5518826",telegram,scam
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=4651029,telegram,scam
"NBU: Hisobingizdan 3880,000 so'm yechib olindi! Bekor qilish: http://18plus-video.apk/q=7259036",telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: http://bit.ly/uz-3806500",telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=1945982,sms,scam
"NBU: Hisobingizdan 150,000 so'm yechib olindi! Bekor qilish: https://click-auth.uz/code=6950113",telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6031246,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://pochta-uz.com/track=6833804,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=2936427,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/120857,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: http://pochta-uz.com/track=8040660,telegram,scam
"Davlat tomonidan 3340,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=1738544",sms,scam
"Tabriklaymiz siz 3340,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=8164917",sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/5595969,sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=4244228,sms,scam
"Sizga 3540,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=7295423",sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=238617,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.uz/code=66674,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=7931570,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-6787853,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://18plus-video.apk/q=8073454,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://click-auth.uz/code=6936402,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=4073890,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://t.me/premium_uz_bot?ref=9164717,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 150,000 so'm toping: http://bit.ly/uz-2415972",sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=4097507,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=4080609,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=3714945,sms,scam
"Davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=7637246",sms,scam
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/9517315,sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=9822055,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://uz-yutuq.com/p=2912764,telegram,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=975052,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: https://t.me/premium_uz_bot?ref=4637482",telegram,scam
"Tabriklaymiz siz 700,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=6347995",telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=7927420,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=3588897,sms,scam
"Sizga 4200,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/9524857",sms,scam
"Kriptovalyuta sarmoya qilib kuniga 1460,000 so'm toping: http://pochta-uz.com/track=2514013",sms,scam
"Sizga 430,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/402623",telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/6473454,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=2791341,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-4714212,sms,scam
"Davlat tomonidan 2030,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=6445265",sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://pochta-uz.com/track=3329513,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/6892528,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/9937394,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 3540,000 so'm toping: http://pochta-uz.com/track=6913888",telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://bit.ly/uz-1557066,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/7985296,sms,scam
"NBU: Hisobingizdan 1000,000 so'm yechib olindi! Bekor qilish: http://bit.ly/uz-4510137",sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://click-auth.uz/code=9232095,telegram,scam
Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=8427128,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=141713,sms,scam
"Sizga 900,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9027857",telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=1154998,telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: https://t.me/premium_uz_bot?ref=5963643,telegram,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=6192834,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/8144397,telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://click-auth.uz/code=9637226,sms,scam
"Kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: https://uz-yutuq.com/p=7361979",sms,scam
"NBU: Hisobingizdan 2630,000 so'm yechib olindi! Bekor qilish: https://uz-yutuq.com/p=8887029",sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=5323421,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/7925486,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/2053928,telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=7983634,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/1495001,telegram,scam
"Davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=9868904",telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=2852285,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/2073995,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=3326836,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 4840,000 so'm toping: http://18plus-video.apk/q=8158494",telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: https://uz-yutuq.com/p=3039594,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-3625532,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=1700440,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=6555470,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=3730699,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-5979393,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=1888335,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=4391749,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 3770,000 so'm toping: http://pochta-uz.com/track=4368581",sms,scam
Telegram premium sovg'a olish uchun botga kiring: http://bonus-uz.com/id/1230,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/3449430,telegram,scam
"Davlat tomonidan 1460,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://18plus-video.apk/q=2888928",sms,scam
"Kriptovalyuta sarmoya qilib kuniga 1000,000 so'm toping: https://uz-yutuq.com/p=7283870",sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://uz-yutuq.com/p=4674405,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=4800480,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=7511247,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=3587648,sms,scam
"Tabriklaymiz siz 4980,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/5594203",sms,scam
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=4127655,sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://click-auth.uz/code=5419225,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 790,000 so'm toping: http://bit.ly/uz-4853992",sms,scam
"Tabriklaymiz siz 150,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=7938922",telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=9274123,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=5441790,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: https://uz-yutuq.com/p=2010606,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=3087078,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=1513279,telegram,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=3121536,sms,scam
Yangi video yuklandi 18+ apk yuklab oling: http://18plus-video.apk/q=1358300,telegram,scam
"Kriptovalyuta sarmoya qilib kuniga 3340,000 so'm toping: http://18plus-video.apk/q=7595606",sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://pochta-uz.com/track=3613867,sms,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-8603595,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-8993766,sms,scam
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=3831732,sms,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=7818836,telegram,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=4043131,telegram,scam
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=1674939,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=4729708,telegram,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=9062456,sms,scam
"NBU: Hisobingizdan 2280,000 so'm yechib olindi! Bekor qilish: https://uz-yutuq.com/p=6967375",sms,scam
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6634899,telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-9485451,telegram,scam
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-9578901,sms,scam
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=2467405,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=9497617,sms,scam
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=5343120,telegram,scam
"Davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=1246832",telegram,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: https://click-auth.uz/code=2755817,telegram,scam
"NBU: Hisobingizdan 3540,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=5245992",sms,scam
Yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/1096084,telegram,scam
"NBU: Hisobingizdan 3340,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=489340",sms,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://18plus-video.apk/q=2031160,sms,scam
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bit.ly/uz-6239040,sms,scam
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://t.me/premium_uz_bot?ref=3030825,telegram,scam
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bit.ly/uz-2318839,telegram,scam
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=3673642,sms,scam
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=2067918,telegram,scam
"NBU: Hisobingizdan 3490,000 so'm yechib olindi! Bekor qilish: https://click-auth.uz/code=8789710",telegram,scam
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-9278342,sms,scam
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/2012036,sms,scam
