text,source,label,language_hint,priority,reason
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",sms,scam,en,high,strong prize scam pattern
Money i have won wining number 946 wot do i do next,sms,scam,en,high,strong prize scam pattern
Actually I decided I was too hungry so I haven't left yet :V,sms,ham,en,medium,useful ham example for balance
Understand. his loss is my gain :) so do you work? School?,sms,ham,en,medium,useful ham example for balance
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,sms,scam,en,medium,medium priority scam style
Try to do something dear. You read something for exams,sms,ham,en,medium,useful ham example for balance
Think + da. You wil do.,sms,ham,en,medium,useful ham example for balance
At WHAT TIME should i come tomorrow,sms,ham,en,medium,useful ham example for balance
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,sms,scam,en,high,high priority general scam
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,sms,scam,en,high,high priority general scam
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,sms,scam,en,high,strong prize scam pattern
THANX 4 PUTTIN DA FONE DOWN ON ME!!,sms,ham,en,medium,useful ham example for balance
How much you got for cleaning,sms,ham,en,medium,useful ham example for balance
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,sms,scam,en,high,strong prize scam pattern
Ü called dad oredi...,sms,ham,en,medium,useful ham example for balance
Jus finish blowing my hair. U finish dinner already?,sms,ham,en,medium,useful ham example for balance
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,sms,scam,en,high,strong prize scam pattern
Sorry i din lock my keypad.,sms,ham,en,medium,useful ham example for balance
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,sms,scam,en,medium,medium priority scam style
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,sms,scam,en,high,high priority general scam
"K, I'll work something out",sms,ham,en,medium,useful ham example for balance
You call him and tell now infront of them. Call him now.,sms,ham,en,medium,useful ham example for balance
Ok no prob...,sms,ham,en,medium,useful ham example for balance
Mum not going robinson already.,sms,ham,en,medium,useful ham example for balance
Ok set let u noe e details later...,sms,ham,en,medium,useful ham example for balance
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",sms,scam,en,medium,medium priority scam style
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",sms,scam,en,medium,medium priority scam style
Ü ready then call me...,sms,ham,en,medium,useful ham example for balance
Are you staying in town ?,sms,ham,en,medium,useful ham example for balance
"Haha yeah, 2 oz is kind of a shitload",sms,ham,en,medium,useful ham example for balance
Surly ill give it to you:-) while coming to review.,sms,ham,en,medium,useful ham example for balance
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",sms,scam,en,high,strong prize scam pattern
Yes fine,sms,ham,en,medium,useful ham example for balance
Oops i thk i dun haf enuff... I go check then tell ü..,sms,ham,en,medium,useful ham example for balance
"Yup. Anything lor, if u dun wan it's ok...",sms,ham,en,medium,useful ham example for balance
HELLO PEACH! MY CAKE TASTS LUSH!,sms,ham,en,medium,useful ham example for balance
I've reached already.,sms,ham,en,medium,useful ham example for balance
"Not for possession, especially not first offense",sms,ham,en,medium,useful ham example for balance
Well boy am I glad G wasted all night at applebees for nothing,sms,ham,en,medium,useful ham example for balance
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,sms,scam,en,medium,medium priority scam style
Ok lor... Or u wan me go look 4 u?,sms,ham,en,medium,useful ham example for balance
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,sms,scam,en,medium,medium priority scam style
I'm not sure if its still available though,sms,ham,en,medium,useful ham example for balance
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,sms,ham,en,medium,useful ham example for balance
U repeat e instructions again. Wat's e road name of ur house?,sms,ham,en,medium,useful ham example for balance
Quite lor. But dun tell him wait he get complacent...,sms,ham,en,medium,useful ham example for balance
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",sms,scam,en,high,high priority general scam
We're on the opposite side from where we dropped you off,sms,ham,en,medium,useful ham example for balance
Send me your resume:-),sms,ham,en,medium,useful ham example for balance
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,sms,scam,en,high,strong prize scam pattern
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,sms,scam,en,medium,medium priority scam style
Just come home. I don't want u to be miserable,sms,ham,en,medium,useful ham example for balance
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,sms,scam,en,high,strong prize scam pattern
Ü no home work to do meh...,sms,ham,en,medium,useful ham example for balance
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),sms,scam,en,high,strong prize scam pattern
Rats. Hey did u ever vote for the next themes?,sms,ham,en,medium,useful ham example for balance
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",sms,ham,en,medium,useful ham example for balance
Well. You know what i mean. Texting,sms,ham,en,medium,useful ham example for balance
Lol! Oops sorry! Have fun.,sms,ham,en,medium,useful ham example for balance
Poor girl can't go one day lmao,sms,ham,en,medium,useful ham example for balance
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",sms,scam,en,high,strong prize scam pattern
Taka lor. Wat time u wan 2 come n look 4 us?,sms,ham,en,medium,useful ham example for balance
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,sms,scam,en,medium,medium priority scam style
Will you come online today night,sms,ham,en,medium,useful ham example for balance
"I'm in solihull, | do you want anything?",sms,ham,en,medium,useful ham example for balance
Will do. Have a good day,sms,ham,en,medium,useful ham example for balance
I am on the way to tirupur.,sms,ham,en,medium,useful ham example for balance
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",sms,scam,en,medium,medium priority scam style
"Oh yes, why is it like torture watching england?",sms,ham,en,medium,useful ham example for balance
I am in bus on the way to calicut,sms,ham,en,medium,useful ham example for balance
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,sms,scam,en,high,strong prize scam pattern
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,sms,scam,en,high,strong prize scam pattern
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,sms,scam,en,high,strong prize scam pattern
"Just looked it up and addie goes back Monday, sucks to be her",sms,ham,en,medium,useful ham example for balance
"Nope. Since ayo travelled, he has forgotten his guy",sms,ham,en,medium,useful ham example for balance
You still around? Looking to pick up later,sms,ham,en,medium,useful ham example for balance
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,sms,scam,en,high,strong prize scam pattern
"By the way, 'rencontre' is to meet again. Mountains dont....",sms,ham,en,medium,useful ham example for balance
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,sms,scam,en,high,strong prize scam pattern
Yes its possible but dint try. Pls dont tell to any one k,sms,ham,en,medium,useful ham example for balance
Where you. What happen,sms,ham,en,medium,useful ham example for balance
O ic lol. Should play 9 doors sometime yo,sms,ham,en,medium,useful ham example for balance
I dunno lei... Like dun haf...,sms,ham,en,medium,useful ham example for balance
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,sms,scam,en,high,strong prize scam pattern
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,sms,scam,en,high,strong prize scam pattern
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",sms,scam,en,high,strong prize scam pattern
What type of stuff do you sing?,sms,ham,en,medium,useful ham example for balance
Gokila is talking with you aha:),sms,ham,en,medium,useful ham example for balance
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",sms,scam,en,high,high priority general scam
"Aight, call me once you're close",sms,ham,en,medium,useful ham example for balance
Nope thats fine. I might have a nap tho!,sms,ham,en,medium,useful ham example for balance
Oh you got many responsibilities.,sms,ham,en,medium,useful ham example for balance
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,sms,scam,en,medium,medium priority scam style
Argh why the fuck is nobody in town ;_;,sms,ham,en,medium,useful ham example for balance
PRIVATE! Your 2003 Account Statement for 078,sms,scam,en,medium,medium priority scam style
Any way where are you and what doing.,sms,ham,en,medium,useful ham example for balance
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",sms,scam,en,high,strong prize scam pattern
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,sms,scam,en,medium,medium priority scam style
Ok leave no need to ask,sms,ham,en,medium,useful ham example for balance
K sure am in my relatives home. Sms me de. Pls:-),sms,ham,en,medium,useful ham example for balance
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,sms,scam,en,high,strong prize scam pattern
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,sms,scam,en,high,strong prize scam pattern
"It's wylie, you in tampa or sarasota?",sms,ham,en,medium,useful ham example for balance
Ok... Take ur time n enjoy ur dinner...,sms,ham,en,medium,useful ham example for balance
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,sms,scam,en,high,urgent financial scam pattern
I have to take exam with in march 3,sms,ham,en,medium,useful ham example for balance
"Nope, I'm still in the market",sms,ham,en,medium,useful ham example for balance
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,sms,scam,en,medium,medium priority scam style
Hmm thinking lor...,sms,ham,en,medium,useful ham example for balance
"K I'm leaving soon, be there a little after 9",sms,ham,en,medium,useful ham example for balance
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,sms,scam,en,high,high priority general scam
Please tell me not all of my car keys are in your purse,sms,ham,en,medium,useful ham example for balance
Ok... Sweet dreams...,sms,ham,en,medium,useful ham example for balance
1 in cbe. 2 in chennai.,sms,ham,en,medium,useful ham example for balance
Did u fix the teeth?if not do it asap.ok take care.,sms,ham,en,medium,useful ham example for balance
So u wan 2 come for our dinner tonight a not?,sms,ham,en,medium,useful ham example for balance
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,sms,scam,en,high,strong prize scam pattern
I have gone into get info bt dont know what to do,sms,ham,en,medium,useful ham example for balance
I'm still pretty weak today .. Bad day ?,sms,ham,en,medium,useful ham example for balance
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,sms,ham,en,medium,useful ham example for balance
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,sms,scam,en,high,high priority general scam
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,sms,scam,en,high,strong prize scam pattern
My sister going to earn more than me da.,sms,ham,en,medium,useful ham example for balance
Aah bless! How's your arm?,sms,ham,en,medium,useful ham example for balance
Are u awake? Is there snow there?,sms,ham,en,medium,useful ham example for balance
Yep get with the program. You're slacking.,sms,ham,en,medium,useful ham example for balance
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,sms,scam,en,high,strong prize scam pattern
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,sms,scam,en,medium,medium priority scam style
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",sms,scam,en,high,strong prize scam pattern
Watching ajith film ah?,sms,ham,en,medium,useful ham example for balance
I ask if u meeting da ge tmr nite...,sms,ham,en,medium,useful ham example for balance
I dont know oh. Hopefully this month.,sms,ham,en,medium,useful ham example for balance
Ok k..sry i knw 2 siva..tats y i askd..,sms,ham,en,medium,useful ham example for balance
You didnt complete your gist oh.,sms,ham,en,medium,useful ham example for balance
Jesus armand really is trying to tell everybody he can find,sms,ham,en,medium,useful ham example for balance
I'm wif him now buying tix lar...,sms,ham,en,medium,useful ham example for balance
What are youdoing later? Sar xxx,sms,ham,en,medium,useful ham example for balance
Hey i've booked the 2 lessons on sun liao...,sms,ham,en,medium,useful ham example for balance
Thank you. do you generally date the brothas?,sms,ham,en,medium,useful ham example for balance
You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,sms,scam,en,high,strong prize scam pattern
Sac needs to carry on:),sms,ham,en,medium,useful ham example for balance
Im just wondering what your doing right now?,sms,ham,en,medium,useful ham example for balance
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,sms,scam,en,medium,medium priority scam style
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,sms,scam,en,high,strong prize scam pattern
"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",sms,scam,en,high,strong prize scam pattern
Yes princess! I want to please you every night. Your wish is my command...,sms,ham,en,medium,useful ham example for balance
URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,sms,scam,en,high,strong prize scam pattern
2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,sms,scam,en,medium,medium priority scam style
Oh thanks a lot..i already bought 2 eggs ..,sms,ham,en,medium,useful ham example for balance
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,sms,scam,en,medium,medium priority scam style
Thats cool. I want to please you...,sms,ham,en,medium,useful ham example for balance
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,sms,scam,en,medium,medium priority scam style
Yeah it's jus rite...,sms,ham,en,medium,useful ham example for balance
Armand says get your ass over to epsilon,sms,ham,en,medium,useful ham example for balance
"No, I was trying it all weekend ;V",sms,ham,en,medium,useful ham example for balance
Yes i have. So that's why u texted. Pshew...missing you so much,sms,ham,en,medium,useful ham example for balance
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",sms,scam,en,high,strong prize scam pattern
WINNER!! As a valued network customer you have been selected to receivea Ã¥Â£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,sms,scam,en,high,strong prize scam pattern
"URGENT! You have won a 1 week FREE membership in our Ã¥Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",sms,scam,en,high,strong prize scam pattern
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Ã¥Â£1500 Bonus Prize, call 09066364589",sms,scam,en,high,strong prize scam pattern
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Ã¥Â£1000. To claim txt DIS to 87121 18+6*Ã¥Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",sms,scam,en,high,strong prize scam pattern
"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",sms,scam,en,medium,medium priority scam style
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!,sms,scam,en,high,strong prize scam pattern
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",sms,scam,en,high,urgent financial scam pattern
GENT! We are trying to contact you. Last weekends draw shows that you won a Ã¥Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,sms,scam,en,high,strong prize scam pattern
You are a winner U have been specially selected 2 receive Ã¥Â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),sms,scam,en,high,strong prize scam pattern
"URGENT! Your Mobile No. was awarded Ã¥Â£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",sms,scam,en,high,strong prize scam pattern
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Ã¥Â£1.50 SP:Tyrone,sms,scam,en,high,strong prize scam pattern
You are a winner U have been specially selected 2 receive Ã¥Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,sms,scam,en,high,strong prize scam pattern
URGENT! We are trying to contact you. Last weekends draw shows that you have won a Ã¥Â£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,sms,scam,en,high,strong prize scam pattern
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!,sms,scam,en,high,strong prize scam pattern
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Ã¥Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",sms,scam,en,medium,medium priority scam style
"Think ur smart ? Win Ã¥Â£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",sms,scam,en,high,strong prize scam pattern
Valentines Day Special! Win over Ã¥Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,sms,scam,en,high,strong prize scam pattern
FREE entry into our Ã¥Â£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,sms,scam,en,high,strong prize scam pattern
URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,sms,scam,en,high,strong prize scam pattern
"Loan for any purpose Ã¥Â£500 - Ã¥Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",sms,scam,en,medium,medium priority scam style
+123 Congratulations - in this week's competition draw u have won the Ã¥Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,sms,scam,en,high,strong prize scam pattern
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Ã¥Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",sms,scam,en,high,strong prize scam pattern
"URGENT!: Your Mobile No. was awarded a Ã¥Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",sms,scam,en,high,strong prize scam pattern
"Today's Offer! Claim ur Ã¥Â£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Ã¥Â£3.00 Sub. 16 . Unsub reply X",sms,scam,en,high,strong prize scam pattern
ÃÃ wait 4 me in sch i finish ard 5..,sms,ham,en,medium,useful ham example for balance
"our mobile number has won Ã¥Â£5000, to claim calls us back or ring the claims hot line on 09050005321.",sms,scam,en,high,strong prize scam pattern
"For ur chance to win a Ã¥Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",sms,scam,en,high,strong prize scam pattern
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON Ã¥Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÃ¥Â£7. 50,sms,scam,en,high,high priority general scam
You have WON a guaranteed Ã¥Â£1000 cash or a Ã¥Â£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,sms,scam,en,high,strong prize scam pattern
Urgent Ur Ã¥Â£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 Ã¥Â£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,sms,scam,en,high,strong prize scam pattern
UR awarded a City Break and could WIN a Ã¥Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Ã¥Â£1.50perWKsub,sms,scam,en,high,strong prize scam pattern
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATÃ¥ÃS AL!!!!!!!!!,sms,ham,en,medium,useful ham example for balance
"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",sms,ham,en,medium,useful ham example for balance
"Last Chance! Claim ur Ã¥Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Ã¥Â£3.00 Sub. 16",sms,scam,en,high,strong prize scam pattern
You have won a guaranteed Ã¥Â£200 award or even Ã¥Â£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,sms,scam,en,high,strong prize scam pattern
Congratulations ur awarded either Ã¥Â£500 of CD gift vouchers & Free entry 2 our Ã¥Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,sms,scam,en,high,strong prize scam pattern
Last chance 2 claim ur Ã¥Â£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. Ã¥Â£3.00 Sub. 16 . Remove txt X or STOP,sms,scam,en,high,strong prize scam pattern
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Ã¥Â£1.50pm approx 3mins,sms,scam,en,high,high priority general scam
"Shop till u Drop, IS IT YOU, either 10K, 5K, Ã¥Â£500 Cash or Ã¥Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",sms,scam,en,high,high priority general scam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. Ã¥Â£1.50 SP:Tyrone,sms,scam,en,high,strong prize scam pattern
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over Ã¥Â£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,sms,scam,en,high,strong prize scam pattern
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or Ã¥Â£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",sms,scam,en,high,high priority general scam
URGENT! We are trying to contact U. Todays draw shows that you have won a Ã¥Â£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,sms,scam,en,high,strong prize scam pattern
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN Ã¥Â£100 Cash WKENT/150P16+,sms,scam,en,high,strong prize scam pattern
URGENT! We are trying to contact U. Todays draw shows that you have won a Ã¥Â£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,sms,scam,en,high,strong prize scam pattern
WIN URGENT! Your mobile number has been awarded with a Ã¥Â£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,sms,scam,en,high,strong prize scam pattern
"449050000301 You have won a Ã¥Â£2,000 price! To claim, call 09050000301.",sms,scam,en,high,strong prize scam pattern
Ur HMV Quiz cash-balance is currently Ã¥Â£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,sms,scam,en,medium,medium priority scam style
WIN a year supply of CDs 4 a store of ur choice worth Ã¥Â£500 & enter our Ã¥Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,sms,scam,en,high,strong prize scam pattern
\Hey sorry I didntgive ya a a bellearlier hunny,sms,ham,en,medium,useful ham example for balance
"Win the newest ÂÃÃHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",sms,scam,en,high,strong prize scam pattern
Then she buying today? ÃÃ no need to c meh...,sms,ham,en,medium,useful ham example for balance
Congratulations ur awarded either Ã¥Â£500 of CD gift vouchers & Free entry 2 our Ã¥Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,sms,scam,en,high,strong prize scam pattern
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Ã¥Â£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,sms,scam,en,high,strong prize scam pattern
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",sms,scam,en,high,strong prize scam pattern
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Ã¥Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",sms,scam,en,high,strong prize scam pattern
"URGENT! Your Mobile No was awarded a Ã¥Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",sms,scam,en,high,strong prize scam pattern
URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,sms,scam,en,high,strong prize scam pattern
"Ah, well that confuses things, doesnÂÃÃ·t it?",sms,ham,en,medium,useful ham example for balance
