text,clean_text,label,language,source
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",pdate_now double mins and 1000 txts on orange tariffs. latest motorola sonyericsson nokia bluetooth free call mobileupd8 on 08000839402 or call2optout/ yhl,SUSPICIOUS,en,v10_eng_foundation
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,u r the most beautiful girl ive ever seen. u r my baby come and c me in the common room,SAFE,uz,v10_uzb_foundation
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://pochta-uz.com/track=9239423,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://pochta uz.com/track 9239423,DANGEROUS,uz,v10_uzb_foundation
Thanks for your subscription to Ringtone UK your mobile will be charged Ã¥Â£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,thanks for your subscription to ringtone uk your mobile will be charged ã â 5/month please confirm by replying yes or no. if you reply no you will not be charged,DANGEROUS,en,v10_eng_foundation
Balansingiz: 235483 so'm. To'lov muvaffaqiyatli.,balansingiz: 235483 so'm. to'lov muvaffaqiyatli.,SAFE,uz,v10_uzb_foundation
"Men bugun borolmayman, ruxsat olganman",men bugun borolmayman ruxsat olganman,SAFE,uz,v10_uzb_foundation
Kechikaman biroz 14:15 da boraman. tezroq,kechikaman biroz 14:15 da boraman. tezroq,SAFE,uz,v10_uzb_foundation
I'll probably be by tomorrow (or even later tonight if something's going on),i'll probably be by tomorrow or even later tonight if something's going on,SAFE,uz,v10_uzb_foundation
Ваша карта заблокирована. Подтвердите по ссылке: http://pay-check.net/629933 ?,ваша карта заблокирована. подтвердите по ссылке: http://pay check.net/629933,DANGEROUS,ru,v10_rus_foundation
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/368811 (,вход в личный кабинет с нового устройства. это не вы http://click safety.uz/368811,DANGEROUS,ru,v10_rus_foundation
Xizmat haqi: 169811 so'm. Click xizmati.,xizmat haqi: 169811 so'm. click xizmati.,SAFE,uz,v10_uzb_foundation
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz-796069,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bit.ly/uz 796069,DANGEROUS,uz,v10_uzb_foundation
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-1254468,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bit.ly/uz 1254468,DANGEROUS,uz,v10_uzb_foundation
"NBU: Hisobingizdan 1460,000 so'm yechib olindi! Bekor qilish: http://bonus-uz.com/id/889704",nbu: hisobingizdan 1460 000 so'm yechib olindi bekor qilish: http://bonus uz.com/id/889704,DANGEROUS,uz,v10_uzb_foundation
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://bit.ly/claim-926100..,vasha karta bloklandi. tasdiqlash uchun linkni bosing: https://bit.ly/claim 926100..,DANGEROUS,uz,v10_uzb_foundation
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 81533",bu kodni hech kimga bermang xodimlarimiz uni so'ramaydi. kod: 81533,SAFE,uz,v10_uzb_foundation
Update required profiligiz uchun,update required profiligiz uchun,SUSPICIOUS,uz,synthetic_suspicious_v1
Hisobingizdan 619 000 yechildi. Bekor qilish http://pay-check.net/41919 OK,hisobingizdan 619 000 yechildi. bekor qilish http://pay check.net/41919 ok,DANGEROUS,uz,v10_uzb_foundation
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/208359,ваша карта заблокирована. подтвердите по ссылке: http://uz confirm.com/208359,DANGEROUS,ru,v10_rus_foundation
"Tinchlikmi, nima gaplar?",tinchlikmi nima gaplar,SAFE,uz,v10_uzb_foundation
Bugun 9:30 da ko'rishamiz....,bugun 9:30 da ko'rishamiz....,SAFE,uz,v10_uzb_foundation
I'll text now! All creepy like so he won't think that we forgot,i'll text now all creepy like so he won't think that we forgot,SAFE,en,v10_eng_foundation
Your credentils need to be updaetd...,your credentils need to be updaetd...,SUSPICIOUS,en,synthetic_suspicious_v1
Profilingizda o'zgarishhlar aniqlandi,profilingizda o'zgarishhlar aniqlandi,SUSPICIOUS,uz,synthetic_suspicious_v1
Ü wait 4 me in sch i finish ard 5..,ü wait 4 me in sch i finish ard 5..,SAFE,en,v10_eng_foundation
Oh ya ya. I remember da. .,oh ya ya. i remember da. .,SAFE,en,v10_eng_foundation
Списание 143 000 прошло успешно. Отменить: https://t.me/prize_bot/601397 ?,списание 143 000 прошло успешно. отменить: https://t.me/prize_bot/601397,DANGEROUS,ru,v10_rus_foundation
tuxum narxi qancha ekan hozir? tezroq,tuxum narxi qancha ekan hozir tezroq,SAFE,uz,v10_uzb_foundation
"Salom, sizning raamingiz Ucell da ro'yxatdan o'tgan",salom sizning raamingiz ucell da ro'yxatdan o'tgan,SUSPICIOUS,uz,synthetic_suspicious_v1
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ditto. and you won't have to worry about me saying anything to you anymore. like i said last night you do whatever you want and i'll do the same. peace.,SAFE,en,v10_eng_foundation
"Срочно ищем новых партнеров для УДАЛЕННОГО заработка.
Прибыль каждый день от 100-140$, белый вид дохода
Нужно 1-3 часа в день!
Принимаем как с опытом, так и без.

Возраст от 25 лет!! 

Пишите ""+"" в лс!",срочно ищем новых партнеров для удаленного заработка. прибыль каждый день от 100 140 белый вид дохода нужно 1 3 часа в день принимаем как с опытом так и без. возраст от 25 лет пишите в лс,SUSPICIOUS,ru,v10_rus_foundation
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/5680201,uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus uz.com/id/5680201,DANGEROUS,uz,v10_uzb_foundation
"Contact support iltimos, muammo bor",contact support iltimos muammo bor,SUSPICIOUS,uz,synthetic_suspicious_v1
Kechikaman biroz 18:45 da boraman. :),kechikaman biroz 18:45 da boraman. :,SAFE,uz,v10_uzb_foundation
"I just got home babe, are you still awake ?",i just got home babe are you still awake,SAFE,en,v10_eng_foundation
"Darhol to'lov qilinmasa, hisobingizga jarima yoziladi! To'lov: http://t.me/secure_bot",darhol to'lov qilinmasa hisobingizga jarima yoziladi to'lov: http://t.me/secure_bot,DANGEROUS,uz,v10_uzb_foundation
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,there generally isn't one. it's an uncountable noun u in the dictionary. pieces of research,SAFE,uz,v10_uzb_foundation
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/31,click: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum tasdiq.uz/31,DANGEROUS,uz,v10_uzb_foundation
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,gr8 new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone 4 details text horny to 89070 to cancel send stop to 89070,SUSPICIOUS,en,v10_eng_foundation
Click to'lovi amalga oshmadi. Tasdiqlash: https://t.me/premium_uz_bot?ref=5079325,click to'lovi amalga oshmadi. tasdiqlash: https://t.me/premium_uz_bot ref 5079325,DANGEROUS,uz,v10_uzb_foundation
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://t.me/prize_bot/596829!!,sizning kartangiz bloklandi. tasdiqlash uchun: https://t.me/prize_bot/596829,DANGEROUS,uz,v10_uzb_foundation
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx 4 2day u r a goodmate i think ur rite sary asusual 1 u cheered me up love u franyxxxxx,SAFE,uz,v10_uzb_foundation
Quick question abot the document you shared,quick question abot the document you shared,SUSPICIOUS,en,synthetic_suspicious_v1
"Sizga 2420,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-112790",sizga 2420 000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz 112790,DANGEROUS,uz,v10_uzb_foundation
WIN a year supply of CDs 4 a store of ur choice worth Ã¥Â£500 & enter our Ã¥Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win a year supply of cds 4 a store of ur choice worth ã â 500 enter our ã â 100 weekly draw txt music to 87066 ts cs www.ldew.com.subs16 1win150ppmx3,DANGEROUS,en,v10_eng_foundation
Вам начислена компенсация 9223 руб. Получить на карту: http://verify-secure.click,вам начислена компенсация 9223 руб. получить на карту: http://verify secure.click,DANGEROUS,ru,v10_rus_foundation
Списание 457 000 прошло успешно. Отменить: https://bit.ly/claim-699026.,списание 457 000 прошло успешно. отменить: https://bit.ly/claim 699026.,DANGEROUS,ru,v10_rus_foundation
"Hurmatli mijoz, akkauntingiz bo'yicha anilqik kiritish kerak",hurmatli mijoz akkauntingiz bo'yicha anilqik kiritish kerak,SUSPICIOUS,uz,synthetic_suspicious_v1
Sizning limitiz ispolzovan. Uvelichit limit: http://click-safety.uz/283073 OK,sizning limitiz ispolzovan. uvelichit limit: http://click safety.uz/283073 ok,DANGEROUS,uz,v10_uzb_foundation
Bugungi majlis ertalab ga surildi..,bugungi majlis ertalab ga surildi..,SAFE,en,v10_eng_foundation
Click to'lovi amalga oshmadi. Tasdiqlash: http://bit.ly/uz-1557066,click to'lovi amalga oshmadi. tasdiqlash: http://bit.ly/uz 1557066,DANGEROUS,uz,v10_uzb_foundation
O'tkazma qabul qilindi: 296660 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 296660 so'm. humo/uzcard,SAFE,uz,v10_uzb_foundation
"Sizga 2360,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=8190362",sizga 2360 000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta uz.com/track 8190362,DANGEROUS,uz,v10_uzb_foundation
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=1700440,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: https://t.me/premium_uz_bot ref 1700440,DANGEROUS,uz,v10_uzb_foundation
Muvaffaqiyatli to'lov! Miqdor: 340689 so'm. Click,muvaffaqiyatli to'lov miqdor: 340689 so'm. click,SAFE,uz,v10_uzb_foundation
Чек по опрации достуепн для скачивания,чек по опрации достуепн для скачивания,SUSPICIOUS,ru,synthetic_suspicious_v1
Your account is blocked! Podtverdite svoyu lichnost: https://t.me/prize_bot/260138 OK,your account is blocked podtverdite svoyu lichnost: https://t.me/prize_bot/260138 ok,DANGEROUS,en,v10_eng_foundation
Your account is blocked! Podtverdite svoyu lichnost: http://click-safety.uz/939962 (,your account is blocked podtverdite svoyu lichnost: http://click safety.uz/939962,DANGEROUS,en,v10_eng_foundation
Kechikaman biroz ertalab da boraman....,kechikaman biroz ertalab da boraman....,SAFE,uz,v10_uzb_foundation
Acount review: suspicious activity detected,acount review: suspicious activity detected,SUSPICIOUS,en,synthetic_suspicious_v1
"Привет, как дела? У меня все хорошо.",привет как дела у меня все хорошо.,SAFE,ru,v10_rus_foundation
Ma'lumotlaringizni ertaga da yangilang!,ma'lumotlaringizni ertaga da yangilang,SUSPICIOUS,uz,synthetic_suspicious_v1
ÌÏ dun wan to watch infernal affair?,ìï dun wan to watch infernal affair,SAFE,en,v10_eng_foundation
"It'll be tough, but I'll do what I have to",it'll be tough but i'll do what i have to,SAFE,en,v10_eng_foundation
What is the plural of the noun research?,what is the plural of the noun research,SAFE,en,v10_eng_foundation
Administrator: hisobingiz vaqticnha to'xtatildi!,administrator: hisobingiz vaqticnha to'xtatildi,SUSPICIOUS,uz,synthetic_suspicious_v1
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,my love how come it took you so long to leave for zaher's i got your words on ym and was happy to see them but was sad you had left. i miss you,SAFE,en,v10_eng_foundation
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/463458.,your account is blocked podtverdite svoyu lichnost: http://uz confirm.com/463458.,DANGEROUS,en,v10_eng_foundation
Sizning Humo kartangizga 4858834 so'm tushum keldi. Balans: 25594403 so'm.,sizning humo kartangizga 4858834 so'm tushum keldi. balans: 25594403 so'm.,SAFE,uz,v10_uzb_foundation
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/381613..,mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/381613..,DANGEROUS,en,v10_eng_foundation
"🔠🔠🔠🔠🔠🔠🔠🔠
Вoзьму отвeтственных людей для сотрyдничecтвa в сфeрe apбитражa кpиптoвaлют.

Нoвичков готов качественно обyчить c полнoго нyля.
Aбсолютно легaльный доxод, без рисков!
Времени нужно удeлять не бoльшe 1 чaса в сутки, можно с тeлeфoнa.

Подрoбности рaспишу желающим в лс.",вoзьму отвeтственных людей для сотрyдничecтвa в сфeрe apбитражa кpиптoвaлют. нoвичков готов качественно обyчить c полнoго нyля. aбсолютно легaльный доxод без рисков времени нужно удeлять не бoльшe 1 чaса в сутки можно с тeлeфoнa. подрoбности рaспишу желающим в лс.,SUSPICIOUS,ru,v10_rus_foundation
Sizning arizangiz ko'rib chiqildi. Statusni tekshirish: http://my.gov.uz,sizning arizangiz ko'rib chiqildi. statusni tekshirish: http://my.gov.uz,SAFE,uz,v10_uzb_foundation
Hisobingizga 206359 so'm kelib tushdi. Manba: Terminal,hisobingizga 206359 so'm kelib tushdi. manba: terminal,SAFE,uz,v10_uzb_foundation
Wewa is 130. Iriver 255. All 128 mb.,wewa is 130. iriver 255. all 128 mb.,SAFE,en,v10_eng_foundation
Click payment failed. Tasdiqlash uchun linkga o'ting: https://t.me/prize_bot/221445,click payment failed. tasdiqlash uchun linkga o'ting: https://t.me/prize_bot/221445,DANGEROUS,uz,v10_uzb_foundation
I was slept that time.you there?,i was slept that time.you there,SAFE,en,v10_eng_foundation
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",new mobiles from 2004 must go txt: nokia to no: 89545 collect yours today from only å 1. www.4 tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction.,SUSPICIOUS,uz,v10_uzb_foundation
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-985684 :),вход в личный кабинет с нового устройства. это не вы https://bit.ly/claim 985684 :,DANGEROUS,ru,v10_rus_foundation
R u still working now?,r u still working now,SAFE,uz,v10_uzb_foundation
"Siz uhcun yangilik br, tasdiqlang",siz uhcun yangilik br tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1
Sizga jarima keldi. YHXX to'lov sayti,sizga jarima keldi. yhxx to'lov sayti,DANGEROUS,uz,v10_uzb_foundation
Списание 280 000 прошло успешно. Отменить: http://uz-confirm.com/858857 👍,списание 280 000 прошло успешно. отменить: http://uz confirm.com/858857,DANGEROUS,ru,v10_rus_foundation
Be happy there. I will come after noon,be happy there. i will come after noon,SAFE,en,v10_eng_foundation
Hisobngiz xavfsizligi uchun akkauntingizni yangilang...,hisobngiz xavfsizligi uchun akkauntingizni yangilang...,SUSPICIOUS,uz,synthetic_suspicious_v1
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solved just opened my email and he's sent me another batch isn't he a sweetie,SAFE,en,v10_eng_foundation
Hisobingizga 264194 so'm kelib tushdi. Manba: Payme,hisobingizga 264194 so'm kelib tushdi. manba: payme,SAFE,uz,v10_uzb_foundation
I jokin oni lar.. ÃÃ busy then i wun disturb Ã_.,i jokin oni lar.. ã ã busy then i wun disturb ã _.,SAFE,en,v10_eng_foundation
Tezroq kela qol,tezroq kela qol,SAFE,en,v10_eng_foundation
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgent please call 0906346330. your abta complimentary 4 spanish holiday or 10 000 cash await collection sae t cs box 47 po19 2ez 150ppm 18,SUSPICIOUS,en,v10_eng_foundation
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=1256159,diqqat akkauntingiz xavf ostida. tasdiqlash uchun kiring: https://t.me/premium_uz_bot ref 1256159,DANGEROUS,uz,v10_uzb_foundation
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bit.ly/uz-6651770,diqqat akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://bit.ly/uz 6651770,DANGEROUS,uz,v10_uzb_foundation
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=26,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi. bekor qilish uchun bosing: bit.ly/bank auth id 26,DANGEROUS,uz,v10_uzb_foundation
Your acocunt requires immediate attention..,your acocunt requires immediate attention..,SUSPICIOUS,en,synthetic_suspicious_v1
Dude just saw a parked car with its sunroof popped up. Sux,dude just saw a parked car with its sunroof popped up. sux,SAFE,en,v10_eng_foundation
Yo'q bormayman,yo'q bormayman,SAFE,uz,v10_uzb_foundation
"NBU: Hisobingizdan 700,000 so'm yechib olindi! Bekor qilish: http://bit.ly/uz-482038",nbu: hisobingizdan 700 000 so'm yechib olindi bekor qilish: http://bit.ly/uz 482038,DANGEROUS,uz,v10_uzb_foundation
Sizga 40765 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 40765 so'm bonus berildi olish uchun: http://promo gift.ml,SUSPICIOUS,uz,v10_uzb_foundation
VIP status olish imkooniyati mavjud,vip status olish imkooniyati mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1
"Davlat tomonidan 1920,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://pochta-uz.com/track=987625",davlat tomonidan 1920 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://pochta uz.com/track 987625,DANGEROUS,uz,v10_uzb_foundation
Whos this am in class:-),whos this am in class:,SAFE,en,v10_eng_foundation
Audit team: records need your confirmtion..,audit team: records need your confirmtion..,SUSPICIOUS,en,synthetic_suspicious_v1
Bugun 8:30 da ko'rishamiz. tezroq,bugun 8:30 da ko'rishamiz. tezroq,SAFE,uz,v10_uzb_foundation
Cos daddy arranging time c wat time fetch ü mah...,cos daddy arranging time c wat time fetch ü mah...,SAFE,en,v10_eng_foundation
Admin kim o'zi,admin kim o'zi,SAFE,uz,v10_uzb_foundation
"Menga 2280,000 so'm tashlab tura olasanmi? :)",menga 2280 000 so'm tashlab tura olasanmi :,SAFE,uz,v10_uzb_foundation
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,hcl chennai requires freshers for voice process.excellent english needed.salary upto lt gt .call ms.suman lt gt for telephonic interview via indyarocks.com,SAFE,en,v10_eng_foundation
Bugungi majlis 18:15 ga surildi....,bugungi majlis 18:15 ga surildi....,SAFE,en,v10_eng_foundation
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/4255104,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: http://bonus uz.com/id/4255104,DANGEROUS,uz,v10_uzb_foundation
O'tkazma qabul qilindi: 45370 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 45370 so'm. humo/uzcard,SAFE,uz,v10_uzb_foundation
Telefonga javob ber,telefonga javob ber,SAFE,en,v10_eng_foundation
How will I creep on you now? ;_;,how will i creep on you now _,SAFE,en,v10_eng_foundation
Kechikaman biroz 16:45 da boraman..,kechikaman biroz 16:45 da boraman..,SAFE,uz,v10_uzb_foundation
"Hisobignizdan 15,000 so'm yechildi, taniyasizmi...",hisobignizdan 15 000 so'm yechildi taniyasizmi...,SUSPICIOUS,uz,synthetic_suspicious_v1
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=4800480,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: https://uz yutuq.com/p 4800480,DANGEROUS,uz,v10_uzb_foundation
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=6469328,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://click auth.uz/code 6469328,DANGEROUS,uz,v10_uzb_foundation
KARTANGIZ BO'YICHA OPERATSIYA AMALGA OSHRIIDLI,kartangiz bo'yicha operatsiya amalga oshriidli,SUSPICIOUS,uz,synthetic_suspicious_v1
Profilingiz bo'yyicha muhim bildirishnoma!,profilingiz bo'yyicha muhim bildirishnoma,SUSPICIOUS,uz,synthetic_suspicious_v1
Инвестиции в газ! Доход от 881 000 в неделю: http://uz-confirm.com/401312,инвестиции в газ доход от 881 000 в неделю: http://uz confirm.com/401312,DANGEROUS,ru,v10_rus_foundation
If You mean the website. Yes.,if you mean the website. yes.,SAFE,en,v10_eng_foundation
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,yes. they replied my mail. i'm going to the management office later. plus will in to bank later also.or on wednesday.,SAFE,en,v10_eng_foundation
Vazifani jo'natvor iltimos..,vazifani jo'natvor iltimos..,SAFE,uz,v10_uzb_foundation
Hisobingizga 396158 so'm kelib tushdi. Manba: Terminal,hisobingizga 396158 so'm kelib tushdi. manba: terminal,SAFE,uz,v10_uzb_foundation
Shuhui has bought ron's present it's a swatch watch...,shuhui has bought ron's present it's a swatch watch...,SAFE,en,v10_eng_foundation
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 8121). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/25",sizning hisobingizdan 4 200 000 so'm yechib olindi ref: 8121 . bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor qilish.uz/25,DANGEROUS,uz,v10_uzb_foundation
Xavfsizliik: oxirgi kirshlar tekshirilmoqda,xavfsizliik: oxirgi kirshlar tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",so many people seems to be special at first sight but only very few will remain special to you till your last sight.. maintain them till life ends.. take cr da,SAFE,en,v10_eng_foundation
"Bonus acctivation kerak, tezroq...",bonus acctivation kerak tezroq...,SUSPICIOUS,uz,synthetic_suspicious_v1
Should I be stalking u?,should i be stalking u,SAFE,uz,v10_uzb_foundation
U sure u can't take any sick time?,u sure u can't take any sick time,SAFE,uz,v10_uzb_foundation
Ok no prob... I'll come after lunch then...,ok no prob... i'll come after lunch then...,SAFE,en,v10_eng_foundation
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",i feel like a dick because i keep sleeping through your texts and facebook messages. sup you in town,SAFE,en,v10_eng_foundation
Госуслуги: Вам начислена выплата 152 000. http://pay-check.net/288355 :),госуслуги: вам начислена выплата 152 000. http://pay check.net/288355 :,DANGEROUS,ru,v10_rus_foundation
Ok enjoy . R u there in home.,ok enjoy . r u there in home.,SAFE,uz,v10_uzb_foundation
Oh you got many responsibilities.,oh you got many responsibilities.,SAFE,en,v10_eng_foundation
Оплата заказа №5529 не прошла. Повторите: https://t.me/prize_bot/176424 (,оплата заказа 5529 не прошла. повторите: https://t.me/prize_bot/176424,DANGEROUS,ru,v10_rus_foundation
Click payment failed. Tasdiqlash uchun linkga o'ting: http://pay-check.net/561220..,click payment failed. tasdiqlash uchun linkga o'ting: http://pay check.net/561220..,DANGEROUS,uz,v10_uzb_foundation
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",under the sea there lays a rock. in the rock there is an envelope. in the envelope there is a paper. on the paper there are 3 words... ',SAFE,en,v10_eng_foundation
Your contact was ltsed in our directory,your contact was ltsed in our directory,SUSPICIOUS,en,synthetic_suspicious_v1
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",hurmatli mijoz sqb kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz bank,DANGEROUS,uz,v10_uzb_foundation
No break time one... How... I come out n get my stuff fr ü?,no break time one... how... i come out n get my stuff fr ü,SAFE,en,v10_eng_foundation
"https://t.me/addlist/rYwsuz60-VMxOWQy
https://t.me/addlist/V65TBz9hF4hjY2Ey
https://t.me/addlist/_iK32zXJH6o3NzEy
https://t.me/addlist/27aen2Alh4FjZjJi
https://t.me/addlist/_LMklmOt3U5lYzJi
https://t.me/addlist/66GiZZ04bqA1NWEy",https://t.me/addlist/rywsuz60 vmxowqy https://t.me/addlist/v65tbz9hf4hjy2ey https://t.me/addlist/_ik32zxjh6o3nzey https://t.me/addlist/27aen2alh4fjzjji https://t.me/addlist/_lmklmot3u5lyzji https://t.me/addlist/66gizz04bqa1nwey,SUSPICIOUS,uz,v10_uzb_foundation
Foydalanuvchilarga maxsus imkoniyat taqdim etiloqda...,foydalanuvchilarga maxsus imkoniyat taqdim etiloqda...,SUSPICIOUS,uz,synthetic_suspicious_v1
Hisobingizga 22320 so'm kelib tushdi. Manba: Click,hisobingizga 22320 so'm kelib tushdi. manba: click,SAFE,uz,v10_uzb_foundation
Sizga 758 000 som perevod keldi. Podtverdite po ssilke: https://t.me/prize_bot/976198..,sizga 758 000 som perevod keldi. podtverdite po ssilke: https://t.me/prize_bot/976198..,DANGEROUS,uz,v10_uzb_foundation
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,todays vodafone numbers ending with 0089 my last four digits are selected to received a 350 award. if your number matches please call 09063442151 to claim your 350 award,SUSPICIOUS,en,v10_eng_foundation
Well boy am I glad G wasted all night at applebees for nothing,well boy am i glad g wasted all night at applebees for nothing,SAFE,en,v10_eng_foundation
Kechikaman biroz 15:45 da boraman..,kechikaman biroz 15:45 da boraman..,SAFE,uz,v10_uzb_foundation
Bugun 18:15 da ko'rishamiz....,bugun 18:15 da ko'rishamiz....,SAFE,uz,v10_uzb_foundation
"Davlat tomonidan 3980,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=8547454",davlat tomonidan 3980 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://uz yutuq.com/p 8547454,DANGEROUS,uz,v10_uzb_foundation
"Thanks, I'll keep that in mind",thanks i'll keep that in mind,SAFE,en,v10_eng_foundation
Qarzga 30 ming tashab turing,qarzga 30 ming tashab turing,DANGEROUS,en,v10_eng_foundation
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,i take it we didn't have the phone callon friday. can we assume we won't have it this year now,SAFE,en,v10_eng_foundation
"Iltimos, Cick bilan bog'laning, muhim xabar bor..",iltimos cick bilan bog'laning muhim xabar bor..,SUSPICIOUS,uz,synthetic_suspicious_v1
"Sizga 900,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9027857",sizga 900 000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot ref 9027857,DANGEROUS,uz,v10_uzb_foundation
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,im fine babes aint been up 2 much tho saw scary movie yest its quite funny want 2mrw afternoon at town or mall or sumthin xx,SAFE,en,v10_eng_foundation
