text,clean_text,label,language,source,is_synthetic,length,has_url,has_number
U vas noviy yutuq! 619 000 yutib oldingiz. Claim your prize: https://t.me/prize_bot/424971!,u vas noviy yutuq 619 000 yutib oldingiz. claim your prize: https://t.me/prize_bot/424971,DANGEROUS,uz,v10_uzb_foundation,False,91,True,True
"Menga 342 000 tashlab ber, ertaga qaytaraman. :)",menga 342 000 tashlab ber ertaga qaytaraman. :,SAFE,uz,v10_uzb_foundation,False,48,False,True
Hisobingizga 165164 so'm kelib tushdi. Manba: Payme,hisobingizga 165164 so'm kelib tushdi. manba: payme,SAFE,uz,v10_uzb_foundation,False,51,False,True
Ehtiyot bo'ling! Bu havola xavfli bo'lishi mumkin. Xavfsiz ko'rish uchun maxsus vpN ishlating: vpn-fake.apk,ehtiyot bo'ling bu havola xavfli bo'lishi mumkin. xavfsiz ko'rish uchun maxsus vpn ishlating: vpn fake .apk,DANGEROUS,uz,v10_uzb_foundation,False,107,False,False
"Click: 100,000 so'm yutib oldingiz! Havolani bosing: click-bonus10.uz",click: 100 000 so'm yutib oldingiz havolani bosing: click bonus10.uz,DANGEROUS,uz,v10_uzb_foundation,False,69,True,True
"Buyurtmangiz tayyor, olib ketishingiz mumkin",buyurtmangiz tayyor olib ketishingiz mumkin,SAFE,en,v10_eng_foundation,False,44,False,False
That one week leave i put know that time. Why.,that one week leave i put know that time. why.,SAFE,en,v10_eng_foundation,False,46,False,False
Лимит карты скоро будет достигнут...,лимит карты скоро будет достигнут...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,36,False,False
Ertaga gaplashamiz,ertaga gaplashamiz,SAFE,uz,v10_uzb_foundation,False,18,False,False
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p provided by tones2you.co.uk,SUSPICIOUS,en,v10_eng_foundation,False,118,False,True
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",mila age23 blonde new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . 30pp/txt 1st 5free. å 1.50 increments. help08718728876,SUSPICIOUS,uz,v10_uzb_foundation,False,159,False,True
Hisobingizda yangi bildirishnoma kutmoqda...,hisobingizda yangi bildirishnoma kutmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,44,False,False
Members-only discount available now!,members only discount available now,SUSPICIOUS,en,synthetic_suspicious_v1,True,36,False,False
Yoour subscription renewal comes with a bonus...,yoour subscription renewal comes with a bonus...,SUSPICIOUS,en,synthetic_suspicious_v1,True,48,False,False
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_8,admin paneldan sizga vip status. olish: t.me/vip_bot_8,DANGEROUS,uz,v10_uzb_foundation,False,54,False,True
I.ll post her out l8r. In class,i.ll post her out l8r. in class,SAFE,en,v10_eng_foundation,False,31,False,True
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",dear sir salam alaikkum.pride and pleasure meeting you today at the tea shop.we are pleased to send you our contact number at qatar.rakhesh an indian.pls save our number.respectful regards.,SAFE,en,v10_eng_foundation,False,189,False,False
Yaxshi dam oldingmi,yaxshi dam oldingmi,SAFE,uz,v10_uzb_foundation,False,19,False,False
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=19,sizning humo kartangiz orqali shubhali tranzaksiya amalga oshirildi. bekor qilish uchun bosing: bit.ly/bank auth id 19,DANGEROUS,uz,v10_uzb_foundation,False,118,False,True
IT Deaprtment: password change recomemnded,it deaprtment: password change recomemnded,SUSPICIOUS,en,synthetic_suspicious_v1,True,42,False,False
Shant disturb u anymore... Jia you...,shant disturb u anymore... jia you...,SAFE,uz,v10_uzb_foundation,False,37,False,False
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/8598008,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus uz.com/id/8598008,DANGEROUS,uz,v10_uzb_foundation,False,79,True,True
Ok u can take me shopping when u get paid =D,ok u can take me shopping when u get paid d,SAFE,uz,v10_uzb_foundation,False,44,False,False
Bugun 13:00 da ko'rishamiz..,bugun 13:00 da ko'rishamiz..,SAFE,uz,v10_uzb_foundation,False,28,False,True
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,sounds like there could be a lot of time spent in that chastity device boy ... grins ... or take your beatings like a good dog. going to lounge in a nice long bath now,SAFE,en,v10_eng_foundation,False,171,False,False
Telefonni ko'tar! :),telefonni ko'tar :,SAFE,uz,v10_uzb_foundation,False,20,False,False
Telegram premium sovg'a claim qiling: http://uz-confirm.com/938051 -,telegram premium sovg'a claim qiling: http://uz confirm.com/938051,DANGEROUS,uz,v10_uzb_foundation,False,68,True,True
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,lol ... i really need to remember to eat when i'm drinking but i do appreciate you keeping me company that night babe smiles,SAFE,en,v10_eng_foundation,False,126,False,False
Was the actual exam harder than NBME,was the actual exam harder than nbme,SAFE,en,v10_eng_foundation,False,36,False,False
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://click-safety.uz/959208!,vasha karta bloklandi. tasdiqlash uchun linkni bosing: http://click safety.uz/959208,DANGEROUS,uz,v10_uzb_foundation,False,85,True,True
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum-tasdiq.uz,uzum pay to'lovi amalga oshmadi. hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum tasdiq.uz,DANGEROUS,uz,v10_uzb_foundation,False,103,True,False
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,wanna get laid 2nite want real dogging locations sent direct to ur mobile join the uk's largest dogging network. txt park to 69696 now nyt. ec2a. 3lp å 1.50/msg,SUSPICIOUS,en,v10_eng_foundation,False,163,False,True
Bonus: +500 MB.,bonus: 500 mb.,SAFE,uz,v10_uzb_foundation,False,15,False,True
Госуслуги: Вам начислена выплата 104 000. https://bit.ly/claim-74151 ),госуслуги: вам начислена выплата 104 000. https://bit.ly/claim 74151,DANGEROUS,ru,v10_rus_foundation,False,70,True,True
"Menga 3230,000 so'm tashlab tura olasanmi?!",menga 3230 000 so'm tashlab tura olasanmi,SAFE,uz,v10_uzb_foundation,False,43,False,True
Xizmat haqi: 366369 so'm. Uzcard xizmati.,xizmat haqi: 366369 so'm. uzcard xizmati.,SAFE,uz,v10_uzb_foundation,False,41,False,True
Bugun 11:15 da ko'rishamiz.?,bugun 11:15 da ko'rishamiz.,SAFE,uz,v10_uzb_foundation,False,28,False,True
Оплата заказа №2579 не прошла. Повторите: https://t.me/prize_bot/259027 ),оплата заказа 2579 не прошла. повторите: https://t.me/prize_bot/259027,DANGEROUS,ru,v10_rus_foundation,False,73,True,True
A new device signed into yoru account,a new device signed into yoru account,SUSPICIOUS,en,synthetic_suspicious_v1,True,37,False,False
Xizmat haqi: 288499 so'm. Humo xizmati.,xizmat haqi: 288499 so'm. humo xizmati.,SAFE,uz,v10_uzb_foundation,False,39,False,True
Service udate: migration in progress...,service udate: migration in progress...,SUSPICIOUS,en,synthetic_suspicious_v1,True,39,False,False
Xizmat ko'rsatish markazzi: hisobingizni tasdiqlang,xizmat ko'rsatish markazzi: hisobingizni tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,True,51,False,False
O'tkazma qabul qilindi: 64837 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 64837 so'm. humo/uzcard,SAFE,uz,v10_uzb_foundation,False,47,False,True
U vas noviy yutuq! 152 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/341840..,u vas noviy yutuq 152 000 yutib oldingiz. claim your prize: http://uz confirm.com/341840..,DANGEROUS,uz,v10_uzb_foundation,False,91,True,True
Sizga 596208 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 596208 so'm bonus berildi olish uchun: http://promo gift.ml,SUSPICIOUS,uz,v10_uzb_foundation,False,66,True,True
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://uz-confirm.com/911467 -,sizning kartangiz bloklandi. tasdiqlash uchun: http://uz confirm.com/911467,DANGEROUS,uz,v10_uzb_foundation,False,77,True,True
"Hisobingizdan 15,000 so'm yechildi, taniyasizmi!",hisobingizdan 15 000 so'm yechildi taniyasizmi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,48,False,True
Please tell me you have some of that special stock you were talking about,please tell me you have some of that special stock you were talking about,SAFE,en,v10_eng_foundation,False,73,False,False
08714712388 between 10am-7pm Cost 10p,08714712388 between 10am 7pm cost 10p,SUSPICIOUS,en,v10_eng_foundation,False,37,False,True
For fear of fainting with the of all that housework you just did? Quick have a cuppa,for fear of fainting with the of all that housework you just did quick have a cuppa,SAFE,en,v10_eng_foundation,False,84,False,False
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=16,diqqat kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo unlock.com/kod user 16,DANGEROUS,uz,v10_uzb_foundation,False,156,True,True
Ertaga uchrashamiz.,ertaga uchrashamiz.,SAFE,uz,v10_uzb_foundation,False,19,False,False
To'lov amalga oshirish uchun tasdiqlsah kerak,to'lov amalga oshirish uchun tasdiqlsah kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,True,45,False,False
Thank god they are in bed!,thank god they are in bed,SAFE,en,v10_eng_foundation,False,26,False,False
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent we are trying to contact u. todays draw shows that you have won a 800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only,SUSPICIOUS,uz,v10_uzb_foundation,False,156,False,True
Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah i forgot. u can only take 2 out shopping at once.,SAFE,uz,v10_uzb_foundation,False,57,False,True
Karta faollashtirildi. Kod: 841145,karta faollashtirildi. kod: 841145,SAFE,uz,v10_uzb_foundation,False,34,False,True
Muvaffaqiyatli to'lov! Miqdor: 225990 so'm. Uzum,muvaffaqiyatli to'lov miqdor: 225990 so'm. uzum,SAFE,uz,v10_uzb_foundation,False,48,False,True
hanks lotsly!,hanks lotsly,SAFE,en,v10_eng_foundation,False,13,False,False
"Yes but i dont care! I need you bad, princess!",yes but i dont care i need you bad princess,SAFE,en,v10_eng_foundation,False,46,False,False
Service udate: migration in progress!,service udate: migration in progress,SUSPICIOUS,en,synthetic_suspicious_v1,True,37,False,False
"Kriptovalyuta sarmoya qilib kuniga 790,000 so'm toping: https://uz-yutuq.com/p=6413041",kriptovalyuta sarmoya qilib kuniga 790 000 so'm toping: https://uz yutuq.com/p 6413041,DANGEROUS,uz,v10_uzb_foundation,False,86,True,True
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=7450329,shifrdan nusxa olindi. parolni yangilang: https://t.me/premium_uz_bot ref 7450329,DANGEROUS,en,v10_eng_foundation,False,81,True,True
Akkauntingiz uchun 15% chegirmaga haqingiz bro!,akkauntingiz uchun 15 chegirmaga haqingiz bro,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,True
"Davlat tomonidan 2280,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-2439271",davlat tomonidan 2280 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bit.ly/uz 2439271,DANGEROUS,uz,v10_uzb_foundation,False,106,True,True
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=6191633,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://t.me/premium_uz_bot ref 6191633,DANGEROUS,uz,v10_uzb_foundation,False,88,True,True
Bugungi majlis 15:15 ga surildi....,bugungi majlis 15:15 ga surildi....,SAFE,en,v10_eng_foundation,False,35,False,True
"It could work, we'll reach a consensus at the next meeting",it could work we'll reach a consensus at the next meeting,SAFE,en,v10_eng_foundation,False,58,False,False
Hammasi bepul! Siz hech narsa yo'qotmaysiz. Ssilkaga kiring va ko'ring!,hammasi bepul siz hech narsa yo'qotmaysiz. ssilkaga kiring va ko'ring,DANGEROUS,uz,v10_uzb_foundation,False,71,False,False
IT Security: two-factro authentication update..,it security: two factro authentication update..,SUSPICIOUS,en,synthetic_suspicious_v1,True,47,False,False
K..k.:)congratulation ..,k..k.: congratulation ..,SAFE,en,v10_eng_foundation,False,24,False,False
Following up on our conversatioon earlier...,following up on our conversatioon earlier...,SUSPICIOUS,en,synthetic_suspicious_v1,True,44,False,False
Telegram premium sovg'a claim qiling: http://pay-check.net/755520 :),telegram premium sovg'a claim qiling: http://pay check.net/755520 :,DANGEROUS,uz,v10_uzb_foundation,False,68,True,True
Bugungi majlis 8:15 ga surildi. tezroq,bugungi majlis 8:15 ga surildi. tezroq,SAFE,en,v10_eng_foundation,False,38,False,True
Pls come quick cant bare this.,pls come quick cant bare this.,SAFE,en,v10_eng_foundation,False,30,False,False
Dad went out oredi... ,dad went out oredi...,SAFE,en,v10_eng_foundation,False,22,False,False
Вход в личный кабинет с нового устройства. Это не вы? https://t.me/prize_bot/698014!!,вход в личный кабинет с нового устройства. это не вы https://t.me/prize_bot/698014,DANGEROUS,ru,v10_rus_foundation,False,85,True,True
"Sizga 500,000 so'm mukofot yozildi. Olish uchun ssilkaga kiring: http://t.me/secure_bot",sizga 500 000 so'm mukofot yozildi. olish uchun ssilkaga kiring: http://t.me/secure_bot,DANGEROUS,uz,v10_uzb_foundation,False,87,True,True
Kechikaman biroz 11:30 da boraman. :),kechikaman biroz 11:30 da boraman. :,SAFE,uz,v10_uzb_foundation,False,37,False,True
You want to go? ,you want to go,SAFE,en,v10_eng_foundation,False,16,False,False
Xizmat haqi: 310912 so'm. Uzcard xizmati.,xizmat haqi: 310912 so'm. uzcard xizmati.,SAFE,uz,v10_uzb_foundation,False,41,False,True
"NBU: Hisobingizdan 3340,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=489340",nbu: hisobingizdan 3340 000 so'm yechib olindi bekor qilish: http://pochta uz.com/track 489340,DANGEROUS,uz,v10_uzb_foundation,False,95,True,True
Yup...,yup...,SAFE,en,v10_eng_foundation,False,6,False,False
Verify yoour kartangizni please..,verify yoour kartangizni please..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,33,False,False
Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/627860,davlat subsidiyasi uchun ariza qoldiring http://uz confirm.com/627860,DANGEROUS,uz,v10_uzb_foundation,False,69,True,True
Инвестиции в газ! Доход от 488 000 в неделю: http://click-safety.uz/191655 :),инвестиции в газ доход от 488 000 в неделю: http://click safety.uz/191655 :,DANGEROUS,ru,v10_rus_foundation,False,77,True,True
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",helloooo... wake up.. sweet morning welcomes you enjoy this day with full of joy .. gud mrng .,SAFE,en,v10_eng_foundation,False,109,False,False
Dars tayyorlash jonizga tegdimi? Bizning chatgpt botimiz hammasini ishlab beradi. Bot: @fake-gpt,dars tayyorlash jonizga tegdimi bizning chatgpt botimiz hammasini ishlab beradi. bot: fake gpt,DANGEROUS,en,v10_eng_foundation,False,96,False,False
👄🥺Загляни ко мне в профиль🥺👄,загляни ко мне в профиль,SUSPICIOUS,ru,v10_rus_foundation,False,28,False,False
Rasmni ko'ring: document.jpg.apk,rasmni ko'ring: document.jpg .apk,DANGEROUS,uz,v10_uzb_foundation,False,32,False,False
Kartangiz bo'yicha operatsiya amalga oshiriildi,kartangiz bo'yicha operatsiya amalga oshiriildi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,False
I love to wine and dine my lady!,i love to wine and dine my lady,SAFE,en,v10_eng_foundation,False,32,False,False
Genius what's up. How your brother. Pls send his number to my skype.,genius what's up. how your brother. pls send his number to my skype.,SAFE,en,v10_eng_foundation,False,68,False,False
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=1256159,diqqat akkauntingiz xavf ostida. tasdiqlash uchun kiring: https://t.me/premium_uz_bot ref 1256159,DANGEROUS,uz,v10_uzb_foundation,False,98,True,True
"Davlat tomonidan 3490,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=1920252",davlat tomonidan 3490 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click auth.uz/code 1920252,DANGEROUS,uz,v10_uzb_foundation,False,116,True,True
"Menga 56 000 tashlab ber, ertaga qaytaraman.!!",menga 56 000 tashlab ber ertaga qaytaraman.,SAFE,uz,v10_uzb_foundation,False,46,False,True
You've been selected for a suvrey..,you've been selected for a suvrey..,SUSPICIOUS,en,synthetic_suspicious_v1,True,35,False,False
"Menga 4090,000 so'm tashlab tura olasanmi?.",menga 4090 000 so'm tashlab tura olasanmi .,SAFE,uz,v10_uzb_foundation,False,43,False,True
"Kriptovalyuta sarmoya qilib kuniga 700,000 so'm toping: http://bit.ly/uz-1969113",kriptovalyuta sarmoya qilib kuniga 700 000 so'm toping: http://bit.ly/uz 1969113,DANGEROUS,uz,v10_uzb_foundation,False,80,True,True
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry std txt rate t c's apply 08452810073 for details 18,SUSPICIOUS,en,v10_eng_foundation,False,143,False,True
Your daily text from me ÂÃÃ a favour this time,your daily text from me â ã ã a favour this time,SAFE,en,v10_eng_foundation,False,49,False,False
Hisobingizdan 568 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://pay-check.net/935013,hisobingizdan 568 000 som spisanie. agar bu siz bo'lmasangiz cancel qiling: http://pay check.net/935013,DANGEROUS,uz,v10_uzb_foundation,False,103,True,True
Yup but not studying surfing lor. I'm in e lazy mode today.,yup but not studying surfing lor. i'm in e lazy mode today.,SAFE,en,v10_eng_foundation,False,59,False,False
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,just hopeing that wasn't too pissed up to remember and has gone off to his sisters or something,SAFE,en,v10_eng_foundation,False,96,False,False
"Kriptovalyuta sarmoya qilib kuniga 2420,000 so'm toping: http://pochta-uz.com/track=2316729",kriptovalyuta sarmoya qilib kuniga 2420 000 so'm toping: http://pochta uz.com/track 2316729,DANGEROUS,uz,v10_uzb_foundation,False,91,True,True
"Menga 406 000 tashlab ber, ertaga qaytaraman. :)",menga 406 000 tashlab ber ertaga qaytaraman. :,SAFE,uz,v10_uzb_foundation,False,48,False,True
"Sizga 10,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://agrobank-kredit.com?id=14",sizga 10 000 000 so'm mikrokredit tasdiqlandi pulni kartaga tushirish uchun: http://agrobank kredit.com id 14,DANGEROUS,uz,v10_uzb_foundation,False,110,True,True
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/26,click: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme error.com/verify/26,DANGEROUS,uz,v10_uzb_foundation,False,131,True,True
"Sizga yangi xabar keli,d tekshiring",sizga yangi xabar keli d tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,True,35,False,False
Sizning kodingiz: 951023,sizning kodingiz: 951023,SAFE,uz,v10_uzb_foundation,False,24,False,True
Pulni tashladim tekshirib ko'r....,pulni tashladim tekshirib ko'r....,SAFE,uz,v10_uzb_foundation,False,34,False,False
OXIGI TRANZAKSIYANI TASDIQALNG ILTIMOS,oxigi tranzaksiyani tasdiqalng iltimos,SUSPICIOUS,uz,synthetic_suspicious_v1,True,38,False,False
shakar narxi qancha ekan hozir?.,shakar narxi qancha ekan hozir .,SAFE,uz,v10_uzb_foundation,False,32,False,False
"Oh fine, I'll be by tonight",oh fine i'll be by tonight,SAFE,en,v10_eng_foundation,False,27,False,False
"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",erm ill pick you up at about 6.45pm. that'll give enough time to get there park and that.,SAFE,en,v10_eng_foundation,False,92,False,True
Mening nomerim bilan ovoz bering yutib oling: tanlov3.uz,mening nomerim bilan ovoz bering yutib oling: tanlov3.uz,DANGEROUS,uz,v10_uzb_foundation,False,56,True,True
Sizning limitiz ispolzovan. Uvelichit limit: http://pay-check.net/388609,sizning limitiz ispolzovan. uvelichit limit: http://pay check.net/388609,DANGEROUS,uz,v10_uzb_foundation,False,72,True,True
Muvaffaqiyatli to'lov! Miqdor: 356969 so'm. Uzum,muvaffaqiyatli to'lov miqdor: 356969 so'm. uzum,SAFE,uz,v10_uzb_foundation,False,48,False,True
"Menga 359 000 tashlab ber, ertaga qaytaraman. :)",menga 359 000 tashlab ber ertaga qaytaraman. :,SAFE,uz,v10_uzb_foundation,False,48,False,True
Hisobingiz faoliyatida oz'garish mavjud!,hisobingiz faoliyatida oz'garish mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,True,40,False,False
Balansingiz: 236331 so'm. To'lov muvaffaqiyatli.,balansingiz: 236331 so'm. to'lov muvaffaqiyatli.,SAFE,uz,v10_uzb_foundation,False,48,False,True
Bugun 21:45 da ko'rishamiz....,bugun 21:45 da ko'rishamiz....,SAFE,uz,v10_uzb_foundation,False,30,False,True
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a å 500 prize txt word: collect to no: 83355 ibhltd ldnw15h 150p/mtmsgrcvd18,SUSPICIOUS,en,v10_eng_foundation,False,148,False,True
K then 2marrow are you coming to class.,k then 2marrow are you coming to class.,SAFE,en,v10_eng_foundation,False,39,False,True
Your account is blocked! Podtverdite svoyu lichnost: http://click-safety.uz/243061!,your account is blocked podtverdite svoyu lichnost: http://click safety.uz/243061,DANGEROUS,en,v10_eng_foundation,False,83,True,True
Yangi xabar keldi. O'qish: http://msg-read.top,yangi xabar keldi. o'qish: http://msg read.top,SUSPICIOUS,uz,v10_uzb_foundation,False,46,True,False
"Menga 679 000 tashlab ber, ertaga qaytaraman. ?",menga 679 000 tashlab ber ertaga qaytaraman.,SAFE,uz,v10_uzb_foundation,False,47,False,True
"NBU: Hisobingizdan 850,000 so'm yechib olindi! Bekor qilish: http://bonus-uz.com/id/888611",nbu: hisobingizdan 850 000 so'm yechib olindi bekor qilish: http://bonus uz.com/id/888611,DANGEROUS,uz,v10_uzb_foundation,False,90,True,True
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=45,diqqat kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo unlock.com/kod user 45,DANGEROUS,uz,v10_uzb_foundation,False,156,True,True
"Tabriklaymiz siz 3700,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=1098728",tabriklaymiz siz 3700 000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot ref 1098728,DANGEROUS,uz,v10_uzb_foundation,False,121,True,True
Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-711083 OK,click: to'lov xatosi. kartani qayta bog'lang https://bit.ly/claim 711083 ok,DANGEROUS,uz,v10_uzb_foundation,False,75,True,True
"We met at the conference, reemmber me?",we met at the conference reemmber me,SUSPICIOUS,en,synthetic_suspicious_v1,True,38,False,False
I am late. I will be there at,i am late. i will be there at,SAFE,en,v10_eng_foundation,False,29,False,False
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=628730,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: https://uz yutuq.com/p 628730,DANGEROUS,uz,v10_uzb_foundation,False,90,True,True
Arizangiz rad etildi.,arizangiz rad etildi.,SAFE,uz,v10_uzb_foundation,False,21,False,False
"Sizga 4300,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=3857669",sizga 4300 000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click auth.uz/code 3857669,DANGEROUS,uz,v10_uzb_foundation,False,110,True,True
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 7590). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/13",sizning hisobingizdan 4 200 000 so'm yechib olindi ref: 7590 . bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov bekor.uz/13,DANGEROUS,uz,v10_uzb_foundation,False,140,True,True
"Your resume was forwarded to me, let's taalk!",your resume was forwarded to me let's taalk,SUSPICIOUS,en,synthetic_suspicious_v1,True,45,False,False
"Menga 2580,000 so'm tashlab tura olasanmi? :)",menga 2580 000 so'm tashlab tura olasanmi :,SAFE,uz,v10_uzb_foundation,False,45,False,True
"Davlat tomonidan 1000,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-7579120",davlat tomonidan 1000 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bit.ly/uz 7579120,DANGEROUS,uz,v10_uzb_foundation,False,106,True,True
Sizga 859404 so'm bonus berildi! Olish uchun: http://bonusuz.click,sizga 859404 so'm bonus berildi olish uchun: http://bonusuz.click,SUSPICIOUS,uz,v10_uzb_foundation,False,66,True,True
Kodingiz: 956456. Uni hech qachon begona shaxslarga aytmang!,kodingiz: 956456. uni hech qachon begona shaxslarga aytmang,SAFE,uz,v10_uzb_foundation,False,60,False,True
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-1977815,uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz 1977815,DANGEROUS,uz,v10_uzb_foundation,False,73,True,True
Telegram Premium free! Botga kiring http://pay-check.net/888220!!,telegram premium free botga kiring http://pay check.net/888220,DANGEROUS,en,v10_eng_foundation,False,65,True,True
Telegram Premium free! Botga kiring https://t.me/prize_bot/875442.,telegram premium free botga kiring https://t.me/prize_bot/875442.,DANGEROUS,en,v10_eng_foundation,False,66,True,True
Yangi video yuklandi 18+ apk yuklab oling: https://t.me/premium_uz_bot?ref=6474920,yangi video yuklandi 18 apk yuklab oling: https://t.me/premium_uz_bot ref 6474920,DANGEROUS,en,v10_eng_foundation,False,82,True,True
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him knowing this may get him fired,SAFE,en,v10_eng_foundation,False,240,False,False
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/5481751,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: http://bonus uz.com/id/5481751,DANGEROUS,uz,v10_uzb_foundation,False,91,True,True
