text,clean_text,label,language,source,category
Банк: проверка операций по вашей карте...,банк: проверка операций по вашей карте...,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
AKKAUNNTINGIZ TEKSHIRUVDAN O'TISHI KERAK,akkaunntingiz tekshiruvdan o'tishi kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Network alert: connectivity changes detected!,network alert: connectivity changes detected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Siz tnlab olingan foydalanuvchilardansiz!,siz tnlab olingan foydalanuvchilardansiz,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
HISOBINGIZ UCHUN NEW OFFFER BOR,hisobingiz uchun new offfer bor,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Guruhda sizni eslatishdi, tekshirng...",guruhda sizni eslatishdi tekshirng...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Exclusie deal for selected users!,exclusie deal for selected users,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Login qilib tekshirib koo'rng...,login qilib tekshirib koo'rng...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Bugungi aksiya: barccha foydalanuvchilarga bons,bugungi aksiya: barccha foydalanuvchilarga bons,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"ASSALOMU ALAYKUM, UZMOBILE DAN QO''NG'IROQ BO'LAADI, JAVOB BERINNG",assalomu alaykum uzmobile dan qo''ng'iroq bo'laadi javob berinng,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
CAN YOU CONFIIRM IF THIS EMAIL IS YOURS?,can you confiirm if this email is yours,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Verify yoru email to keep your account active!,verify yoru email to keep your account active,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Ktuilmagan kiirish aniqlandi, tekshiring!",ktuilmagan kiirish aniqlandi tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Quick question about the document you shaed...,quick question about the document you shaed...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Quck question about the document you shared!,quck question about the document you shared,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Hisobngizni yangilash talab qilinmoqda,hisobngizni yangilash talab qilinmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Discouunt olish uchun register qiling..,discouunt olish uchun register qiling..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Ma'lumotlaringiz bo'yicha yngilik mvjud,ma'lumotlaringiz bo'yicha yngilik mvjud,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Claim your welcome bonus tooday,claim your welcome bonus tooday,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
You've been chosen for a 10% discount...,you've been chosen for a 10 discount...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Network alert: connecivity changes detected,network alert: connecivity changes detected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Kimir sining akkauntingizga kirmoqchi bo'ldi!,kimir sining akkauntingizga kirmoqchi bo'ldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Teniik xizmat xabari: tizim yangilanishi rejalashtirilgan,teniik xizmat xabari: tizim yangilanishi rejalashtirilgan,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
You wre tagged in a conversation!,you wre tagged in a conversation,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Hisobingiz holtai yangilandi...,hisobingiz holtai yangilandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Kidir sizni kontakt sifatida ko'ratdi,kidir sizni kontakt sifatida ko'ratdi,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Akauntingiz xavfsizlik sabbli tekshirilmoqda...,akauntingiz xavfsizlik sabbli tekshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Texnik bo'lm: tizim yangilnaishi amalga oshirilmoqda...,texnik bo'lm: tizim yangilnaishi amalga oshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Your account is pendnig review, please verify",your account is pendnig review please verify,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Avtoplatej bugun da amalga oshiiladi,avtoplatej bugun da amalga oshiiladi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Katrangiz bo'yicha operatsyia amalga oshirildi,katrangiz bo'yicha operatsyia amalga oshirildi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
You're eligible for a cashback offer!,you're eligible for a cashback offer,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
HR Depratment: benefits enrollment dealdine approaching...,hr depratment: benefits enrollment dealdine approaching...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Hiisobingizda 7 ta yangi xabar bor!,hiisobingizda 7 ta yangi xabar bor,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
"Yor session will expire soon, please re-authenticate...",yor session will expire soon please re authenticate...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Maxsus taklifdan foydalaning, vaqt chekklangan...",maxsus taklifdan foydalaning vaqt chekklangan...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Billing: invoice diiscrepancy found!,billing: invoice diiscrepancy found,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"Siz 25,000 so'm miqdorida mukofot olishingiz mumkin..",siz 25 000 so'm miqdorida mukofot olishingiz mumkin..,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Your acces may be limited without verification,your acces may be limited without verification,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Hisoingiz baansi 500,000 so'mdaan psat...",hisoingiz baansi 500 000 so'mdaan psat...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Maa'lumotlaringizni 3 kun da yangilang...,maa'lumotlaringizni 3 kun da yangilang...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Messae pendiing bor sizda,messae pendiing bor sizda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Hisoingiz balansi 500,000 so'mdan past!",hisoingiz balansi 500 000 so'mdan past,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Admin: yor permissions have been modified!,admin: yor permissions have been modified,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Foydalanuvchilarga maaxsus imkoniyat taqdim etilmoqda..,foydalanuvchilarga maaxsus imkoniyat taqdim etilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Hisobnigiz muddati tugash arafasida...,hisobnigiz muddati tugash arafasida...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Did you send me a file? I received something..,did you send me a file i received something..,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Time-sensitive: confirm your account dteails,time sensitive: confirm your account dteails,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Subscription expire bo'lmoqda...,subscription expire bo'lmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Tizim xavfsizligi: mal'umotlaringizni tekshiring,tizim xavfsizligi: mal'umotlaringizni tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Do'stnigiz akkauntingizga kirishga harakat qildi,do'stnigiz akkauntingizga kirishga harakat qildi,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Foydalanuvchi sifatida ma'lumotlaringizni tasdilqang,foydalanuvchi sifatida ma'lumotlaringizni tasdilqang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Siz 15,000 so'm miqdorida mukofot olisshingiz mumkiin!",siz 15 000 so'm miqdorida mukofot olisshingiz mumkiin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
We hvae an opportunity that might interest you...,we hvae an opportunity that might interest you...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Xizat ko'rsatish markazi: hisobingizni tasdiqlang...,xizat ko'rsatish markazi: hisobingizni tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
To'lov holat:i kutilmoqda. Tasdiqlang,to'lov holat:i kutilmoqda. tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"A friend sent you a giftt, check it out",a friend sent you a giftt check it out,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Xizmat ko'rastish markazi: hisobingizni tasdiqlang...,xizmat ko'rastish markazi: hisobingizni tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Bakn xizmati: kartangiz holati tekshirilmoqda,bakn xizmati: kartangiz holati tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
It Deaprtment: password chnage recommended...,it deaprtment: password chnage recommended...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Hisobingiz holtai yangilandi!,hisobingiz holtai yangilandi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Account review: suspicious activity detected,account review: suspicious activity detected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Your order stauts has chaned,your order stauts has chaned,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Confirming if you reigstered for the event,confirming if you reigstered for the event,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Akkauntingiz uchun 10% chegirmga haqingiz bor,akkauntingiz uchun 10 chegirmga haqingiz bor,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
SECURE YOUR HSIBOINGIZNI,secure your hsiboingizni,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Your order status has chnaged...,your order status has chnaged...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Complete your profile for a bonus reward...,complete your profile for a bonus reward...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Ma'lummotlaringizni bugn da yangilang,ma'lummotlaringizni bugn da yangilang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Fruad prevention: verify recent transactions,fruad prevention: verify recent transactions,SUSPICIOUS,en,synthetic_suspicious_v1,authority
You've ben chosen for a 10% discount..,you've ben chosen for a 10 discount..,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
"Sizning profilingiz ko'rildi, kim ekanligini bilasizmi!",sizning profilingiz ko'rildi kim ekanligini bilasizmi,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Pllease confirm the recent chnages to your account..,pllease confirm the recent chnages to your account..,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Лимит карты скоро будет достигнут,лимит карты скоро будет достигнут,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Texniik ximat xabari: tizim yangilanishi rejalashtirilgan,texniik ximat xabari: tizim yangilanishi rejalashtirilgan,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Tizim ma'muriyati: parolingizzni yangilash tavsiya etiladi!,tizim ma'muriyati: parolingizzni yangilash tavsiya etiladi,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Profile ni update qilish keark,profile ni update qilish keark,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Мы нашли информацию на ваше имя, подтвердите!",мы нашли информацию на ваше имя подтвердите,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Akkauntingzi uchun 15% chegirmaga haqingiz bor!,akkauntingzi uchun 15 chegirmaga haqingiz bor,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Siza UzCard tomonidan maxsus taklif yuboildi...,siza uzcard tomonidan maxsus taklif yuboildi...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Transaction failed bo'lid, tekshiring!",transaction failed bo'lid tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Time-sensitive: cofnirm your account details,time sensitive: cofnirm your account details,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Salom, sizning rqaamingiz Ucell da ro'yxatan o'tgan",salom sizning rqaamingiz ucell da ro'yxatan o'tgan,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
HISOIBNGIIZ UCHUN MAXSUS BONUS TAYYORLANDI,hisoibngiiz uchun maxsus bonus tayyorlandi,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Password ni o'zgartiring please...,password ni o'zgartiring please...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Kartangiz bo'yicha operatsiya amagla oshhiridli...,kartangiz bo'yicha operatsiya amagla oshhiridli...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Hisoingizdan noma'lum manzilga pul o'tkazildi,hisoingizdan noma'lum manzilga pul o'tkazildi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Akkauntingiz review qilinmoqda..,akkauntingiz review qilinmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hisobiniz temporaarily blocked,hisobiniz temporaarily blocked,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Bank: kartangiz faoliiyati tekshirilmoqda...,bank: kartangiz faoliiyati tekshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Your credentils need to be updated...,your credentils need to be updated...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Update required profilingiz ucun!,update required profilingiz ucun,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Hurmalti mijoz, akkauntingiz bo'yicha aniqlik kiritish kerak",hurmalti mijoz akkauntingiz bo'yicha aniqlik kiritish kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Подтвердите данные для восстановления доступа...,подтвердите данные для восстановления доступа...,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Tizimga kirish uchun hisobni qayta faollashtiring,tizimga kirish uchun hisobni qayta faollashtiring,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Юридический отдел: требуется ваше солгасие,юридический отдел: требуется ваше солгасие,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
"New rewards available, check youur eligibility...",new rewards available check youur eligibility...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Billing issue anqilandi hisobingizda!,billing issue anqilandi hisobingizda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Verify your email to keep yur account active...,verify your email to keep yur account active...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
You received a document frm Admmin!,you received a document frm admmin,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Bililng isseu aniqlandi hisobingizda,bililng isseu aniqlandi hisobingizda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
AKKAUNNTINGIZ TEKSHIRUVDAN O'TISHI KERK,akkaunntingiz tekshiruvdan o'tishi kerk,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Hisobingiza 6 ta yangi xabar bor,hisobingiza 6 ta yangi xabar bor,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Chegrma muddati ertaga da tugaydi,chegrma muddati ertaga da tugaydi,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Siz uhun yangilik bor, tasdiqlang",siz uhun yangilik bor tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Kartangiz bohqa qurilmaga ulandi,kartangiz bohqa qurilmaga ulandi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Vreify your kartangizni please...,vreify your kartangizni please...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Contact supprot iltimos, mumamo bor..",contact supprot iltimos mumamo bor..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
NEW SEASONAL OFFRE WATIING FOR YOU!,new seasonal offre watiing for you,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Hisobingiz temporarily blokced!,hisobingiz temporarily blokced,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Username yokki password xato!,username yokki password xato,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Банк: верификация вашй крты необходима!,банк: верификация вашй крты необходима,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
"Assalomu alaykum, Uzmobile dan qo'ng'iroq bo'ladi, javob berinng...",assalomu alaykum uzmobile dan qo'ng'iroq bo'ladi javob berinng...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Hiosbingizda shuhbali operatsiya kuzatildi...,hiosbingizda shuhbali operatsiya kuzatildi...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Sizning ma'luomtlaringiz bo'yiha tushuntirish kerak...,sizning ma'luomtlaringiz bo'yiha tushuntirish kerak...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Bugun ro'yxatdan o'ting va bonus olling...,bugun ro'yxatdan o'ting va bonus olling...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
New device dan longi bo'dli,new device dan longi bo'dli,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Texniik xizmat xabari: tiizim yangilanishi rejalashtirilgan,texniik xizmat xabari: tiizim yangilanishi rejalashtirilgan,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Hurmatli mijoz, akkauntingiz bo'yicha anilqik kiritish kerak",hurmatli mijoz akkauntingiz bo'yicha anilqik kiritish kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Claim your welcme bonus todya,claim your welcme bonus todya,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Xaavfsizlik tizimi: shubhali faoliyat aniqlandi...,xaavfsizlik tizimi: shubhali faoliyat aniqlandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Oxigri foliyat bo'yicha oghlantiris,oxigri foliyat bo'yicha oghlantiris,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Sizning acconut under review!,sizning acconut under review,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hisobingizga noma'lum qurilmadan ualnish bo'ldi...,hisobingizga noma'lum qurilmadan ualnish bo'ldi...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Sizga urgennt xabar keldi,sizga urgennt xabar keldi,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Proflingiz 3 kun ichida tasdiqlanishi kerak...,proflingiz 3 kun ichida tasdiqlanishi kerak...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"SIZ UCHUN YANGILIK BOR, TASDIQLAG...",siz uchun yangilik bor tasdiqlag...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
"Hey, this is Mike. Can you call me back on this numbe!r",hey this is mike. can you call me back on this numbe r,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Новый запрос на первеод средств...,новый запрос на первеод средств...,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Moderator xbari: akkauntingiz ko'rib chiqilmoqda,moderator xbari: akkauntingiz ko'rib chiqilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Profile ni upate qilish keakr,profile ni upate qilish keakr,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Tizim hisobingizzni tekshirsh so'ramoqda,tizim hisobingizzni tekshirsh so'ramoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Hisobingizda 6 ta yangi xabar bor...,hisobingizda 6 ta yangi xabar bor...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
"ILTIMOS, MA'LUMOTLARINGIZNI 3 KUN ICHIDA TASDIQLAG...",iltimos ma'lumotlaringizni 3 kun ichida tasdiqlag...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
New notification bor sizga,new notification bor sizga,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Message pending bor sizdda,message pending bor sizdda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Texniik yordam: tizimmga qayta kriing..,texniik yordam: tizimmga qayta kriing..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Xurmatli foyydalanuvchi, hisobingiz bo'yicha savol bor",xurmatli foyydalanuvchi hisobingiz bo'yicha savol bor,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Your access may be limited withoout verification!,your access may be limited withoout verification,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Hisobingizni ertaga ichhida tasdiqlang...,hisobingizni ertaga ichhida tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Siza 15,000 s'm cashback berilishi mummkin",siza 15 000 s'm cashback berilishi mummkin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
A new device signed intto yoru account...,a new device signed intto yoru account...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Legal: privacy policy update reuires acknowledgment,legal: privacy policy update reuires acknowledgment,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Special savings for valued customers...,special savings for valued customers...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
"Transaction failed bo'ldi, tekshirign",transaction failed bo'ldi tekshirign,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"We met at the conference, reemmber me?",we met at the conference reemmber me,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Akkauntingiz ucchun 10% cegirmaga haqingiz bor,akkauntingiz ucchun 10 cegirmaga haqingiz bor,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Moderator xbri: akkauntingiz ko'rib chiqilmoqda!,moderator xbri: akkauntingiz ko'rib chiqilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Pllease confirm the recent chnages to your account!,pllease confirm the recent chnages to your account,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Claim yor welcme bonus today,claim yor welcme bonus today,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Ваш профиль нуждается в актуализции!,ваш профиль нуждается в актуализции,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Members-only discount availble now,members only discount availble now,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Update required profilingiz uchn,update required profilingiz uchn,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Special prmotion endnig soon...,special prmotion endnig soon...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Premium obuna uchn maxsus chegirma,premium obuna uchn maxsus chegirma,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Bugungi aksiya: barcha foydalanuvchilarga bonus...,bugungi aksiya: barcha foydalanuvchilarga bonus...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Limited-time access available for premim fetaures...,limited time access available for premim fetaures...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Новый запрос на перевод средств,новый запрос на перевод средств,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
You were recommended by a mutual friend....,you were recommended by a mutual friend....,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Автоплатеж запланирован на через 24 часа,автоплатеж запланирован на через 24 часа,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Security team: new loogin policy in effect,security team: new loogin policy in effect,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Your weekly report is ready..,your weekly report is ready..,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Audit team: records need yuor confirmation...,audit team: records need yuor confirmation...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Profilingiz bugun ichida tasdiqlansishi kerak..,profilingiz bugun ichida tasdiqlansishi kerak..,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Hsiobingiz temporarily blocked..,hsiobingiz temporarily blocked..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Tizimga krish uchun hiobni qayta faollashtiring,tizimga krish uchun hiobni qayta faollashtiring,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Bugungi taklif: maxsus bous sizi kutmoqda,bugungi taklif: maxsus bous sizi kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Kartangiz expired bo'lid,kartangiz expired bo'lid,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
You have a pending notification...,you have a pending notification...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Akkountingizga yangi harakat qyad qilindi,akkountingizga yangi harakat qyad qilindi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
"Action taken on yur behalf, please review",action taken on yur behalf please review,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Siz 5,000 so'm miqdorida mukofot olishinggiz mumkin...",siz 5 000 so'm miqdorida mukofot olishinggiz mumkin...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Iltimos, Beeline bilan bog'laning, muhim xabar bor",iltimos beeline bilan bog'laning muhim xabar bor,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Security team: new login pollicy in effect,security team: new login pollicy in effect,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"Acction taken on your behalf, please review...",acction taken on your behalf please review...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Hisobigizda 6 ta yangi xabar bor,hisobigizda 6 ta yangi xabar bor,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Messae pending bor sizda...,messae pending bor sizda...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Profilingiz bo'yicha muhiim bildirishnoma,profilingiz bo'yicha muhiim bildirishnoma,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Confirm qiling akkauntingizni...,confirm qiling akkauntingizni...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Ваша учетная запись временно ограничена...,ваша учетная запись временно ограничена...,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Upgade your account with a limitted offeer,upgade your account with a limitted offeer,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
"Вас упоминали в разговоре, уточнтие детали",вас упоминали в разговоре уточнтие детали,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
"Hey, this is Johnn. Can you call me back on this number?",hey this is johnn. can you call me back on this number,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Payment pennding kutilmoqda...,payment pennding kutilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Profilingiz bo''yicha muim bildirishnoma,profilingiz bo''yicha muim bildirishnoma,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Account verification requierd withni 24 hours,account verification requierd withni 24 hours,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
NEW SEASONAL OFFFER WATIING FOR YOU!,new seasonal offfer watiing for you,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Akkauntingiz uchun 15% cheirmaga haqingiz bor..,akkauntingiz uchun 15 cheirmaga haqingiz bor..,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Maxus talkifdan foydalaning, vaqt cheklangan...",maxus talkifdan foydalaning vaqt cheklangan...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Sizning noingizga ariza tushdi...,sizning noingizga ariza tushdi...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Колллега прсил передать вам информацию,колллега прсил передать вам информацию,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Compliance team: documentation update needed,compliance team: documentation update needed,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Managemnet: new policy requires your agreement,managemnet: new policy requires your agreement,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Do you still ned help wih the project...,do you still ned help wih the project...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Ваша карта привязана к новому устройству,ваша карта привязана к новому устройству,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Xizmat ko'rsatish markazi: hisobingizni tasdiqlang,xizmat ko'rsatish markazi: hisobingizni tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
