text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: https://bit.ly/claim-68397.,vasha karta bloklandi. tasdiqlash uchun linkni bosing: https://bit.ly/claim-68397.,DANGEROUS,en,low,messages_cleaned_v6.csv
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://click-safety.uz/959208!,vasha karta bloklandi. tasdiqlash uchun linkni bosing: http://click-safety.uz/959208!,DANGEROUS,en,low,messages_cleaned_v6.csv
Click payment failed. Tasdiqlash uchun linkga o'ting: http://uz-confirm.com/47050...,click payment failed. tasdiqlash uchun linkga o'ting: http://uz-confirm.com/47050...,DANGEROUS,en,low,messages_cleaned_v6.csv
Vasha karta bloklandi. Tasdiqlash uchun linkni bosing: http://click-safety.uz/507702.,vasha karta bloklandi. tasdiqlash uchun linkni bosing: http://click-safety.uz/507702.,DANGEROUS,en,low,messages_cleaned_v6.csv
Click payment failed. Tasdiqlash uchun linkga o'ting: https://bit.ly/claim-613038 ),click payment failed. tasdiqlash uchun linkga o'ting: https://bit.ly/claim-613038 ),DANGEROUS,en,low,messages_cleaned_v6.csv
Click payment failed. Tasdiqlash uchun linkga o'ting: http://uz-confirm.com/233794 :),click payment failed. tasdiqlash uchun linkga o'ting: http://uz-confirm.com/233794 :),DANGEROUS,en,low,messages_cleaned_v6.csv
Click payment failed. Tasdiqlash uchun linkga o'ting: http://pay-check.net/48827!!,click payment failed. tasdiqlash uchun linkga o'ting: http://pay-check.net/48827!!,DANGEROUS,en,low,messages_cleaned_v6.csv
Click payment failed. Tasdiqlash uchun linkga o'ting: https://bit.ly/claim-564524 (,click payment failed. tasdiqlash uchun linkga o'ting: https://bit.ly/claim-564524 (,DANGEROUS,en,low,messages_cleaned_v6.csv
Click payment failed. Tasdiqlash uchun linkga o'ting: http://uz-confirm.com/244348..,click payment failed. tasdiqlash uchun linkga o'ting: http://uz-confirm.com/244348..,DANGEROUS,en,low,messages_cleaned_v6.csv
Vazifani jo'natvor iltimos. (,vazifani jo'natvor iltimos. (,SAFE,en,low,messages_cleaned_v6.csv
Rahmat kattakon!,rahmat kattakon!,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman. ?,yo'ldaman hozir boraman. ?,SAFE,en,low,messages_cleaned_v6.csv
Rahmat kattakon! ),rahmat kattakon! ),SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman. ),yo'ldaman hozir boraman. ),SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman. -,yo'ldaman hozir boraman. -,SAFE,en,low,messages_cleaned_v6.csv
Pulni tashladim tekshirib ko'r. (,pulni tashladim tekshirib ko'r. (,SAFE,en,low,messages_cleaned_v6.csv
Yaxshimisiz? Sog'liqlar qalay?,yaxshimisiz? sog'liqlar qalay?,SAFE,en,low,messages_cleaned_v6.csv
Yaxshimisiz? Sog'liqlar qalay? (,yaxshimisiz? sog'liqlar qalay? (,SAFE,en,low,messages_cleaned_v6.csv
Pulni tashladim tekshirib ko'r....,pulni tashladim tekshirib ko'r....,SAFE,en,low,messages_cleaned_v6.csv
Vazifani jo'natvor iltimos. :),vazifani jo'natvor iltimos. :),SAFE,en,low,messages_cleaned_v6.csv
Yaxshimisiz? Sog'liqlar qalay? ),yaxshimisiz? sog'liqlar qalay? ),SAFE,en,low,messages_cleaned_v6.csv
Xatni jo'natdingmi? (,xatni jo'natdingmi? (,SAFE,en,low,messages_cleaned_v6.csv
Yaxshimisiz? Sog'liqlar qalay? 👍,yaxshimisiz? sog'liqlar qalay? 👍,SAFE,en,low,messages_cleaned_v6.csv
Uyga qaytayotganda go'sht olib kel. 👍,uyga qaytayotganda go'sht olib kel. 👍,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman. :),yo'ldaman hozir boraman. :),SAFE,en,low,messages_cleaned_v6.csv
Xatni jo'natdingmi? 👍,xatni jo'natdingmi? 👍,SAFE,en,low,messages_cleaned_v6.csv
Ishlar bilan charchamayapsizmi? (,ishlar bilan charchamayapsizmi? (,SAFE,en,low,messages_cleaned_v6.csv
Ishlar bilan charchamayapsizmi? OK,ishlar bilan charchamayapsizmi? ok,SAFE,en,low,messages_cleaned_v6.csv
Vazifani jo'natvor iltimos....,vazifani jo'natvor iltimos....,SAFE,en,low,messages_cleaned_v6.csv
Xatni jo'natdingmi? ?,xatni jo'natdingmi? ?,SAFE,en,low,messages_cleaned_v6.csv
Yaxshimisiz? Sog'liqlar qalay? OK,yaxshimisiz? sog'liqlar qalay? ok,SAFE,en,low,messages_cleaned_v6.csv
Ishlar bilan charchamayapsizmi? -,ishlar bilan charchamayapsizmi? -,SAFE,en,low,messages_cleaned_v6.csv
Vazifani jo'natvor iltimos...,vazifani jo'natvor iltimos...,SAFE,en,low,messages_cleaned_v6.csv
Yaxshimisiz? Sog'liqlar qalay?..,yaxshimisiz? sog'liqlar qalay?..,SAFE,en,low,messages_cleaned_v6.csv
Pulni tashladim tekshirib ko'r...,pulni tashladim tekshirib ko'r...,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman. (,yo'ldaman hozir boraman. (,SAFE,en,low,messages_cleaned_v6.csv
Pulni tashladim tekshirib ko'r. :),pulni tashladim tekshirib ko'r. :),SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman. OK,yo'ldaman hozir boraman. ok,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman...,yo'ldaman hozir boraman...,SAFE,en,low,messages_cleaned_v6.csv
Pulni tashladim tekshirib ko'r. ?,pulni tashladim tekshirib ko'r. ?,SAFE,en,low,messages_cleaned_v6.csv
Yaxshimisiz? Sog'liqlar qalay? -,yaxshimisiz? sog'liqlar qalay? -,SAFE,en,low,messages_cleaned_v6.csv
Rahmat kattakon!..,rahmat kattakon!..,SAFE,en,low,messages_cleaned_v6.csv
Rahmat kattakon!...,rahmat kattakon!...,SAFE,en,low,messages_cleaned_v6.csv
Rahmat kattakon! :),rahmat kattakon! :),SAFE,en,low,messages_cleaned_v6.csv
Xatni jo'natdingmi? :),xatni jo'natdingmi? :),SAFE,en,low,messages_cleaned_v6.csv
Pulni tashladim tekshirib ko'r..,pulni tashladim tekshirib ko'r..,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman. 👍,yo'ldaman hozir boraman. 👍,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman.!,yo'ldaman hozir boraman.!,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman.!!,yo'ldaman hozir boraman.!!,SAFE,en,low,messages_cleaned_v6.csv
Pulni tashladim tekshirib ko'r. 👍,pulni tashladim tekshirib ko'r. 👍,SAFE,en,low,messages_cleaned_v6.csv
Rahmat kattakon! -,rahmat kattakon! -,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman....,yo'ldaman hozir boraman....,SAFE,en,low,messages_cleaned_v6.csv
Yaxshimisiz? Sog'liqlar qalay?...,yaxshimisiz? sog'liqlar qalay?...,SAFE,en,low,messages_cleaned_v6.csv
Ishlar bilan charchamayapsizmi? ?,ishlar bilan charchamayapsizmi? ?,SAFE,en,low,messages_cleaned_v6.csv
Vazifani jo'natvor iltimos.,vazifani jo'natvor iltimos.,SAFE,en,low,messages_cleaned_v6.csv
Xatni jo'natdingmi?,xatni jo'natdingmi?,SAFE,en,low,messages_cleaned_v6.csv
Xatni jo'natdingmi?!,xatni jo'natdingmi?!,SAFE,en,low,messages_cleaned_v6.csv
Ishlar bilan charchamayapsizmi?..,ishlar bilan charchamayapsizmi?..,SAFE,en,low,messages_cleaned_v6.csv
Ishlar bilan charchamayapsizmi?...,ishlar bilan charchamayapsizmi?...,SAFE,en,low,messages_cleaned_v6.csv
Rahmat kattakon!!,rahmat kattakon!!,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman.,yo'ldaman hozir boraman.,SAFE,en,low,messages_cleaned_v6.csv
Yo'ldaman hozir boraman..,yo'ldaman hozir boraman..,SAFE,en,low,messages_cleaned_v6.csv
Rahmat kattakon! OK,rahmat kattakon! ok,SAFE,en,low,messages_cleaned_v6.csv
Pulni tashladim tekshirib ko'r. OK,pulni tashladim tekshirib ko'r. ok,SAFE,en,low,messages_cleaned_v6.csv
Xatni jo'natdingmi? -,xatni jo'natdingmi? -,SAFE,en,low,messages_cleaned_v6.csv
Rahmat kattakon! 👍,rahmat kattakon! 👍,SAFE,en,low,messages_cleaned_v6.csv
Vazifani jo'natvor iltimos. -,vazifani jo'natvor iltimos. -,SAFE,en,low,messages_cleaned_v6.csv
Xatni jo'natdingmi?!!,xatni jo'natdingmi?!!,SAFE,en,low,messages_cleaned_v6.csv
Tasdiqlash kodi: 482901,tasdiqlash kodi: 482901,SAFE,en,low,master_semantic_dataset_v7.csv
Hisobingizdan 12000 so'm yechildi,hisobingizdan 12000 so'm yechildi,SAFE,en,low,master_semantic_dataset_v7.csv
O'tkazma qabul qilindi: 50000 so'm,o'tkazma qabul qilindi: 50000 so'm,SAFE,en,low,master_semantic_dataset_v7.csv
Bu kodni hech kimga bermang,bu kodni hech kimga bermang,SAFE,en,low,master_semantic_dataset_v7.csv
SMS kodingizni xodimlarimizga ham bermang,sms kodingizni xodimlarimizga ham bermang,SAFE,en,low,master_semantic_dataset_v7.csv
Sovrin yutib oldingiz,sovrin yutib oldingiz,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Profilingizni tasdiqlang,profilingizni tasdiqlang,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Karta ma'lumotlarini kiriting: http://secure-check.click,karta ma'lumotlarini kiriting: http://secure-check.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
"Akkauntingiz bloklandi, darhol loginni tasdiqlang: http://secure-login.click","akkauntingiz bloklandi, darhol loginni tasdiqlang: http://secure-login.click",DANGEROUS,en,low,master_semantic_dataset_v7.csv
Rasmni oching: photo.jpg.apk,rasmni oching: photo.jpg.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Karta raqami va cvv kodni kiriting,karta raqami va cvv kodni kiriting,DANGEROUS,en,low,master_semantic_dataset_v7.csv
To'lov amali bajarilmadi. Qayta kiriting: http://pay-check.xyz,to'lov amali bajarilmadi. qayta kiriting: http://pay-check.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Uchrashuv soati 10:00 da,uchrashuv soati 10:00 da,SAFE,en,low,master_semantic_dataset_v7.csv
Ertaga soat 9 da majlis,ertaga soat 9 da majlis,SAFE,en,low,master_semantic_dataset_v7.csv
"Kechirasiz, kech qolyapman","kechirasiz, kech qolyapman",SAFE,en,low,master_semantic_dataset_v7.csv
"Salom, qandaysan?","salom, qandaysan?",SAFE,en,low,master_semantic_dataset_v7.csv
Uyga kelganda tel qil,uyga kelganda tel qil,SAFE,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 2500 so'm,xizmat haqi: 2500 so'm,SAFE,en,low,master_semantic_dataset_v7.csv
Balansingiz: 4500.50 so'm,balansingiz: 4500.50 so'm,SAFE,en,low,master_semantic_dataset_v7.csv
To'lov muvaffaqiyatli yakunlandi,to'lov muvaffaqiyatli yakunlandi,SAFE,en,low,master_semantic_dataset_v7.csv
Karta ochish uchun arizangiz qabul qilindi,karta ochish uchun arizangiz qabul qilindi,SAFE,en,low,master_semantic_dataset_v7.csv
Tasdiqlash kodi: 9940. Hech kimga bermang,tasdiqlash kodi: 9940. hech kimga bermang,SAFE,en,low,master_semantic_dataset_v7.csv
Xavfsizlik yuzasidan kodni maxfiy tuting,xavfsizlik yuzasidan kodni maxfiy tuting,SAFE,en,low,master_semantic_dataset_v7.csv
BELEK: Sizga 100 000 so'm bonus berildi! Olish uchun: http://bonusuz.click,belek: sizga 100 000 so'm bonus berildi! olish uchun: http://bonusuz.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Yangi aksiyamizda ishtirok eting va iPhone yutib oling!,yangi aksiyamizda ishtirok eting va iphone yutib oling!,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizga sovg'a yuborildi. Tekshirish: http://tg-gift.link,sizga sovg'a yuborildi. tekshirish: http://tg-gift.link,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
"Darhol akkauntingizni tasdiqlang, aks holda o'chiriladi","darhol akkauntingizni tasdiqlang, aks holda o'chiriladi",DANGEROUS,en,low,master_semantic_dataset_v7.csv
Telegram Premium tekinga! Faqat bugun: http://t-premium.click,telegram premium tekinga! faqat bugun: http://t-premium.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
"Kodingizni menga ayting, tizimni tuzatamiz","kodingizni menga ayting, tizimni tuzatamiz",DANGEROUS,en,low,master_semantic_dataset_v7.csv
Yangilanishni yuklab oling: update.apk,yangilanishni yuklab oling: update.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hujjatni ko'ring: scan_doc.pdf.exe,hujjatni ko'ring: scan_doc.pdf.exe,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Sizning hisobingiz xavf ostida! Kirish: http://secure-bank.xyz,sizning hisobingiz xavf ostida! kirish: http://secure-bank.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Tekinga internet! Ulanish: http://free-net.ml,tekinga internet! ulanish: http://free-net.ml,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 1122. Uni xodimimizga ayting.,sizning kodingiz: 1122. uni xodimimizga ayting.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Bank xizmati: Karta bloklandi. Ochish uchun: http://unblock-card.io,bank xizmati: karta bloklandi. ochish uchun: http://unblock-card.io,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Keshbek 50%! Batafsil: http://cashback-uz.click,keshbek 50%! batafsil: http://cashback-uz.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
To'lovni tasdiqlash uchun kodni kiriting,to'lovni tasdiqlash uchun kodni kiriting,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Xush kelibsiz! Sizning parolingiz: 12345,xush kelibsiz! sizning parolingiz: 12345,SAFE,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 7788. Uni hech kimga e'lon qilmang.,sizning kodingiz: 7788. uni hech kimga e'lon qilmang.,SAFE,en,low,master_semantic_dataset_v7.csv
Dasturni yangilang: browser_new.apk,dasturni yangilang: browser_new.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Yangi xabar keldi. O'qish: http://msg-read.top,yangi xabar keldi. o'qish: http://msg-read.top,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 5566. Uni xodimlarimiz ham so'ramaydi.,sizning kodingiz: 5566. uni xodimlarimiz ham so'ramaydi.,SAFE,en,low,master_semantic_dataset_v7.csv
Hisobingiz to'ldirildi. Miqdor: 200000,hisobingiz to'ldirildi. miqdor: 200000,SAFE,en,low,master_semantic_dataset_v7.csv
Karta ma'lumotlari xavf ostida! Kodni ayting.,karta ma'lumotlari xavf ostida! kodni ayting.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Bonus kodi: GIFT10. Ishlatish: http://gift.uz,bonus kodi: gift10. ishlatish: http://gift.uz,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
To'lovni bekor qilish uchun: http://cancel-pay.xyz,to'lovni bekor qilish uchun: http://cancel-pay.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Diqqat! Akkauntingizga chetdan kirildi. Tekshirish: http://auth-check.net,diqqat! akkauntingizga chetdan kirildi. tekshirish: http://auth-check.net,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Tasdiqlash kodi: 1111,tasdiqlash kodi: 1111,SAFE,en,low,master_semantic_dataset_v7.csv
To'lov kodi: 2222. Uni kiritish orqali to'lovni yakunlang.,to'lov kodi: 2222. uni kiritish orqali to'lovni yakunlang.,SAFE,en,low,master_semantic_dataset_v7.csv
"Hech kimga kodni bermang, bu firibgarlik bo'lishi mumkin!","hech kimga kodni bermang, bu firibgarlik bo'lishi mumkin!",SAFE,en,low,master_semantic_dataset_v7.csv
Sizga keshbek qaytarildi: 15000 co'm,sizga keshbek qaytarildi: 15000 co'm,SAFE,en,low,master_semantic_dataset_v7.csv
Kredit uchun arizangiz rad etildi,kredit uchun arizangiz rad etildi,SAFE,en,low,master_semantic_dataset_v7.csv
Kreditingiz ma'qullandi! Shartnoma: http://bank-credit.click,kreditingiz ma'qullandi! shartnoma: http://bank-credit.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Sovg'a yutdingiz! http://prize.online,sovg'a yutdingiz! http://prize.online,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Karta raqamini yozing,karta raqamini yozing,DANGEROUS,en,low,master_semantic_dataset_v7.csv
CVV kodini ayting,cvv kodini ayting,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Amal qilish muddati kerak,amal qilish muddati kerak,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Telegramni yangilang: tg_update.apk,telegramni yangilang: tg_update.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hujjat: invoice.pdf.scr,hujjat: invoice.pdf.scr,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Login parolingizni kiriting: http://login-verify.top,login parolingizni kiriting: http://login-verify.top,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Xabar: 4444. Uni faqat saytimizda ishlating.,xabar: 4444. uni faqat saytimizda ishlating.,SAFE,en,low,master_semantic_dataset_v7.csv
"Kesha: Salom, qayerdasan?","kesha: salom, qayerdasan?",SAFE,en,low,master_semantic_dataset_v7.csv
Onam: Non olib kel,onam: non olib kel,SAFE,en,low,master_semantic_dataset_v7.csv
Ishxonadan: Majlis boshlandi,ishxonadan: majlis boshlandi,SAFE,en,low,master_semantic_dataset_v7.csv
SMS: To'lov qabul qilindi,sms: to'lov qabul qilindi,SAFE,en,low,master_semantic_dataset_v7.csv
Payme: Hisobingiz to'ldirildi,payme: hisobingiz to'ldirildi,SAFE,en,low,master_semantic_dataset_v7.csv
Click: O'tkazma bajarildi,click: o'tkazma bajarildi,SAFE,en,low,master_semantic_dataset_v7.csv
Uzcard: Karta faollashtirildi,uzcard: karta faollashtirildi,SAFE,en,low,master_semantic_dataset_v7.csv
Humo: To'lov muvaffaqiyatli,humo: to'lov muvaffaqiyatli,SAFE,en,low,master_semantic_dataset_v7.csv
Hech qachon kodingizni begonalarga aytmang!,hech qachon kodingizni begonalarga aytmang!,SAFE,en,low,master_semantic_dataset_v7.csv
Kodni so'rayotgan shaxslarga ishonmang!,kodni so'rayotgan shaxslarga ishonmang!,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 5 000 000 so'm yutuq chiqdi! http://win5m.click,sizga 5 000 000 so'm yutuq chiqdi! http://win5m.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
To'lovni tasdiqlash: http://pay-confirm.net,to'lovni tasdiqlash: http://pay-confirm.net,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Karta blokirovka qilindi. http://bank-unblock.xyz,karta blokirovka qilindi. http://bank-unblock.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Moderator: Parolingizni tasdiqlang,moderator: parolingizni tasdiqlang,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Karta raqami?.,karta raqami?.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
CVV?.,cvv?.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Aksiya: http://skidka.uz,aksiya: http://skidka.uz,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Arzon narxlar: http://shop-sale.click,arzon narxlar: http://shop-sale.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Video: http://tiktok-viral.ml,video: http://tiktok-viral.ml,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Rasmingiz: http://photo-view.top,rasmingiz: http://photo-view.top,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Dastur: vpn_free.apk,dastur: vpn_free.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Fayl: doc_01.zip,fayl: doc_01.zip,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 6677. Uni hech kimga bermang.,sizning kodingiz: 6677. uni hech kimga bermang.,SAFE,en,low,master_semantic_dataset_v7.csv
Kodni faqat to'lov oynasiga kiriting.,kodni faqat to'lov oynasiga kiriting.,SAFE,en,low,master_semantic_dataset_v7.csv
Karta raqami: 8600****,karta raqami: 8600****,SAFE,en,low,master_semantic_dataset_v7.csv
Omonat muddati tugadi,omonat muddati tugadi,SAFE,en,low,master_semantic_dataset_v7.csv
Xavfsizlik: Akkauntga kirildi,xavfsizlik: akkauntga kirildi,SAFE,en,low,master_semantic_dataset_v7.csv
Diqqat: Parolni o'zgartiring,diqqat: parolni o'zgartiring,SAFE,en,low,master_semantic_dataset_v7.csv
Telegram kodi: 8888,telegram kodi: 8888,SAFE,en,low,master_semantic_dataset_v7.csv
Google kodi: 9999,google kodi: 9999,SAFE,en,low,master_semantic_dataset_v7.csv
Facebook kodi: 1122,facebook kodi: 1122,SAFE,en,low,master_semantic_dataset_v7.csv
Apple kodi: 3344,apple kodi: 3344,SAFE,en,low,master_semantic_dataset_v7.csv
Instagram kodi: 5566,instagram kodi: 5566,SAFE,en,low,master_semantic_dataset_v7.csv
"Tasdiqlash kodi: 1212. Uni hech kimga bermang, xodimlarimiz ham so'ramaydi.","tasdiqlash kodi: 1212. uni hech kimga bermang, xodimlarimiz ham so'ramaydi.",SAFE,en,low,master_semantic_dataset_v7.csv
Xavfsizlik paroli: 4455,xavfsizlik paroli: 4455,SAFE,en,low,master_semantic_dataset_v7.csv
SMS xabarnoma: 10 000 so'm xalqaro o'tkazma,sms xabarnoma: 10 000 so'm xalqaro o'tkazma,SAFE,en,low,master_semantic_dataset_v7.csv
Yangi keshbek: 5000 so'm,yangi keshbek: 5000 so'm,SAFE,en,low,master_semantic_dataset_v7.csv
Karta faollashtirish kodi: 9090,karta faollashtirish kodi: 9090,SAFE,en,low,master_semantic_dataset_v7.csv
Tasdiqlash: http://legit-bank.uz,tasdiqlash: http://legit-bank.uz,SAFE,en,low,master_semantic_dataset_v7.csv
Kodni aytmasangiz karta bloklanadi,kodni aytmasangiz karta bloklanadi,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Shoshiling! http://hurry.click,shoshiling! http://hurry.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Karta CVV va raqami yozilsin,karta cvv va raqami yozilsin,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hujjatni imzolang: sign.docx.exe,hujjatni imzolang: sign.docx.exe,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Faylni yuklang: setup.apk,faylni yuklang: setup.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Tasdiqlash kodi: 5555. Uni begonalarga ishonib topshirmang!,tasdiqlash kodi: 5555. uni begonalarga ishonib topshirmang!,SAFE,en,low,master_semantic_dataset_v7.csv
Payme: 50 000 so'm tushum!,payme: 50 000 so'm tushum!,SAFE,en,low,master_semantic_dataset_v7.csv
Majlis soat 14:00 da.,majlis soat 14:00 da.,SAFE,en,low,master_semantic_dataset_v7.csv
Ertaga soat 10:00 da ko'rishamiz.,ertaga soat 10:00 da ko'rishamiz.,SAFE,en,low,master_semantic_dataset_v7.csv
"Kechikaman, 15 daqiqada boraman.","kechikaman, 15 daqiqada boraman.",SAFE,en,low,master_semantic_dataset_v7.csv
"Salom, ishlar yaxshimi?","salom, ishlar yaxshimi?",SAFE,en,low,master_semantic_dataset_v7.csv
Uyga non olib keling.,uyga non olib keling.,SAFE,en,low,master_semantic_dataset_v7.csv
Bugun dars bormi?,bugun dars bormi?,SAFE,en,low,master_semantic_dataset_v7.csv
Qayerdasan?,qayerdasan?,SAFE,en,low,master_semantic_dataset_v7.csv
Nima gaplar?,nima gaplar?,SAFE,en,low,master_semantic_dataset_v7.csv
Ertaga uchrashamiz.,ertaga uchrashamiz.,SAFE,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 1500 so'm.,xizmat haqi: 1500 so'm.,SAFE,en,low,master_semantic_dataset_v7.csv
Balansingizda 2000 so'm qoldi.,balansingizda 2000 so'm qoldi.,SAFE,en,low,master_semantic_dataset_v7.csv
Bonus: +500 MB.,bonus: +500 mb.,SAFE,en,low,master_semantic_dataset_v7.csv
To'lov muvaffaqiyatli yakunlandi.,to'lov muvaffaqiyatli yakunlandi.,SAFE,en,low,master_semantic_dataset_v7.csv
Karta ochish uchun ariza berildi.,karta ochish uchun ariza berildi.,SAFE,en,low,master_semantic_dataset_v7.csv
Bank: Tasdiqlash kodi 1234. Uni xodimimizga ayting.,bank: tasdiqlash kodi 1234. uni xodimimizga ayting.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Diqqat: Kodingizni begonalarga bermang!,diqqat: kodingizni begonalarga bermang!,SAFE,en,low,master_semantic_dataset_v7.csv
Yutuq yutib oldingiz! http://bonus.click,yutuq yutib oldingiz! http://bonus.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
iPhone 15 yutib olish imkoniyati!,iphone 15 yutib olish imkoniyati!,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sovg'ani olish uchun shaxsiy ma'lumotlarni kiriting.,sovg'ani olish uchun shaxsiy ma'lumotlarni kiriting.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Akkauntingiz bloklandi. Darhol tekshiring: http://check.xyz,akkauntingiz bloklandi. darhol tekshiring: http://check.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
CVV kodini ayting iltimos.,cvv kodini ayting iltimos.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Telegram Premium tekin! http://t.me/free_premium,telegram premium tekin! http://t.me/free_premium,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
"Kodingizni menga ayting, tizimni yangilaymiz.","kodingizni menga ayting, tizimni yangilaymiz.",DANGEROUS,en,low,master_semantic_dataset_v7.csv
Dasturni yuklab oling: update.apk,dasturni yuklab oling: update.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hujjat: scan.pdf.exe,hujjat: scan.pdf.exe,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Sizning hisobingiz xavf ostida! http://security-bank.xyz,sizning hisobingiz xavf ostida! http://security-bank.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Yutuqni olish uchun karta raqamingiz kerak.,yutuqni olish uchun karta raqamingiz kerak.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Internet paketlar: http://internet.uz,internet paketlar: http://internet.uz,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Kodingiz: 5678. Uni faqat bizga ayting.,kodingiz: 5678. uni faqat bizga ayting.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Bank: Karta bloklandi. http://unblock.io,bank: karta bloklandi. http://unblock.io,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Keshbek 10%! http://cb.click,keshbek 10%! http://cb.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
To'lovni tasdiqlash uchun kodingizni kiriting.,to'lovni tasdiqlash uchun kodingizni kiriting.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Parolingiz: 54321.,parolingiz: 54321.,SAFE,en,low,master_semantic_dataset_v7.csv
Kodingiz: 1122. Hech kimga bermang.,kodingiz: 1122. hech kimga bermang.,SAFE,en,low,master_semantic_dataset_v7.csv
Yangilanish: vpn.apk,yangilanish: vpn.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
