text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence,is_maj,lp,cp
Pul o'tkazib yubordim,en,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,pul o'tkazib yubordim,en,SAFE,uz,uz,low,True,1,3
Kechikaman biroz 14:15 da boraman. :),uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 14:15 da boraman. :),uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 8:00 da boraman. tezroq,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 8:00 da boraman. tezroq,uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 15:30 da boraman. :),uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 15:30 da boraman. :),uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 13:00 da boraman.?,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 13:00 da boraman.?,uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 20:00 da boraman. :),uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 20:00 da boraman. :),uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 15:15 da boraman. tezroq,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 15:15 da boraman. tezroq,uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 10:30 da boraman. :),uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 10:30 da boraman. :),uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 16:15 da boraman.!,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 16:15 da boraman.!,uz,SAFE,en,en,low,True,2,3
Kechikaman biroz kechqurun da boraman.!,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz kechqurun da boraman.!,uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 10:30 da boraman.?,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 10:30 da boraman.?,uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 16:00 da boraman. :),uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 16:00 da boraman. :),uz,SAFE,en,en,low,True,2,3
Kechikaman biroz 12:00 da boraman. tezroq,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,kechikaman biroz 12:00 da boraman. tezroq,uz,SAFE,en,en,low,True,2,3
Bugun uchrashamizmi? ),uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,bugun uchrashamizmi? ),uz,SAFE,en,en,low,True,2,3
Bugun uchrashamizmi? (,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,bugun uchrashamizmi? (,uz,SAFE,en,en,low,True,2,3
Bugun uchrashamizmi?..,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,bugun uchrashamizmi?..,uz,SAFE,en,en,low,True,2,3
Bugun uchrashamizmi? 👍,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,bugun uchrashamizmi? 👍,uz,SAFE,en,en,low,True,2,3
Bugun uchrashamizmi?!!,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,bugun uchrashamizmi?!!,uz,SAFE,en,en,low,True,2,3
Bugun uchrashamizmi? OK,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,bugun uchrashamizmi? ok,uz,SAFE,en,en,low,True,2,3
Bugun uchrashamizmi? -,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,bugun uchrashamizmi? -,uz,SAFE,en,en,low,True,2,3
Bugun uchrashamizmi? ?,uz,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,bugun uchrashamizmi? ?,uz,SAFE,en,en,low,True,2,3
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589",uz,SUSPICIOUS,en,en,low,True,2,3
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires,uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no. was awarded £2000 bonus caller prize on 5/9/03 this is our final try to contact u! call from landline 09064019788 box42wr29c, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|REQUEST,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com,uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent!: your mobile no. was awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9755 box95qu",uz,SUSPICIOUS,en,en,low,True,2,3
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/msg, exp. 30apr",uz,SUSPICIOUS,en,en,low,True,2,3
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"09066362231 urgent! your mobile no 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362231 asap!",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no was awarded a £2,000 bonus caller prize on 1/08/03! this is our 2nd attempt to contact you! call 0871-4719-523 box95qu bt national rate",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no *********** won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362220 asap! box97n7qp, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362231 asap! box97n7qp, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile number *************** won a £2000 bonus caller prize on 10/06/03! this is the 2nd attempt to reach you! call 09066368753 asap! box 97n7qp, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no 077xxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile was awarded a £1,500 bonus caller prize on 27/6/03. our final attempt 2 contact u! call 08714714011",uz,SUSPICIOUS,en,en,low,True,2,3
URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,urgent! your mobile number has been awarded with a £2000 bonus caller prize. call 09058095201 from land line. valid 12hrs only,uz,SUSPICIOUS,en,en,low,True,2,3
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066368470",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no 07808726822 was awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9758 box95qu",uz,SUSPICIOUS,en,en,low,True,2,3
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,private! your 2004 account statement for 078498****7 shows 786 unredeemed bonus points. to claim call 08719180219 identifier code: 45239 expires 06.05.05,uz,SUSPICIOUS,en,en,low,True,2,3
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Ã¥Â£1500 Bonus Prize, call 09066364589",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a ã¥â£1500 bonus prize, call 09066364589",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your Mobile No. was awarded Ã¥Â£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no. was awarded ã¥â£2000 bonus caller prize on 5/9/03 this is our final try to contact u! call from landline 09064019788 box42wr29c, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT!: Your Mobile No. was awarded a Ã¥Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent!: your mobile no. was awarded a ã¥â£2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9755 box95qu",uz,SUSPICIOUS,en,en,low,True,2,3
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"09066362231 urgent! your mobile no 07xxxxxxxxx won a ã¥â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362231 asap!",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your Mobile No was awarded a Ã¥Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no was awarded a ã¥â£2,000 bonus caller prize on 1/08/03! this is our 2nd attempt to contact you! call 0871-4719-523 box95qu bt national rate",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile No *********** WON a Ã¥Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no *********** won a ã¥â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362220 asap! box97n7qp, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no 07xxxxxxxxx won a ã¥â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362231 asap! box97n7qp, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile number *************** WON a Ã¥Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile number *************** won a ã¥â£2000 bonus caller prize on 10/06/03! this is the 2nd attempt to reach you! call 09066368753 asap! box 97n7qp, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile No 077xxx WON a Ã¥Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no 077xxx won a ã¥â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your mobile was awarded a Ã¥Â£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile was awarded a ã¥â£1,500 bonus caller prize on 27/6/03. our final attempt 2 contact u! call 08714714011",uz,SUSPICIOUS,en,en,low,True,2,3
URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,urgent! your mobile number has been awarded with a ã¥â£2000 bonus caller prize. call 09058095201 from land line. valid 12hrs only,uz,SUSPICIOUS,en,en,low,True,2,3
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Ã¥Â£1500 Bonus Prize, call 09066368470",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a ã¥â£1500 bonus prize, call 09066368470",uz,SUSPICIOUS,en,en,low,True,2,3
"URGENT! Your Mobile No 07808726822 was awarded a Ã¥Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"urgent! your mobile no 07808726822 was awarded a ã¥â£2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9758 box95qu",uz,SUSPICIOUS,en,en,low,True,2,3
Akkauntingiz bloklanish arafasida,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,akkauntingiz bloklanish arafasida,uz,SUSPICIOUS,en,en,low,True,2,3
Akkaunt tekshiruvi talab qilinadi,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,akkaunt tekshiruvi talab qilinadi,uz,SUSPICIOUS,en,en,low,True,2,3
PariMatch rasmiy ssilkasi bonus,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,parimatch rasmiy ssilkasi bonus,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=4508307,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://uz-yutuq.com/p=4508307,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=143673,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://uz-yutuq.com/p=143673,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=9022275,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://click-auth.uz/code=9022275,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=1980311,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://t.me/premium_uz_bot?ref=1980311,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=3341877,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://click-auth.uz/code=3341877,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=6306651,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://uz-yutuq.com/p=6306651,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=4807877,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=4807877,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=6442603,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://uz-yutuq.com/p=6442603,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=1325048,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://18plus-video.apk/q=1325048,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=3655821,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=3655821,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=5630998,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://18plus-video.apk/q=5630998,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=6604275,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://click-auth.uz/code=6604275,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-232798,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-232798,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=1080487,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://18plus-video.apk/q=1080487,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=2834781,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://18plus-video.apk/q=2834781,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=8061902,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://t.me/premium_uz_bot?ref=8061902,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-4899433,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-4899433,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-9793469,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-9793469,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=4301339,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://18plus-video.apk/q=4301339,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/8028018,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://bonus-uz.com/id/8028018,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=2732890,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=2732890,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-293921,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-293921,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=9915223,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://click-auth.uz/code=9915223,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=1817160,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://click-auth.uz/code=1817160,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=1063180,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://t.me/premium_uz_bot?ref=1063180,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=6820188,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=6820188,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://18plus-video.apk/q=528175,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://18plus-video.apk/q=528175,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=9457499,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://uz-yutuq.com/p=9457499,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://t.me/premium_uz_bot?ref=9172041,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://t.me/premium_uz_bot?ref=9172041,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-9878329,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-9878329,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=3715041,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=3715041,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/8803438,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://bonus-uz.com/id/8803438,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=8905436,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://click-auth.uz/code=8905436,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=324375,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=324375,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=8978356,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://pochta-uz.com/track=8978356,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://bonus-uz.com/id/9973102,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://bonus-uz.com/id/9973102,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=6875837,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://click-auth.uz/code=6875837,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: http://bit.ly/uz-3006849,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: http://bit.ly/uz-3006849,uz,SUSPICIOUS,en,en,low,True,2,3
Shifrdan nusxa olindi. Parolni yangilang: https://click-auth.uz/code=423902,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,shifrdan nusxa olindi. parolni yangilang: https://click-auth.uz/code=423902,uz,SUSPICIOUS,en,en,low,True,2,3
