text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence
Hisobingizga 396158 so'm kelib tushdi. Manba: Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 396158 so'm kelib tushdi. manba: terminal,uz,SAFE,en,en,low
Sizning kodingiz: 685422,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 685422,uz,SAFE,en,en,low
Balansingiz: 24913 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 24913 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Xizmat haqi: 293214 so'm. Uzcard xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 293214 so'm. uzcard xizmati.,uz,SAFE,en,en,low
Xizmat haqi: 342512 so'm. Payme xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 342512 so'm. payme xizmati.,uz,SAFE,en,en,low
Kodingiz: 991239. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 991239. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Sizga 178274 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 178274 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Hisobingizga 151899 so'm kelib tushdi. Manba: Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 151899 so'm kelib tushdi. manba: payme,uz,SAFE,en,en,low
Hisobingizga 222434 so'm kelib tushdi. Manba: Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 222434 so'm kelib tushdi. manba: click,uz,SAFE,en,en,low
Sizga 744972 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 744972 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizga 656388 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 656388 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Xizmat haqi: 196190 so'm. Ipak Yo'li xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 196190 so'm. ipak yo'li xizmati.,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 117435 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 117435 so'm. humo/uzcard,uz,SAFE,en,en,low
Tasdiqlash kodi: 409305,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 409305,uz,SAFE,en,en,low
Sizga 476782 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 476782 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 340689 so'm. Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 340689 so'm. click,uz,SAFE,en,en,low
Sizning kodingiz: 819155,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 819155,uz,SAFE,en,en,low
Hisobingizga 412594 so'm kelib tushdi. Manba: Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 412594 so'm kelib tushdi. manba: terminal,uz,SAFE,en,en,low
Kodingiz: 888165. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 888165. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Tasdiqlash kodi: 852351,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 852351,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 340905 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 340905 so'm. humo/uzcard,uz,SAFE,en,en,low
Sizga 283660 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 283660 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Tasdiqlash kodi: 777676,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 777676,uz,SAFE,en,en,low
Xizmat haqi: 269358 so'm. Uzcard xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 269358 so'm. uzcard xizmati.,uz,SAFE,en,en,low
Xizmat haqi: 485943 so'm. Click xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 485943 so'm. click xizmati.,uz,SAFE,en,en,low
Sizga 423510 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 423510 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Sizga 360223 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 360223 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Xizmat haqi: 253860 so'm. Uzcard xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 253860 so'm. uzcard xizmati.,uz,SAFE,en,en,low
Sizga 727837 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 727837 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Sizga 550243 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 550243 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 434335 so'm. Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 434335 so'm. click,uz,SAFE,en,en,low
Kodingiz: 398337. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 398337. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Balansingiz: 177873 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 177873 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 8878 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 8878 so'm. humo/uzcard,uz,SAFE,en,en,low
Hisobingizga 304011 so'm kelib tushdi. Manba: Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 304011 so'm kelib tushdi. manba: click,uz,SAFE,en,en,low
Kodingiz: 334465. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 334465. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 432619 so'm. Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 432619 so'm. payme,uz,SAFE,en,en,low
Sizga 258843 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 258843 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Balansingiz: 146118 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 146118 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Tasdiqlash kodi: 954820,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 954820,uz,SAFE,en,en,low
Sizga 744672 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 744672 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Kodingiz: 584569. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 584569. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Xizmat haqi: 192942 so'm. Hamkorbank xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 192942 so'm. hamkorbank xizmati.,uz,SAFE,en,en,low
Hisobingizga 302893 so'm kelib tushdi. Manba: Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 302893 so'm kelib tushdi. manba: click,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 338897 so'm. Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 338897 so'm. payme,uz,SAFE,en,en,low
Sizga 370832 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 370832 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizga 837899 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 837899 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
O'tkazma qabul qilindi: 439143 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 439143 so'm. humo/uzcard,uz,SAFE,en,en,low
Hisobingizga 198734 so'm kelib tushdi. Manba: Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 198734 so'm kelib tushdi. manba: payme,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 393368 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 393368 so'm. humo/uzcard,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 243732 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 243732 so'm. humo/uzcard,uz,SAFE,en,en,low
Hisobingizga 349319 so'm kelib tushdi. Manba: Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 349319 so'm kelib tushdi. manba: terminal,uz,SAFE,en,en,low
Hisobingizga 69763 so'm kelib tushdi. Manba: Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 69763 so'm kelib tushdi. manba: payme,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 426261 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 426261 so'm. humo/uzcard,uz,SAFE,en,en,low
Hisobingizga 154666 so'm kelib tushdi. Manba: Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 154666 so'm kelib tushdi. manba: click,uz,SAFE,en,en,low
Sizning kodingiz: 451765,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 451765,uz,SAFE,en,en,low
Tasdiqlash kodi: 766953,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 766953,uz,SAFE,en,en,low
Xizmat haqi: 278718 so'm. Humo xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 278718 so'm. humo xizmati.,uz,SAFE,en,en,low
Balansingiz: 226542 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 226542 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Xizmat haqi: 237626 so'm. Hamkorbank xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 237626 so'm. hamkorbank xizmati.,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 464164 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 464164 so'm. humo/uzcard,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 81376 so'm. Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 81376 so'm. uzum,uz,SAFE,en,en,low
Hisobingizga 298371 so'm kelib tushdi. Manba: Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 298371 so'm kelib tushdi. manba: payme,uz,SAFE,en,en,low
Sizga 368961 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 368961 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizning kodingiz: 532850,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 532850,uz,SAFE,en,en,low
Balansingiz: 421523 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 421523 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Sizga 19459 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 19459 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Tasdiqlash kodi: 526305,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 526305,uz,SAFE,en,en,low
Sizning kodingiz: 397551,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 397551,uz,SAFE,en,en,low
Sizga 34978 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 34978 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Hisobingizga 76245 so'm kelib tushdi. Manba: Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 76245 so'm kelib tushdi. manba: click,uz,SAFE,en,en,low
Tasdiqlash kodi: 435225,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 435225,uz,SAFE,en,en,low
Sizga 106809 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 106809 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Sizga 394850 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 394850 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Sizga 197783 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 197783 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Sizga 597618 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 597618 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 314751 so'm. Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 314751 so'm. payme,uz,SAFE,en,en,low
Xizmat haqi: 303073 so'm. Payme xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 303073 so'm. payme xizmati.,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 346928 so'm. Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 346928 so'm. uzum,uz,SAFE,en,en,low
Sizga 419391 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 419391 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Sizning kodingiz: 828929,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 828929,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 334809 so'm. Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 334809 so'm. uzum,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 64837 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 64837 so'm. humo/uzcard,uz,SAFE,en,en,low
Balansingiz: 36270 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 36270 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Tasdiqlash kodi: 752859,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 752859,uz,SAFE,en,en,low
Xizmat haqi: 485081 so'm. Humo xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 485081 so'm. humo xizmati.,uz,SAFE,en,en,low
Sizning kodingiz: 482271,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 482271,uz,SAFE,en,en,low
Sizga 656803 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 656803 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Balansingiz: 377664 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 377664 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 451049 so'm. Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 451049 so'm. terminal,uz,SAFE,en,en,low
Sizga 108754 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 108754 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Tasdiqlash kodi: 304386,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 304386,uz,SAFE,en,en,low
Sizga 808803 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 808803 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 388226 so'm. Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 388226 so'm. click,uz,SAFE,en,en,low
Sizga 511655 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 511655 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Balansingiz: 202593 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 202593 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Tasdiqlash kodi: 929818,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 929818,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 439321 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 439321 so'm. humo/uzcard,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 201330 so'm. Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 201330 so'm. terminal,uz,SAFE,en,en,low
Sizning kodingiz: 510681,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 510681,uz,SAFE,en,en,low
Sizga 835161 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 835161 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Kodingiz: 902206. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 902206. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Hisobingizga 84003 so'm kelib tushdi. Manba: Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 84003 so'm kelib tushdi. manba: payme,uz,SAFE,en,en,low
Balansingiz: 117204 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 117204 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 404798 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 404798 so'm. humo/uzcard,uz,SAFE,en,en,low
Hisobingizga 386228 so'm kelib tushdi. Manba: Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 386228 so'm kelib tushdi. manba: terminal,uz,SAFE,en,en,low
Sizga 65865 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 65865 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Sizga 938942 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 938942 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 250764 so'm. Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 250764 so'm. payme,uz,SAFE,en,en,low
Sizning kodingiz: 585768,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 585768,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 426924 so'm. Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 426924 so'm. uzum,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 497059 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 497059 so'm. humo/uzcard,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 262389 so'm. Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 262389 so'm. terminal,uz,SAFE,en,en,low
Sizga 714633 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 714633 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Tasdiqlash kodi: 188857,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 188857,uz,SAFE,en,en,low
Tasdiqlash kodi: 227117,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 227117,uz,SAFE,en,en,low
Sizga 26587 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 26587 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Tasdiqlash kodi: 458920,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 458920,uz,SAFE,en,en,low
Sizga 553537 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 553537 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Balansingiz: 299180 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 299180 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Balansingiz: 399778 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 399778 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Balansingiz: 458818 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 458818 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Balansingiz: 224272 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 224272 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Kodingiz: 489995. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 489995. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 74557 so'm. Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 74557 so'm. payme,uz,SAFE,en,en,low
Tasdiqlash kodi: 586441,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 586441,uz,SAFE,en,en,low
Sizning kodingiz: 560860,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 560860,uz,SAFE,en,en,low
Sizga 919113 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 919113 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizning kodingiz: 996466,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 996466,uz,SAFE,en,en,low
Sizga 18961 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 18961 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Kodingiz: 87776. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 87776. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Hisobingizga 240835 so'm kelib tushdi. Manba: Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 240835 so'm kelib tushdi. manba: uzum,uz,SAFE,en,en,low
Tasdiqlash kodi: 511893,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 511893,uz,SAFE,en,en,low
Sizga 230416 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 230416 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizning kodingiz: 241577,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 241577,uz,SAFE,en,en,low
Tasdiqlash kodi: 744971,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 744971,uz,SAFE,en,en,low
Hisobingizga 45281 so'm kelib tushdi. Manba: Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 45281 so'm kelib tushdi. manba: terminal,uz,SAFE,en,en,low
