text,source,label,clean_text
"слушал аудио Хартманна о целях которые выходят за рамки жизни и дают энергию на годы вперёд... цель - это как двигатель для каждого мужчины.. кстати могу закинуть,  кто тоже хочет обащайтесь... есть момент, который прямо застрял в голове)",telegram,scam,слушал аудио хартманна о целях которые выходят за рамки жизни и дают энергию на годы вперёд цель это как двигатель для каждого мужчины кстати могу закинуть кто тоже хочет обащайтесь есть момент который прямо застрял в голове
"Добрый день! Ребята, не в тему пишу, но готов кто на удалёнку? По деньгам не обижу.",telegram,scam,добрый день ребята не в тему пишу но готов кто на удалёнку по деньгам не обижу
"Здравствуйте! У кого есть автомобиль, нужна помощь с перевозкой вещей. Есть несколько коробок, пара стульев и старый холодильник, нужно перевезти из одной квартиры в другую (по городу, недалеко). Вынести и занести помогу, просто нужен транспорт. По деньгам не обижу, всё честно.",telegram,scam,здравствуйте у кого есть автомобиль нужна помощь с перевозкой вещей есть несколько коробок пара стульев и старый холодильник нужно перевезти из одной квартиры в другую по городу недалеко вынести и занести помогу просто нужен транспорт по деньгам не обижу всё честно
"Есть предложение, которое может обеспечить Вам стабильный пассивный заработок. За деталями в лс",telegram,scam,есть предложение которое может обеспечить вам стабильный пассивный заработок за деталями в лс
"Всем привет , нужны люди на уборку зала , дам 5000",telegram,scam,всем привет нужны люди на уборку зала дам 5000
"Если думаете, что понимаете правила игры - справедливость, честность, труд - поздравляю, вы идеальный винтик в чужом механизме. Книга «Заговор богатых» - это не мотивационная чушь про «верь в себя». Это анатомия системы: кто пишет сценарий, по которому вы живёте, кто держит рычаги, пока вы крутите колесо, и почему талант и усилия не гарантируют ничего, кроме усталости. Речь не про секреты богатства и не про финансовую грамотность. Речь про архитектуру контроля - над теми, кто копит на чёрный день, и над теми, кто уверен, что уже разобрался. Есть в аудио формате, могу скинуть желающим. Сам прослушал дважды - это те самые два часа, которые меняют оптику восприятия не просто мира, а твоей роли в спектакле",telegram,scam,если думаете что понимаете правила игры справедливость честность труд поздравляю вы идеальный винтик в чужом механизме книга заговор богатых это не мотивационная чушь про верь в себя это анатомия системы кто пишет сценарий по которому вы живёте кто держит рычаги пока вы крутите колесо и почему талант и усилия не гарантируют ничего кроме усталости речь не про секреты богатства и не про финансовую грамотность речь про архитектуру контроля над теми кто копит на чёрный день и над теми кто уверен что уже разобрался есть в аудио формате могу скинуть желающим сам прослушал дважды это те самые два часа которые меняют оптику восприятия не просто мира а твоей роли в спектакле
"ChatGPT 5  сделали бесплатным в Telegram!

Пиши тексты, генерируй идеи, создавай контент

Нажимай /start и используй прямо сейчас.",telegram,scam,chatgpt 5 сделали бесплатным в telegram пиши тексты генерируй идеи создавай контент нажимай start и используй прямо сейчас
"У нас появились вакансии. Условия выгодные, все прозрачно. Заинтересовало?",telegram,scam,у нас появились вакансии условия выгодные все прозрачно заинтересовало
Есть возможность присоединиться к команде. Условия достойные. Узнать больше хочешь?,telegram,scam,есть возможность присоединиться к команде условия достойные узнать больше хочешь
"Я извиняюсь что пишу не в тему но все же ищу помощников на склад почты, понятное дело что не за бесплатно, хорошо тут получается, некому даже предложить с окружения",telegram,scam,я извиняюсь что пишу не в тему но все же ищу помощников на склад почты понятное дело что не за бесплатно хорошо тут получается некому даже предложить с окружения
"Современная онлайн-профессия
Обучение предоставляем
От 8700 в день
Исключительно 21+

Для подробностей писать - @USERNAME_REDACTED",telegram,scam,современная онлайн профессия обучение предоставляем от 8700 в день исключительно 21 для подробностей писать username_redacted
"В кафе требуется помощник для выполнения поручений на кухне: мытье посуды, подготовка продуктов. Оплата — 1500 рублей за смену, смены по 5–6 часов.",telegram,scam,в кафе требуется помощник для выполнения поручений на кухне мытье посуды подготовка продуктов оплата 1500 рублей за смену смены по 5 6 часов
Ищем сотрудника для уборки в торговом центре. Задачи — поддержание порядка в общих и туалетных зонах. Смены по 8–10 часов. Оплата — 1700 рублей за смену.,telegram,scam,ищем сотрудника для уборки в торговом центре задачи поддержание порядка в общих и туалетных зонах смены по 8 10 часов оплата 1700 рублей за смену
"Летняя работа в магазине: консультирование покупателей, помощь в выкладке товара. Дружный коллектив, работа с кассой и товарами. Оплата — 33 000 рублей в месяц.",telegram,scam,летняя работа в магазине консультирование покупателей помощь в выкладке товара дружный коллектив работа с кассой и товарами оплата 33 000 рублей в месяц
"⭐USA_To_USA wire Accounts Available⭐
⭐INTERNATIONAL wire Accounts Available_⭐
⭐cashier check ⭐
⭐USA cash/Gold pickup⭐
⭐Works with all Zip：⭐
⭐(00-09/10-19/20-29/30-39/40-49/50-59/60-69/70-79/80-89/90-99)⭐
⭐Cash Package Cash 2k+⭐
⭐Massive acquisition of PayPal for transferring funds between relatives and friends⭐
⭐美国至美国电汇账户可用⭐
⭐国际电汇账户可用⭐
⭐现金支票⭐
⭐美国现金/黄金取货⭐
⭐适用于所有邮政编码：⭐
⭐（00-09/10-19/20-29/30-39/40-49/50-59/60-69/70-79/80-89/90-99）⭐
⭐现金包裹 2000 以上⭐
⭐大规模收购 PayPal 用于亲属和朋友之间的资金转账⭐大量收贝宝转账亲友付款汇率天花板
telegram：@USERNAME_REDACTED  @USERNAME_REDACTED
WeChat： Tv-2025live",telegram,scam,usa_to_usa wire accounts available international wire accounts available_ cashier check usa cash gold pickup works with all zip 00 09 10 19 20 29 30 39 40 49 50 59 60 69 70 79 80 89 90 99 cash package cash 2k massive acquisition of paypal for transferring funds between relatives and friends 美国至美国电汇账户可用 国际电汇账户可用 现金支票 美国现金 黄金取货 适用于所有邮政编码 00 09 10 19 20 29 30 39 40 49 50 59 60 69 70 79 80 89 90 99 现金包裹 2000 以上 大规模收购 paypal 用于亲属和朋友之间的资金转账 大量收贝宝转账亲友付款汇率天花板 telegram username_redacted username_redacted wechat tv 2025live
"нужно передвинуть  витрины, убираем лишние предметы, 2500р, расчёт в конце",telegram,scam,нужно передвинуть витрины убираем лишние предметы 2500р расчёт в конце
Команда открыла набор. Уверен в себе пиши нам,telegram,scam,команда открыла набор уверен в себе пиши нам
"Всем привет, сделаем так первые 10 кто напишет мне +  дам  1 000",telegram,scam,всем привет сделаем так первые 10 кто напишет мне дам 1 000
"Здравствуйте! Прошу прощения, что не по теме.
Ищу ответственных людей от 19 лет, кому интересна удалённая деятельность.
Занятость полностью онлайн.
Напишите ""+"" @USERNAME_REDACTED если интересуют подробности.",telegram,scam,здравствуйте прошу прощения что не по теме ищу ответственных людей от 19 лет кому интересна удалённая деятельность занятость полностью онлайн напишите username_redacted если интересуют подробности
"Передаю тебе привет! Меня зовут Никита

Я просто веду блог о том, как живу:  
🔹уехал за границу
🔹строю рекламное агентство
🔹пытаюсь разобраться в себе и в этом мире

У меня на канале нет “советов” и “как жить правильно”.  
Зато есть посты — честные, личные, живые.  
Про взлёты, провалы, мотивацию, философию, деньги, свободу и еще много про что. Всё по-настоящему.

Если тебе откликается что-то — можешь зайти на канал и остаться, если понравится😊

👉Переходи: @USERNAME_REDACTED",telegram,scam,передаю тебе привет меня зовут никита я просто веду блог о том как живу уехал за границу строю рекламное агентство пытаюсь разобраться в себе и в этом мире у меня на канале нет советов и как жить правильно зато есть посты честные личные живые про взлёты провалы мотивацию философию деньги свободу и еще много про что всё по настоящему если тебе откликается что то можешь зайти на канал и остаться если понравится переходи username_redacted
"Ищу пару человек на простую задачу.  Часа два максимум, 3500₽ отдам, пиши  [PHONE_REDACTED]",telegram,scam,ищу пару человек на простую задачу часа два максимум 3500 отдам пиши phone_redacted
"Аккаунты Telegram, Gmail, Facebook, Instagram, TikTok, Twitter — свежак от производителя
 @USERNAME_REDACTED",telegram,scam,аккаунты telegram gmail facebook instagram tiktok twitter свежак от производителя username_redacted
"Аккаунты Telegram, Gmail, Facebook, Instagram, TikTok, Twitter — свежак от производителя
@USERNAME_REDACTED",telegram,scam,аккаунты telegram gmail facebook instagram tiktok twitter свежак от производителя username_redacted
"Gmail от 0.34$, Telegram от 0.45$, Facebook ADS от 0.36$. Всё свежее @USERNAME_REDACTED",telegram,scam,gmail от 0 34 telegram от 0 45 facebook ads от 0 36 всё свежее username_redacted
"Всем привет! Нужны новые люди в наш проект. Все удаленно, с любой точки мира. Можно получать от 150 дол. Можно даже с телефона.

 Кому интересно жду в ЛС +, @USERNAME_REDACTED",telegram,scam,всем привет нужны новые люди в наш проект все удаленно с любой точки мира можно получать от 150 дол можно даже с телефона кому интересно жду в лс username_redacted
"Автореги от производителя: Telegram, Gmail, Facebook, Instagram — цены от 0.18$ @USERNAME_REDACTED",telegram,scam,автореги от производителя telegram gmail facebook instagram цены от 0 18 username_redacted
"💵Дoxoд для нoвичкoв и пpoфи! Toлькo oфф бupжи (Бaйбuт, Бuтгeт, Kyкoин, ОKX), бeз лeвыx oбмeннuкoв и caйтoв. Дocтyпнo с мaлeнькoгo бюджeтa. 💸",telegram,scam,дoxoд для нoвичкoв и пpoфи toлькo oфф бupжи бaйбuт бuтгeт kyкoин оkx бeз лeвыx oбмeннuкoв и caйтoв дocтyпнo с мaлeнькoгo бюджeтa
Пишите - @USERNAME_REDACTED,telegram,scam,пишите username_redacted
"Ищем людей для удалённой деятельности на Binance — подойдёт даже если вы только начинаете.

- Первая смена: 11:00 – 16:00 — 70–75 EUR/день
- Вторая смена: 14:00 – 18:00 — от 50 EUR/день

Обучение есть, работа через телефон/ПК. Пиши в личку «Интересно» @USERNAME_REDACTED",telegram,scam,ищем людей для удалённой деятельности на binance подойдёт даже если вы только начинаете первая смена 11 00 16 00 70 75 eur день вторая смена 14 00 18 00 от 50 eur день обучение есть работа через телефон пк пиши в личку интересно username_redacted
"Открыта вакансия на удалённую деятельность в Binance — подойдёт новичкам.
Доступны две смены: утренняя 11:00–16:00 (70–75 EUR/день) и дневная 14:00–18:00 (от 50 EUR/день).
Предоставляем обучение; работа выполняется через мобильный телефон или компьютер.
Заинтересованы? Напишите в личные сообщения «Интересно».
@USERNAME_REDACTED",telegram,scam,открыта вакансия на удалённую деятельность в binance подойдёт новичкам доступны две смены утренняя 11 00 16 00 70 75 eur день и дневная 14 00 18 00 от 50 eur день предоставляем обучение работа выполняется через мобильный телефон или компьютер заинтересованы напишите в личные сообщения интересно username_redacted
"Все виды аккаунтов в одном месте: TG, Gmail, FB, IG, TikTok, Twitter @USERNAME_REDACTED",telegram,scam,все виды аккаунтов в одном месте tg gmail fb ig tiktok twitter username_redacted
"Ищу 1–3 человека для удалённой занятости. Всё можно делать с телефона. Доход — 783 доллара в неделю. 
☑️ Пишите «+» @USERNAME_REDACTED, если заинтересованы!",telegram,scam,ищу 1 3 человека для удалённой занятости всё можно делать с телефона доход 783 доллара в неделю пишите username_redacted если заинтересованы
"СРОЧНО НАБОР
всего 2 часа в день - от 7500Р 
Е Ж Е Д Н Е В Н О",telegram,scam,срочно набор всего 2 часа в день от 7500р е ж е д н е в н о
"Привет, на завтра нужно3 помощника для разгрузки небольшой газели с вещами. Оплата сразу, 4000 за пару часов. Кто готов  откликайтесь.",telegram,scam,привет на завтра нужно3 помощника для разгрузки небольшой газели с вещами оплата сразу 4000 за пару часов кто готов откликайтесь
"💼 Свежий онлайн-проект — набираю людей в команду!

Хочешь зарабатывать 💵 онлайн, без вложений и привязки к месту? Это реально.

👥 Ищу активных и адекватных людей в надёжную команду:

✨ Подходит:
— студентам 📚
— мамам в декрете 👶
— тем, кто работает, но хочет больше 💼
— кто в поиске стабильного дохода 💸

🕐 Нужно всего 1–2 часа в день
📲 Работать можно с телефона
💰 Доход: от $120 до $250 в день
🎓 Обучение — бесплатное, внутри проекта
📌 Опыт не нужен, всё покажу и расскажу
🔞 Возраст — от 18 лет

🔥 Старт уже идёт!
Осталось всего 3–6 мест, беру в команду лично — без ""массовки"" и спама.

Пиши 👉 @USERNAME_REDACTED

Расскажу, как начать зарабатывать уже сегодня.

📌 Главное — не тяни. Лучше узнать, чем потом жалеть, что упустил(а).",telegram,scam,свежий онлайн проект набираю людей в команду хочешь зарабатывать онлайн без вложений и привязки к месту это реально ищу активных и адекватных людей в надёжную команду подходит студентам мамам в декрете тем кто работает но хочет больше кто в поиске стабильного дохода нужно всего 1 2 часа в день работать можно с телефона доход от 120 до 250 в день обучение бесплатное внутри проекта опыт не нужен всё покажу и расскажу возраст от 18 лет старт уже идёт осталось всего 3 6 мест беру в команду лично без массовки и спама пиши username_redacted расскажу как начать зарабатывать уже сегодня главное не тяни лучше узнать чем потом жалеть что упустил а
"Всем привет!
Наша команда находится в поиске 
Мы предоставляем возможность зарабатывать в свободное время.
Возможный доход от 30 000 рублей в день!
Мы обучаем и поддерживаем 24/7
Нам нужны активные и ответственные люди.
Если тебе интересно — напиши мне «+» и узнай что для этого необходимо.",telegram,scam,всем привет наша команда находится в поиске мы предоставляем возможность зарабатывать в свободное время возможный доход от 30 000 рублей в день мы обучаем и поддерживаем 24 7 нам нужны активные и ответственные люди если тебе интересно напиши мне и узнай что для этого необходимо
"Занятость с тeлeфона
От 18!
Можно без опыта
@USERNAME_REDACTED",telegram,scam,занятость с тeлeфона от 18 можно без опыта username_redacted
Salom qalaysan,telegram,ham,salom qalaysan
Bugun uchrashamizmi,telegram,ham,bugun uchrashamizmi
Qayerdasan,telegram,ham,qayerdasan
Hamma yaxshi,telegram,ham,hamma yaxshi
Ertaga gaplashamiz,telegram,ham,ertaga gaplashamiz
Yig'ilish soat nechida,telegram,ham,yig ilish soat nechida
Yaxshi dam oldingmi,telegram,ham,yaxshi dam oldingmi
Bugun ishga bormaysanmi,telegram,ham,bugun ishga bormaysanmi
Bugun juda issiq,telegram,ham,bugun juda issiq
Bugun nima qilamiz,telegram,ham,bugun nima qilamiz
Seni kutib turibman,telegram,ham,seni kutib turibman
Tezroq kela qol,telegram,ham,tezroq kela qol
Zo'r rahmat,telegram,ham,zo r rahmat
Xayrli tong,telegram,ham,xayrli tong
Qachon kelasiz?,telegram,ham,qachon kelasiz
Assalomu alaykum,telegram,ham,assalomu alaykum
Sizni tushunmadim,telegram,ham,sizni tushunmadim
Iltimos yordam yuboring,telegram,ham,iltimos yordam yuboring
Men uyga ketyapman,telegram,ham,men uyga ketyapman
Bo'ldi kelishdik,telegram,ham,bo ldi kelishdik
Telefonga javob ber,telegram,ham,telefonga javob ber
Qalesan nima gaplar,telegram,ham,qalesan nima gaplar
Qachon ko'rishamiz?,telegram,ham,qachon ko rishamiz
Ajoyib kun bo'ldi,telegram,ham,ajoyib kun bo ldi
Tuzikmisiz?,telegram,ham,tuzikmisiz
Ishlar qalay?,telegram,ham,ishlar qalay
Manzilni tashlab yuborgin,telegram,ham,manzilni tashlab yuborgin
Kutib o'tiribman seni,telegram,ham,kutib o tiribman seni
Pul o'tkazib yubordim,telegram,ham,pul o tkazib yubordim
Tinchlikmi orqadan qaytaman,telegram,ham,tinchlikmi orqadan qaytaman
Hisobingiz vaqtincha bloklandi. Tiklash uchun havolani bosing,sms,scam,hisobingiz vaqtincha bloklandi tiklash uchun havolani bosing
Bank kartangiz muzlatildi. Ma'lumotlaringizni tasdiqlang,sms,scam,bank kartangiz muzlatildi ma lumotlaringizni tasdiqlang
Yutdingiz! 5 000 000 so'm mukofotni olish uchun formani to'ldiring,sms,scam,yutdingiz so m mukofotni olish uchun formani to ldiring
Siz yutuqli o‘yinda g‘olib bo‘ldingiz. Tezda javob bering,sms,scam,siz yutuqli o yinda g olib bo ldingiz tezda javob bering
Hisobingizga ruxsatsiz kirish aniqlandi. Zudlik bilan tasdiqlang,sms,scam,hisobingizga ruxsatsiz kirish aniqlandi zudlik bilan tasdiqlang
Kredit qarzingiz sabab hisobingiz yopiladi,sms,scam,kredit qarzingiz sabab hisobingiz yopiladi
Bank xavfsizlik xizmati: havola orqali tekshiruvdan o'ting,sms,scam,bank xavfsizlik xizmati havola orqali tekshiruvdan o ting
Soliq qarzingiz bor. Bugun to'lamasangiz jarima,sms,scam,soliq qarzingiz bor bugun to lamasangiz jarima
Pul o'tkazmasi bekor qilindi. Qayta faollashtiring,sms,scam,pul o tkazmasi bekor qilindi qayta faollashtiring
Akkauntingiz bloklanish arafasida,sms,scam,akkauntingiz bloklanish arafasida
Chegirma yutib oldingiz. Hoziroq foydalaning,sms,scam,chegirma yutib oldingiz hoziroq foydalaning
Siz tanlangan mijozsiz. Mukofotni oling,sms,scam,siz tanlangan mijozsiz mukofotni oling
Kartangizdan shubhali operatsiya amalga oshirildi,sms,scam,kartangizdan shubhali operatsiya amalga oshirildi
Bonus olish uchun ma'lumot kiriting,sms,scam,bonus olish uchun ma lumot kiriting
Bank yangilanishi. Hisobni tasdiqlang,sms,scam,bank yangilanishi hisobni tasdiqlang
Hisobingizga kirish vaqtincha cheklangan,sms,scam,hisobingizga kirish vaqtincha cheklangan
Yangi to'lov tizimi. Profilingizni yangilang,sms,scam,yangi to lov tizimi profilingizni yangilang
Pul yechib olish rad etildi. Sababini bilish uchun kiring,sms,scam,pul yechib olish rad etildi sababini bilish uchun kiring
Sizga pul o'tkazildi. Qabul qilish uchun tasdiqlang,sms,scam,sizga pul o tkazildi qabul qilish uchun tasdiqlang
Akkaunt tekshiruvi talab qilinadi,sms,scam,akkaunt tekshiruvi talab qilinadi
"Salom, bugun kechroq kelaman",sms,ham,salom bugun kechroq kelaman
Ertaga uchrashamizmi?,sms,ham,ertaga uchrashamizmi
"Iltimos, menga qo'ng'iroq qil",sms,ham,iltimos menga qo ng iroq qil
Bugun dars soat nechida boshlanadi?,sms,ham,bugun dars soat nechida boshlanadi
Yo'lda tirbandlik bor ekan,sms,ham,yo lda tirbandlik bor ekan
Uyga non olib kel,sms,ham,uyga non olib kel
"Rahmat, xabaringni oldim",sms,ham,rahmat xabaringni oldim
"Kechirasan, biroz kechikaman",sms,ham,kechirasan biroz kechikaman
Bugun ishlay olmayman,sms,ham,bugun ishlay olmayman
Hujjatlarni ertaga topshiraman,sms,ham,hujjatlarni ertaga topshiraman
"Salom, qalaysan?",sms,ham,salom qalaysan
Bugun sport zalga boramizmi,sms,ham,bugun sport zalga boramizmi
Hisobingizga pul tushdi,sms,ham,hisobingizga pul tushdi
Ishdan keyin gaplashamiz,sms,ham,ishdan keyin gaplashamiz
Yaxshi yetib oldim,sms,ham,yaxshi yetib oldim
Ertaga yig'ilish bor,sms,ham,ertaga yig ilish bor
Bugun havo sovuq ekan,sms,ham,bugun havo sovuq ekan
Telefonim o'chib qoladi,sms,ham,telefonim o chib qoladi
Uyga qachon kelasiz,sms,ham,uyga qachon kelasiz
"Rahmat, yordam uchun",sms,ham,rahmat yordam uchun
Aka qayerdasiz?,sms,ham,aka qayerdasiz
"Assalomu alaykum ustoz, dars qachon boshlanadi?",sms,ham,assalomu alaykum ustoz dars qachon boshlanadi
"Pulni tashlab yubordim, tekshirib ko'ring",sms,ham,pulni tashlab yubordim tekshirib ko ring
Tezroq kela qoling kutib qoldik,sms,ham,tezroq kela qoling kutib qoldik
Ertaga soat 9da ofisda ko'rishamiz,sms,ham,ertaga soat 9da ofisda ko rishamiz
Sms keldiyoq o'qib javob yozing,sms,ham,sms keldiyoq o qib javob yozing
"Toshkentga yetib keldik, hammasi joyida",sms,ham,toshkentga yetib keldik hammasi joyida
Bugun ob-havo qanaqa bo'larkan?,sms,ham,bugun ob havo qanaqa bo larkan
"Ona, non bilan sut opkelaman",sms,ham,ona non bilan sut opkelaman
Dam olish kuningiz maroqli o'tsin,sms,ham,dam olish kuningiz maroqli o tsin
Dokumentlarni telegramdan tashlab yuborin,sms,ham,dokumentlarni telegramdan tashlab yuborin
Mashinani qayerga qoydingiz,sms,ham,mashinani qayerga qoydingiz
"Xayrli tong, ishlar qalay",sms,ham,xayrli tong ishlar qalay
Yaxshi dam oldingizmi?,sms,ham,yaxshi dam oldingizmi
Juma ayyomingiz muborak,sms,ham,juma ayyomingiz muborak
"O'rtoq, qarzni qachon qaytarasan?",sms,ham,o rtoq qarzni qachon qaytarasan
Keyingi hafta tug'ilgan kunga boramizmi?,sms,ham,keyingi hafta tug ilgan kunga boramizmi
Bozordan nima oliy?,sms,ham,bozordan nima oliy
"O'g'lim, uydamisan?",sms,ham,o g lim uydamisan
Biznikiga mehmonga kelinglar bugun,sms,ham,biznikiga mehmonga kelinglar bugun
Rahmat kattakon,sms,ham,rahmat kattakon
Qo'ng'iroq qilaman hozir,sms,ham,qo ng iroq qilaman hozir
Ishlarim chiqib qoldi bora olmayman,sms,ham,ishlarim chiqib qoldi bora olmayman
Imtihon qachon ekan?,sms,ham,imtihon qachon ekan
"Tabriklayman, yutuqlaringiz bardavom bo'lsin",sms,ham,tabriklayman yutuqlaringiz bardavom bo lsin
Kecha nega telefonni ko'tarmading?,sms,ham,kecha nega telefonni ko tarmading
"Akam kelyaptilar, kutib ololasanmi?",sms,ham,akam kelyaptilar kutib ololasanmi
Moshinani yuvdirib kel,sms,ham,moshinani yuvdirib kel
"Men chiqdim, 10 minutda boraman",sms,ham,men chiqdim 10 minutda boraman
"Bugun dars bo'lmaydi, o'qituvchi kasal ekan",sms,ham,bugun dars bo lmaydi o qituvchi kasal ekan
Kartaga pul tushdimi?,sms,ham,kartaga pul tushdimi
Ha tushdi raxmat,sms,ham,ha tushdi raxmat
"Yo'q hali tushmadi, bank dasturi qotyapti",sms,ham,yo q hali tushmadi bank dasturi qotyapti
Bayramingiz bilan tabriklayman,sms,ham,bayramingiz bilan tabriklayman
"Ovqat tayyor, kelaveringlar",sms,ham,ovqat tayyor kelaveringlar
Kompterni o'chirib qo'ying,sms,ham,kompterni o chirib qo ying
"Parolni eslolmayapman, yordam bering",sms,ham,parolni eslolmayapman yordam bering
Maktabga qachon borish kerak?,sms,ham,maktabga qachon borish kerak
"Chiptalarni otdim, ko'rib chiqing",sms,ham,chiptalarni otdim ko rib chiqing
Ertaga xabar olaman,sms,ham,ertaga xabar olaman
"Tabriklaymiz! Siz 10,000,000 so'm yutib oldingiz. Pulni olish uchun shu ssilkaga kiring: http://fake-link.uz",sms,scam,tabriklaymiz siz 10 000 000 so m yutib oldingiz pulni olish uchun shu ssilkaga kiring
Diqqat! Plastik kartangiz bloklandi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/uzcard-block,sms,scam,diqqat plastik kartangiz bloklandi qayta tiklash uchun shaxsiy ma lumotlaringizni kiriting bit ly uzcard block
"Sizga 500,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun quyidagi havolani bosing: humo-pay.uz",sms,scam,sizga 500 000 so m pul o tkazmasi keldi qabul qilish uchun quyidagi havolani bosing humo pay uz
"Hurmatli mijoz, to'lovingiz amalga oshmadi. Iltimos kartangiz balansini tekshiring va havolaga kiring",sms,scam,hurmatli mijoz to lovingiz amalga oshmadi iltimos kartangiz balansini tekshiring va havolaga kiring
"Sizning hisobingizdan 1,500,000 so'm yechib olindi! Bekor qilish uchun darhol bosing: uzbank-cancel.com",sms,scam,sizning hisobingizdan 1 500 000 so m yechib olindi bekor qilish uchun darhol bosing uzbank cancel com
Shoshilinch! Sizga davlat tomonidan subsidiya ajratildi. Bepul pulni olish uchun ro'yxatdan o'ting,sms,scam,shoshilinch sizga davlat tomonidan subsidiya ajratildi bepul pulni olish uchun ro yxatdan o ting
Ushbu raqamga qo'ng'iroq qiling va Malibu avtomobilini yutib oling! 88002986,sms,scam,ushbu raqamga qo ng iroq qiling va malibu avtomobilini yutib oling
Siz tanlandingiz! Oyiga 5000$ topish siri. Telegram guruhimizga qo'shiling: t.me/scamgroup,sms,scam,siz tanlandingiz oyiga 5000 topish siri telegram guruhimizga qo shiling t me scamgroup
"Click orqali tolov tasdiqlanmadi, profilingiz bloklanadi. Havolaga kiring: click-uzb.com",sms,scam,click orqali tolov tasdiqlanmadi profilingiz bloklanadi havolaga kiring click uzb com
"Aksiya! Barcha tovarlarga 90% chegirma. Faqat 1 soat qoldi, ssilkaga o'ting",sms,scam,aksiya barcha tovarlarga 90 chegirma faqat 1 soat qoldi ssilkaga o ting
UzMobile: Sizning raqamingiz g'olib bo'ldi. Sovrinni olish uchun SMS dagi kodni 1122 ga yuboring,sms,scam,uzmobile sizning raqamingiz g olib bo ldi sovrinni olish uchun sms dagi kodni 1122 ga yuboring
"Kredit tasdiqlandi! 20,000,000 so'mni kartangizga olish uchun shu ssilkaga bosing",sms,scam,kredit tasdiqlandi 20 000 000 so mni kartangizga olish uchun shu ssilkaga bosing
"Saylov tugadi, sizga davlatdan mukofot puli yozildi! Tasdiqlash uchun havola...",sms,scam,saylov tugadi sizga davlatdan mukofot puli yozildi tasdiqlash uchun havola
"Iltimos ovoz berib yuboring, qizim konkursda qatnashyapti: fake-ovoz.uz",sms,scam,iltimos ovoz berib yuboring qizim konkursda qatnashyapti fake ovoz uz
"PayMe: Sizning parolingiz o'zgartirildi. Agar siz o'zgartirmagan bo'lsangiz, havolaga kiring",sms,scam,payme sizning parolingiz o zgartirildi agar siz o zgartirmagan bo lsangiz havolaga kiring
Diqqat! Politsiya sizni jarimaga tortdi. To'lovni onlayn amalga oshiring: jarima-tolov.uz.com,sms,scam,diqqat politsiya sizni jarimaga tortdi to lovni onlayn amalga oshiring jarima tolov uz com
Karta ma'lumotlaringiz xavf ostida! Himoyalash uchun PIN kodingizni kiriting,sms,scam,karta ma lumotlaringiz xavf ostida himoyalash uchun pin kodingizni kiriting
"Salom, men chet eldan yozibapman. Sizga katta meros qoldi, faqat 100 dollar komissiya tolang",sms,scam,salom men chet eldan yozibapman sizga katta meros qoldi faqat 100 dollar komissiya tolang
Bitcoin narxi tushib ketdi! Hozir 10$ kiritsangiz ertaga 1000$ qilib olasiz. Kirish:,sms,scam,bitcoin narxi tushib ketdi hozir 10 kiritsangiz ertaga 1000 qilib olasiz kirish
DXX ogohlantiradi! Sizning profilingiz buzilgan. Uni tiklash uchun shu botga start bosing,sms,scam,dxx ogohlantiradi sizning profilingiz buzilgan uni tiklash uchun shu botga start bosing
Siz lotereya g'olibisiz. Yutuq kodini adminlarga yuboring va mukofotni oling,sms,scam,siz lotereya g olibisiz yutuq kodini adminlarga yuboring va mukofotni oling
"Farzandingiz maktabda muammoga uchradi, jarima to'lashingiz kerak. Havola: maktab-jarima.uz",sms,scam,farzandingiz maktabda muammoga uchradi jarima to lashingiz kerak havola maktab jarima uz
Sizning Telegram profilingiz 24 soat ichida o'chiriladi. Bekor qilish uchun bosing,sms,scam,sizning telegram profilingiz 24 soat ichida o chiriladi bekor qilish uchun bosing
Bepul internet! Beeline mijozlari uchun 100 GB bepul internet. Olish uchun: bit.ly/beeline-free,sms,scam,bepul internet beeline mijozlari uchun 100 gb bepul internet olish uchun bit ly beeline free
"Assalomu alaykum, onam kasalxonada, 50,000 ming som qarz berib turing kartaga",sms,scam,assalomu alaykum onam kasalxonada 50 000 ming som qarz berib turing kartaga
Sizning IP manzilingiz bloklandi. Blokdan chiqarish uchun to'lov qiling,sms,scam,sizning ip manzilingiz bloklandi blokdan chiqarish uchun to lov qiling
"Aziz fuqaro, bu soliq qo'mitasi. Qarzingizni shu havola orqali tolang",sms,scam,aziz fuqaro bu soliq qo mitasi qarzingizni shu havola orqali tolang
"Garantiyali yutuq! 1xbet da 100% yutadigan sxema topdim, kanalga o'ting",sms,scam,garantiyali yutuq 1xbet da 100 yutadigan sxema topdim kanalga o ting
Viza yutib oldingiz! AQShga Green Card tasdiqlandi. Registratsiya puli: 50$,sms,scam,viza yutib oldingiz aqshga green card tasdiqlandi registratsiya puli 50
"Uyga yetkazib berish xizmati: Sizning pochtangiz keldi, lekin manzil xato. To'g'rilash uchun kiring",sms,scam,uyga yetkazib berish xizmati sizning pochtangiz keldi lekin manzil xato to g rilash uchun kiring
Olx.uz: Xaridor sizning tovaringizni sotib oldi. Pulni olish uchun karta raqamingizni kiriting,sms,scam,olx uz xaridor sizning tovaringizni sotib oldi pulni olish uchun karta raqamingizni kiriting
